ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.12.04-00.5,כל איש אשר יקרב מכל זרעכם אל הקדשים אשר יקדישו בני ישראל לה׳ וטומאתו עליו ונכרתה מה תלמוד לומר לפי שנאמר והנפש אשר תאכל בשר מזבח השלמים אשר לה׳ וטומאתו עליו ונכרתה שיכול אין לי חייבים כרת משום טומאה אלא על השלמים בלבד מנין לרבות כל הקדשים תלמוד לומר אמור אליהם לדרתיכם כל איש אשר יקרב מכל זרעכם אל הקדשים וגומר או אינו מביא אלא כיוצא בשלמים מה שלמים מיוחדים הנאכלים לשני ימים ליום אחד מנין תלמוד לומר בשר אין לי אלא ששיריו נאכלים שאין שיריו נאכלים מנין תלמוד לומר זבח אין לי אלא מיני זבחים העופות והמנחות שאינם מיני זבחים עד שתהא מרבה לוג שמן של מצורע מנין תלמוד לומר אשר הם מקדישים לי יכול כל שחייבים עליו משום פגול יהיו חייבים עליו משום טומאה ודין הוא ומה אם פיגול שהוא בקבועה ובידיעה אחת ולא הותר מכללו אינו נוהג אלא בדבר שיש לו מתירין טומאה שהיא בשתי ידיעות ועולה ויורד והותרה מכללה אינו דין שלא תנהוג אלא בדבר שיש לו מתירין מנין הקומץ והלבונה והקטורת ומנחת כהן משיח ומנחת נסכים תלמוד לומר אל הקדשים אשר יקדישו לרבות את כולם 
ref-Sifra.12.04-00.6,ונכרתה הנפש ההיא יכול מצד זה לצד זה תלמוד לומר יכול מצד זה לצד זה תלמוד לומר ״מלפני אני ה׳ ״ בכל מקום אני אני ה׳ יכול מצד זה לצד זה תלמוד לומר ״מלפני אני ה׳ ״ בכל מקום אני בכל מקום אני 
ref-Sifra.12.04-00.7,יכול יהיו חייבים עליו מיד תלמוד לומר אשר יקריבו אמר ר׳ אלעזר וכי יש נוגע חייב אם כן למה נאמר אשר יקרב עד שיכשר ליקרב את שיש לו מתירין עד שיקרבו מתירין את שאין לו מתירין עד שיקדש בכלי 
ref-Sifra.12.04-00.8,וטומאתו עליו טומאת הגוף יכול טומאת בשר תלמוד לומר וטומאתו עליו לגזירה שוה מה טומאתו עליו נאמר להלן בטומאת הגוף דיבר אף טומאתו עליו אמורה כאן בטומאת הגוף דיבר לא דיבר בטומאת הבשר רבי אומר ואכל וטומאתו עליו בטומאת הגוף דיבר לא דיבר בטומאת בשר ר׳ חייא אומר נאמרו קדשים לשם רבים ונאמר טומאתו לשם יחיד הא מה אני מקיים וטומאתו עליו בטומאת הגוף דיבר לא דבר בטומאת הבשר אחרים אומרים לא דיבר אלא במי שהטומאה פורשת ממנו יצא הבשר שאין טומאה פורשת ממנו 
ref-Sifra.12.04-04.1,זרע אהרן אין לי אלא זרע אהרן אהרן עצמו מנין תלמוד לומר והוא צרוע או זב ״בקדשים לא יאכל עד אשר יטהר בקדשים לא יאכל עד אשר יטהר״ אוכלים הן ישראל במעשר טבולי יום אהרן ובניו מנין ודין הוא מה ישראל שאינם אוכלים בתרומה במעורבי שמש הרי הן אוכלים במעשר טבולי יום אהרן ובניו שהם אוכלים בתרומה במעורבי שמש שאינו דין שיאכלו במעשר טבולי יום יצאו ישראל מן הכתוב ואהרן ובניו מקל וחמר אוכלים הן ישראל במעשר טבולי יום אהרן ובניו מנין ודין הוא מה ישראל שאינם אוכלים בתרומה במעורבי שמש הרי הן אוכלים במעשר טבולי יום אהרן ובניו שהם אוכלים בתרומה במעורבי שמש שאינו דין שיאכלו במעשר טבולי יום יצאו ישראל מן הכתוב ואהרן ובניו מקל וחמר 
ref-Sifra.12.04-04.2,עד אשר יטהר יכול עד שיבא במים תלמוד לומר ובא השמש וטהר מה טהרה האמורה למטה ביאת שמש אף כאן ביאת שמש 
ref-Sifra.12.04-04.3,והנוגע בכל טמא נפש אין טמא נפש אלא במגע אשר תצא ממנו שכבת זרע זה בעל קרי מנין לרבות את הנוגע בשכבת זרע תלמוד לומר או איש 
ref-Sifra.12.04-04.4,אשר יגע בכל שרץ אין לי אלא השרץ מנין לרבות את הנבלה תלמוד לומר או באדם ״אשר יטמא לו אשר יטמא לו״ לרבות את השיעורים לרבות את השיעורים אדם זה המת טומאת אדם זה טמא מת טומאתו לרבות זבים וזבות נדות ויולדות אין לי אלא ימי חומרן ימי קולן מנין תלמוד לומר לכל טומאתו ״אשר יטמא לרבות בועל נדה לרבות בועל נדה ״לו לרבות בולע נבלת עוף הטהור 
ref-Sifra.12.04-04.5,נפש אשר תגע בו ולא המסיטה וטמאה עד הערב ולא יאכל מן הקדשים יש לך קדשים שהוא אוכל בהם פרט לעירובין לפחות ממאה 
ref-Sifra.12.04-04.6,אין לי אלא אוכלי תרומה באוכלי תרומה אוכלי תרומה באוכלי קדש אוכלי קדש באוכלי תרומה משקה תרומה במשקה קדש משקה קדש במשקה תרומה אוכלי תרומה באוכלי חולין אוכלי חולין באוכלי תרומה משקה תרומה במשקה חולין משקה חולין במשקה תרומה מנין תלמוד לומר מן הקדשים 
ref-Sifra.12.04-04.7,כי אם רחץ בשרו במים יכול יהא מרחיץ אבר אבר תלמוד לומר ובא השמש וטהר מה ביאת שמשו כולו כאחת אף במים כולו כאחת 
ref-Sifra.12.04-04.8,ובא השמש וטהר ביאת שמשו מעכבתו מלאכול בתרומה ואין כפרתו מעכבתו מלאכול בתרומה 
ref-Sifra.12.04-04.9,ואחר יאכל מן הקדשים יש לך קדשים שאינו אוכל פרט לעירובין בפחות ממאה 
ref-Sifra.12.04-04.10,אין לי אלא אוכלי תרומה באוכלי תרומה אוכלי תרומה באוכלי חולין אוכלי חולין באוכלי תרומה משקה תרומה במשקה חולין משקה חולין במשקה תרומה אוכלי תרומה באוכלי קדש אוכלי קדש באוכלי תרומה משקה קדש במשקה תרומה משקה תרומה במשקה קדש מנין תלמוד לומר מן הקדשים 
ref-Sifra.12.04-04.11,׳כי לחם׳ כי לחמו מעלה את החיטים כמו שהוא רוצה ומקנב את הירק כל שהוא רוצה יכול תהא קניבת ירק חול תלמוד לומר  הרי הוא בקדושתו 
ref-Sifra.12.04-04.12,יכול תהא נבלת בהמה מטמאה בגדים בבית הבליעה תלמוד לומר נבלה וטריפה לא יאכל לטמאה בה את שאין לו טומאה אלא אכילתה יצתה נבלת בהמה שהיא מטמאה עד שלא יאכלנה 
ref-Sifra.12.04-04.13,יכול נבלת העוף תטמא מן הכתוב ונבלת בהמה מקל וחמר תלמוד לומר בה ״בה בה״ את מטמא אבית הבליעה ואין מטמא בנבלת בהמה בבית הבליעה את מטמא אבית הבליעה ואין מטמא בנבלת בהמה בבית הבליעה 
ref-Sifra.12.04-04.14,ושמרו את משמרתי ישמרו לי משמרת ושמרו את משמרתי להזהיר בית דין על כך ולא ישאו חטא יכול בנבלה הכתוב מדבר תלמוד לומר עליו בקדש הוא מדבר ואינו מדבר בנבלה 
ref-Sifra.12.04-04.15,ומתו בו ולא המעשר כי יחללוהו פרט לטהור שאכל מן הטמא 
ref-Sifra.12.04-04.16,אם נאמרו הקלות למה נאמרו החמורות שאילו נאמרו הקלות ולא נאמרו החמורות הייתי אומר על הקלות בלא תעשה ועל החמורות במיתה צריך לומר החמורות או אילו נאמרו החמורות ולא נאמרו קלות הייתי אומר על החמורות יהיה חייב ועל הקל יהיה פטור צריך לומר הקלות וצריך לומר החמורות זר אין לי אלא ממזר מנין אפילו לוי אפילו ישראל תלמוד לומר וכל זר ״לא יאכל אין אכילה פחותה מכזית אין אכילה פחותה מכזית ״קדש מה קדש האמור להלן בקדשי הגבול הכתוב מדבר אף קדש האמור כאן בקדשי הגבול הכתוב מדבר 
ref-Sifra.12.04-04.17,תושב זה קנוי קנין עולם ושכיר זה קנוי קנין שנים יאמר תושב מה תלמוד לומר שכיר אם הקנוי קנין עולם אינו אוכל הקנוי קנין שנים יאכל אילו כן הייתי אומר תושב זה קנוי קנין שנים וכשהוא אומר שכיר בא שכיר ולימד על התושב שהוא קנוי קנין עולם 
ref-Sifra.12.04-04.18,ר׳ ישמעאל אומר נאמר כאן תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל אף תושב ושכיר האמור כאן יפסל בו את הערל ר׳ עקיבא אומר אינו צריך הרי הוא אומר איש איש לרבות את הערל 
ref-Sifra.12.05-00.1,מנין לכהן שנשא אשה וקנה עבדים שיאכלו בתרומה תלמוד לומר וכהן כי יקנה נפש קנין כספו הוא יאכל בו מנין לאשה שקנתה עבדים ועבדים שקנו עבדים שיאכלו בתרומה שנאמר וכהן כי יקנה קנין אף קנינו שקנה קנין אוכל 
ref-Sifra.12.05-00.2,יכול אפילו קנה עבד עברי יאכל בתרומה תלמוד לומר כסף יצא עבד עברי שאין כסף 
ref-Sifra.12.05-00.3,אוציא את עבד עברי שאינו כסף ולא אוציא את של שותפין תלמוד לומר כספו הוא פרט לשחציו עבד וחציו בן חורין 
ref-Sifra.12.05-00.4,׳יליד בית׳ מה תלמוד לומר אם הקנוי קנין כסף אוכל יליד בית לא יאכל אילו כן הייתי אומר מה קנין כסף שיש בו כסף אף יליד בית שיש בו כסף ומנין שאף על פי שאין שוה כלום תלמוד לומר ׳ויליד בית׳ מכל מקום 
ref-Sifra.12.05-00.5,עדיין אני אומר יליד בית בין שיש בו כסף בין שאין בו כסף אוכל אבל קנין כסף אם יש בו כסף אוכל אם אין בו כסף לא יאכל תלמוד לומר קנין כספו ויליד ביתו מה יליד ביתו אף על פי שאינו שוה כלום אף קנין כספו אף על פי שאינו שוה כלום 
ref-Sifra.12.05-00.6,מנין לבן שיאכיל את אמו בתרומה ודין הוא אם עשה זרע כאב לפסול נעשה את הזרע כאב להאכיל הין אם עשה את הזרע כאב לפסול שמדת הפסול מרובה נעשה את הזרע כאב להאכיל שמדת אכילה מעוטה אמר ר׳ שמעון תלמוד לומר ויליד ביתו יאכלו הם אוכלים ׳הם אוכלים׳ ולא הבהמה אוכלת יכול לא תאכל בכרשינין תלמוד לומר נפש ״בלחמו בלחמו״ יצא המת שאין לו לחם יצא המת שאין לו לחם 
ref-Sifra.12.05-00.7,ובת כהן כי תהיה לאיש זר אין לי אלא לממזר מנין אפילו ללוי ולישראל תלמוד לומר לאיש זר מנין אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט תלמוד לומר לאיש לאיש המאכיל 
ref-Sifra.12.05-00.8,והלא דין הוא אם ישראל שאין ביאתו פוסלתה מן הכהונה ביאתו פוסלתה מן התרומה כהן גדול שביאתו פוסלתה מן הכהונה אינו דין שתהא ביאתו פוסלתה מן התרומה לא אם אמרת בישראל שאינו מאכיל אחרות תאמר בכהן גדול שמאכיל אחרות הואיל והוא מאכיל את אחרות לא תהא ביאתו פוסלתה מן התרומה תלמוד לומר לאיש לאיש המאכיל 
