baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.10.2.6.12-ref-m.4.10.2.6.36,ref-y.4.10.3.2.1.44-ref-y.4.10.3.2.1.49,625817,625967,ref-m.4.10.2.6.12,ref-m.4.10.2.6.36,3527875,3527905,ref-y.4.10.3.2.1.44,ref-y.4.10.3.2.1.49,מביא כשבה ושעירה והנשיא שעיר ומשיח ובית דין מביאין פר ובעבודה זרה היחיד והנשיא והמשיח מביאין שעירה ובית דין פר ושעיר פר לעולה ושעיר לחטאת ,מביא פר והנשיא מביא שעיר חטאו ,25,6,7558,7555.0,5993,5988.0,0.7898550724637681,0.7333333333333334,3,מביא פר והנשיא,1070004507,25,6
ref-m.4.10.2.7.4-ref-m.4.10.2.7.13,ref-y.1.1.3.3.7.8-ref-y.1.1.3.3.7.21,625984,626046,ref-m.4.10.2.7.4,ref-m.4.10.2.7.13,70335,70413,ref-y.1.1.3.3.7.8,ref-y.1.1.3.3.7.21,והנשיא חייבין ומשיח ובית דין פטורים אשם ודאי היחיד והנשיא ,אנשים חייבין והנשים פטורות וכל מצות עשה שלא הזמן גרמא אחד אנשים ואחד נשים ,10,14,57,57.0,5995,5995.0,0.581081081081081,0.8235294117647058,1,חייבין,1070004508,10,14
ref-m.4.10.2.7.19-ref-m.4.10.2.7.24,ref-y.4.10.2.7.3.42-ref-y.4.10.2.7.3.47,626079,626109,ref-m.4.10.2.7.19,ref-m.4.10.2.7.24,3525943,3525972,ref-y.4.10.2.7.3.42,ref-y.4.10.2.7.3.47,על שמיעת הקול ועל בטוי שפתים ,על שמיעת קול ועל ביטוי שפתים ,6,6,7550,7550.0,5996,5996.0,0.0689655172413793,0.0,4,על שמיעת ועל שפתים,1070004509,6,6
ref-m.4.10.2.7.19-ref-m.4.10.2.7.24,ref-y.4.10.2.7.3.54-ref-y.4.10.2.7.3.59,626079,626109,ref-m.4.10.2.7.19,ref-m.4.10.2.7.24,3526006,3526035,ref-y.4.10.2.7.3.54,ref-y.4.10.2.7.3.59,על שמיעת הקול ועל בטוי שפתים ,על שמיעת קול ועל ביטוי שפתי' ,6,6,7554,7554.0,5997,5996.0,0.1034482758620689,0.3333333333333333,3,על שמיעת ועל,1070004510,6,6
ref-m.4.10.2.7.19-ref-m.4.10.2.7.26,ref-y.4.10.3.2.1.103-ref-y.4.10.3.2.1.110,626079,626133,ref-m.4.10.2.7.19,ref-m.4.10.2.7.26,3528191,3528244,ref-y.4.10.3.2.1.103,ref-y.4.10.3.2.1.110,על שמיעת הקול ועל בטוי שפתים ועל טומאת מקדש וקדשיו ב,על שמיעת קול ועל ביטוי שפתים ועל טומאת מקדש וקדשיו מ,9,9,7562,7560.0,5998,5996.0,0.0576923076923076,0.0,6,על שמיעת ועל שפתים ועל טומאת_מקדש_וקדשיו,1070004511,9,9
ref-m.4.10.2.7.36-ref-m.4.10.2.7.42,ref-y.4.10.2.7.2.3-ref-y.4.10.2.7.2.9,626181,626226,ref-m.4.10.2.7.36,ref-m.4.10.2.7.42,3525209,3525254,ref-y.4.10.2.7.2.3,ref-y.4.10.2.7.2.9,אלא שאין כהן גדול חייב על טומאת מקדש וקדשיו ד,אלא שאין כהן גדול חייב על טומאת מקדש וקדשיו ד,8,8,7548,7548.0,5999,5999.0,0.0,0.0,8,אלא שאין כהן גדול חייב על טומאת_מקדש_וקדשיו ד,1070004512,8,8
ref-m.4.10.2.7.57-ref-m.4.10.3.3.1,ref-y.4.10.3.2.1.31-ref-y.4.10.3.2.1.49,626289,626532,ref-m.4.10.2.7.57,ref-m.4.10.3.3.1,3527805,3527905,ref-y.4.10.3.2.1.31,ref-y.4.10.3.2.1.49,ואחר כך עבר ממשיחותו וכן נשיא שחטא ואחר כך עבר מגדולתו כהן משיח מביא פר והנשיא מביא שעיר חטאו,ואחר כך עבר ממשיחותו וכן נשיא שחטא ואחר כך עבר מגדולתו כהן משיח מביא פר והנשיא מביא שעיר חטאו,19,19,7555,7555.0,6001,6001.0,0.0,0.0,19,ואחר כך עבר ממשיחותו וכן נשיא שחטא ואחר כך עבר מגדולתו כהן משיח מביא פר והנשיא מביא שעיר חטאו,1070004513,19,19
ref-m.4.10.3.3.1-ref-m.4.10.3.3.7,ref-y.4.10.3.2.1.76-ref-y.4.10.3.2.1.80,626528,626561,ref-m.4.10.3.3.1,ref-m.4.10.3.3.7,3528041,3528068,ref-y.4.10.3.2.1.76,ref-y.4.10.3.2.1.80,חטאו עד שלא נתמנו ואחר כך נתמנו ,חטאו עד שלא נתמנו משנתמנו ,7,5,7559,7559.0,6004,6000.0,0.25,0.4285714285714286,4,חטאו עד שלא נתמנו,1070004514,7,5
ref-m.4.10.2.7.57-ref-m.4.10.3.1.10,ref-y.4.10.3.2.16.134-ref-y.4.10.3.2.17.13,626289,626359,ref-m.4.10.2.7.57,ref-m.4.10.3.1.10,3534189,3534254,ref-y.4.10.3.2.16.134,ref-y.4.10.3.2.17.13,הנשיא מביא שעיר כהן משיח שחטא ואחר כך עבר ממשיחותו וכן נשיא שחטא ,כן אשר נשיא יחטא אמר רבן יוחנן כן זכאי אשרי שהנשיא שלו מביא חטאת ,13,14,7568,7568.0,6000,6000.0,0.7076923076923077,0.8571428571428572,1,נשיא,1070004515,13,14
ref-m.4.10.3.3.33-ref-m.4.10.3.3.40,ref-y.4.10.3.2.18.27-ref-y.4.10.3.2.18.35,626697,626734,ref-m.4.10.3.3.33,ref-m.4.10.3.3.40,3534464,3534507,ref-y.4.10.3.2.18.27,ref-y.4.10.3.2.18.35,אלהיו נשיא שאין על גביו אלא ה' אלהיו ,אלהיו שנ' להלן נשיא שאין על גביו אלא אלהיו ,8,9,7569,7569.0,6005,6005.0,0.2790697674418604,0.375,7,אלהיו נשיא שאין על גביו אלא אלהיו,1070004516,8,9
ref-m.4.10.3.3.33-ref-m.4.10.3.3.40,ref-y.4.10.3.2.18.37-ref-y.4.10.3.2.18.45,626697,626734,ref-m.4.10.3.3.33,ref-m.4.10.3.3.40,3534511,3534553,ref-y.4.10.3.2.18.37,ref-y.4.10.3.2.18.45,אלהיו נשיא שאין על גביו אלא ה' אלהיו ,אלהיו שנ' נאן נשיא שאין על גביו אלא אלהיו ,8,9,7570,7570.0,6006,6005.0,0.2619047619047619,0.375,7,אלהיו נשיא שאין על גביו אלא אלהיו,1070004517,8,9
ref-m.4.10.3.4.2-ref-m.4.10.3.4.8,ref-y.2.5.1.1.25.26-ref-y.2.5.1.1.25.32,626743,626788,ref-m.4.10.3.4.2,ref-m.4.10.3.4.8,1396950,1396993,ref-y.2.5.1.1.25.26,ref-y.2.5.1.1.25.32,המשיח המשוח בשמן המשחה לא המרובה בבגדים ,ימשח אותו משוח בשמן המשחה ומרובה בבגדים ,7,7,2830,2828.0,6007,6007.0,0.275,0.3333333333333333,3,בשמן המשחה בבגדים,1070004518,7,7
ref-m.4.10.3.4.2-ref-m.4.10.3.4.8,ref-y.2.10.1.10.7.243-ref-y.2.10.1.10.7.252,626743,626788,ref-m.4.10.3.4.2,ref-m.4.10.3.4.8,1874467,1874519,ref-y.2.10.1.10.7.243,ref-y.2.10.1.10.7.252,המשיח המשוח בשמן המשחה לא המרובה בבגדים ,ימשח אותו אין לי אלא משוח בשמן המשחה המרובה בגדים ,7,8,3650,3650.0,6008,6007.0,0.44,0.625,3,בשמן המשחה המרובה,1070004519,7,8
ref-m.4.10.3.4.12-ref-m.4.10.3.4.16,ref-y.2.5.1.1.25.26-ref-y.2.5.1.1.25.32,626801,626834,ref-m.4.10.3.4.12,ref-m.4.10.3.4.16,1396950,1396993,ref-y.2.5.1.1.25.26,ref-y.2.5.1.1.25.32,המשוח בשמן המשחה למרובה בגדים ,ימשח אותו משוח בשמן המשחה ומרובה בבגדים ,5,7,2831,2828.0,6009,6009.0,0.3,0.5714285714285714,2,בשמן המשחה,1070004520,5,7
ref-m.4.10.3.4.12-ref-m.4.10.3.4.16,ref-y.2.10.1.10.7.248-ref-y.2.10.1.10.7.252,626801,626834,ref-m.4.10.3.4.12,ref-m.4.10.3.4.16,1874488,1874519,ref-y.2.10.1.10.7.248,ref-y.2.10.1.10.7.252,המשוח בשמן המשחה למרובה בגדים ,משוח בשמן המשחה המרובה בגדים ,5,5,3653,3650.0,6010,6009.0,0.0666666666666666,0.1999999999999999,3,בשמן המשחה בגדים,1070004521,5,5
ref-m.4.10.3.4.12-ref-m.4.10.3.4.16,ref-y.4.10.3.2.33.16-ref-y.4.10.3.2.33.20,626801,626834,ref-m.4.10.3.4.12,ref-m.4.10.3.4.16,3540314,3540343,ref-y.4.10.3.2.33.16,ref-y.4.10.3.2.33.20,המשוח בשמן המשחה למרובה בגדים ,משוח בשמן המשחה מרובה בגדי' ,5,5,7574,7572.0,6011,6009.0,0.1,0.7142857142857143,2,בשמן המשחה,1070004522,5,5
ref-m.4.10.3.6.13-ref-m.4.10.3.6.24,ref-y.4.10.3.4.1.197-ref-y.4.10.3.4.1.208,627231,627295,ref-m.4.10.3.6.13,ref-m.4.10.3.6.24,3544231,3544287,ref-y.4.10.3.4.1.197,ref-y.4.10.3.4.1.208,פר המשיח ופר העדה עומדים פר המשיח קודם לפר העדה בכל מעשיו ,פר משיה ופר עדה עומדים פר משיה קודם לפר עדה לכל מעשיו ,12,12,7582,7582.0,6012,6012.0,0.1206896551724138,0.25,7,פר ופר עומדים פר קודם לפר מעשיו,1070004523,12,12
ref-m.4.10.3.7.1-ref-m.4.10.3.7.6,ref-y.4.10.3.4.6.115-ref-y.4.10.3.4.6.120,627296,627332,ref-m.4.10.3.7.1,ref-m.4.10.3.7.6,3546668,3546705,ref-y.4.10.3.4.6.115,ref-y.4.10.3.4.6.120,האיש קודם לאשה להחיות ולהשיב אבדה ,האיש קודם לאשה להחיות ולהשיב אבידה ,6,6,7588,7588.0,6013,6013.0,0.0285714285714285,0.0,5,האיש קודם לאשה להחיות ולהשיב,1070004524,6,6
ref-m.4.10.3.7.1-ref-m.4.10.3.7.13,ref-y.4.10.3.4.6.148-ref-y.4.10.3.4.6.154,627296,627379,ref-m.4.10.3.7.1,ref-m.4.10.3.7.13,3546850,3546894,ref-y.4.10.3.4.6.148,ref-y.4.10.3.4.6.154,האשה קודמת לאיש לכסות ולחוציאה מבית השבי,האשה קודמת לאיש לכסות ולחוציאה מבית השבי,7,7,7589,7589.0,6014,6014.0,0.0,0.0,7,האשה קודמת לאיש לכסות ולחוציאה מבית השבי,1070004525,7,7
ref-m.4.10.3.8.1-ref-m.4.10.3.8.9,ref-y.3.7.1.9.4.177-ref-y.3.7.1.9.4.188,627425,627478,ref-m.4.10.3.8.1,ref-m.4.10.3.8.9,2885516,2885579,ref-y.3.7.1.9.4.177,ref-y.3.7.1.9.4.188,כהן קודם ללוי לוי לישראל ישראל לממזר וממזר לנתין ,בהן ונמצא לוי לוי ונמצא כהן נתין ונמצא ממזר ממזר ונמצא נתין ,9,12,6252,6249.0,6018,6016.0,0.5333333333333333,0.8888888888888888,1,לוי,1070004526,9,12
ref-m.4.10.3.8.1-ref-m.4.10.3.8.7,ref-y.4.10.3.5.1.1-ref-y.4.10.3.5.1.7,627425,627464,ref-m.4.10.3.8.1,ref-m.4.10.3.8.7,3548214,3548253,ref-y.4.10.3.5.1.1,ref-y.4.10.3.5.1.7,כהן קודם ללוי לוי לישראל ישראל לממזר ,כהן קודם ללוי לוי לישראל ישראל לממזר ,7,7,7593,7593.0,6017,6016.0,0.0,0.0,7,כהן קודם ללוי לוי לישראל ישראל לממזר,1070004527,7,7
ref-m.4.10.3.7.19-ref-m.4.10.3.8.22,ref-y.4.10.3.5.1.42-ref-y.4.10.3.5.1.67,627414,627548,ref-m.4.10.3.7.19,ref-m.4.10.3.8.22,3548433,3548575,ref-y.4.10.3.5.1.42,ref-y.4.10.3.5.1.67,קודם לאשה כהן קודם ללוי לוי לישראל ישראל לממזר וממזר לנתין ונתין לגר וגר לעבד משוחרר אימתי בזמן שכולן שוין אבל אם היה ממזר ,קודם לכהן הדיוט כהן הדיוט קודם ללוי לוי לישראל ישראל לממזר ממזר לנתין נתין לגר וגר לעבד משוחרר אימתי בזמן שכולן שוין אבל אם היה ממזר ,22,24,7594,7594.0,6016,6016.0,0.1203007518796992,0.2105263157894736,19,קודם כהן קודם ללוי לוי לישראל ישראל לממזר לנתין לגר וגר לעבד משוחרר אימתי בזמן שכולן שוין אבל_אם_היה ממזר,1070004528,22,24
ref-m.5.1.1.1.6-ref-m.5.1.1.1.12,ref-y.2.3.2.4.7.251-ref-y.2.3.2.4.7.257,627649,627684,ref-m.5.1.1.1.6,ref-m.5.1.1.1.12,1259414,1259450,ref-y.2.3.2.4.7.251,ref-y.2.3.2.4.7.257,כשרים אלא שלא עלו לבעלים לשם חובה ,כשירים אלא שלא עלו לבעלים לשם חובה ,2,2,2522,2522.0,6019,6019.0,0.0285714285714285,0.0,6,אלא שלא עלו לבעלים לשם חובה,1070004529,7,7
ref-m.5.1.1.1.7-ref-m.5.1.1.1.12,ref-y.2.10.1.12.7.119-ref-y.2.10.1.12.7.124,627655,627684,ref-m.5.1.1.1.7,ref-m.5.1.1.1.12,1885001,1885030,ref-y.2.10.1.12.7.119,ref-y.2.10.1.12.7.124,אלא שלא עלו לבעלים לשם חובה ,אלא שלא עלו לבעלים לשם חובה ,1,1,3670,3670.0,6020,6019.0,0.0,0.0,6,אלא שלא עלו לבעלים לשם חובה,1070004530,6,6
ref-m.5.1.1.2.25-ref-m.5.1.1.2.35,ref-y.1.8.3.4.2.38-ref-y.1.8.3.4.2.49,628024,628085,ref-m.5.1.1.2.25,ref-m.5.1.1.2.35,719989,720054,ref-y.1.8.3.4.2.38,ref-y.1.8.3.4.2.49,קודש אוכלין שם קדשי קדשים ושוחטין שם קדשים קלין וטמא שנכנס לשם,קודש אוכלין שם קדשי קדשים ושוחטין שם קדשים קלין וטמא שנכנס לשם,12,12,1400,1400.0,6029,6029.0,0.0,0.0,12,קודש אוכלין שם קדשי קדשים ושוחטין שם קדשים קלין וטמא שנכנס לשם,1070004531,12,12
ref-m.5.1.1.2.25-ref-m.5.1.1.2.35,ref-y.1.8.3.4.2.76-ref-y.1.8.3.4.2.85,628024,628085,ref-m.5.1.1.2.25,ref-m.5.1.1.2.35,720196,720249,ref-y.1.8.3.4.2.76,ref-y.1.8.3.4.2.85,קדשי קדשים ושוחטין שם קדשים קלים וטמא שנכנס לשם,שם קדשי קדשים ושוחטין שם קדשים קלים וטמא שנכנס לשם,9,10,1412,1412.0,6031,6031.0,0.06,0.0,9,קדשי קדשים ושוחטין שם קדשים קלים וטמא שנכנס לשם,1070004532,9,10
ref-m.5.1.1.2.22-ref-m.5.1.1.2.32,ref-y.1.9.4.4.14.71-ref-y.1.9.4.4.14.77,628008,628069,ref-m.5.1.1.2.22,ref-m.5.1.1.2.32,804095,804127,ref-y.1.9.4.4.14.71,ref-y.1.9.4.4.14.77,מהם פסולין כיצד קדשי קדשים ששחטן לשם קדשים קלים פסולין קדשים ,קודש קדשים הוא לה' מה קדשי קדשים ,11,7,1621,1620.0,6026,6021.0,0.6229508196721312,0.7777777777777778,2,קדשים קדשים,1070004533,11,7
ref-m.5.1.1.1.47-ref-m.5.1.1.2.19,ref-y.2.3.5.2.5.68-ref-y.2.3.5.2.5.95,627859,627998,ref-m.5.1.1.1.47,ref-m.5.1.1.2.19,1294947,1295092,ref-y.2.3.5.2.5.68,ref-y.2.3.5.2.5.95,שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו שמא אינו פיגול שחטו לשמו,שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו שמא אינו פיגול שחטו לשמו,22,22,2580,2580.0,6021,6021.0,0.0,0.0,22,שחטו לשמו לקבל דמו_שלא_לשמו_שמא_אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו_שמא_אינו פיגול שחטו לשמו,1070004534,22,22
ref-m.5.1.1.2.31-ref-m.5.1.1.3.19,ref-y.2.3.5.2.5.66-ref-y.2.3.5.2.5.85,628057,628288,ref-m.5.1.1.2.31,ref-m.5.1.1.3.19,1294937,1295034,ref-y.2.3.5.2.5.66,ref-y.2.3.5.2.5.85,פסול אילו שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו,פסול אילו שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו לשמו לקבל דמו שלא לשמו שמא אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו,29,29,2574,2574.0,6037,6037.0,0.0,0.0,29,פסול אילו שחטו לשמו לקבל דמו_שלא_לשמו_שמא_אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו לשמו לקבל דמו_שלא_לשמו_שמא_אינו כשר שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו,1070004535,29,29
ref-m.5.1.1.2.25-ref-m.5.1.1.2.36,ref-y.2.3.5.2.9.133-ref-y.2.3.5.2.9.144,628024,628090,ref-m.5.1.1.2.25,ref-m.5.1.1.2.36,1297237,1297300,ref-y.2.3.5.2.9.133,ref-y.2.3.5.2.9.144,לשם קדשים קלין ואין משנין קדשים קלים לשם קדשי קדשים קלין לשם קדשים קלין,קדשים קלין לשם קדשים קלין ואין משנין קדשים קלים לשם קדשי קדשים,14,12,2592,2592.0,6027,6027.0,0.380281690140845,0.0,10,לשם קדשים קלין ואין משנין קדשים קלים לשם קדשי קדשים,1070004536,14,12
ref-m.5.1.1.2.38-ref-m.5.1.1.3.7,ref-y.2.3.5.3.2.79-ref-y.2.3.5.3.3.5,628097,628224,ref-m.5.1.1.2.38,ref-m.5.1.1.3.7,1298541,1298597,ref-y.2.3.5.3.2.79,ref-y.2.3.5.3.3.5,כשרין הבכור והמעשר ששחטן לשם שלמים כשרין ושלמים ששחטן לשם בכור לשם מעשר פסולין הפסח ששחטו בשחרית בארבעה עשר שלא לשמו ,שם כשירים ושחטו לשם פסולין אמר רבי אלעזר מתניתא בששחטו ,21,8,2602,2602.0,6040,6021.0,0.7264957264957265,0.8333333333333334,2,לשם פסולין,1070004537,21,8
ref-m.5.1.1.2.31-ref-m.5.1.1.2.46,ref-y.2.3.5.4.11.94-ref-y.2.3.5.4.11.106,628057,628155,ref-m.5.1.1.2.31,ref-m.5.1.1.2.46,1304575,1304647,ref-y.2.3.5.4.11.94,ref-y.2.3.5.4.11.106,פוסל שהוא כשוחט פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם,פוסל שהוא כשוחט פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם,13,13,2638,2638.0,6036,6036.0,0.0,0.0,13,פוסל שהוא כשוחט פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם,1070004538,13,13
ref-m.5.1.1.2.41-ref-m.5.1.1.2.47,ref-y.2.3.5.4.11.114-ref-y.2.3.5.4.11.121,628118,628159,ref-m.5.1.1.2.41,ref-m.5.1.1.2.47,1304682,1304723,ref-y.2.3.5.4.11.114,ref-y.2.3.5.4.11.121,ששחטן לשם שלמים כשרין ושלמים ששחטן לשם ,השוחט פסח לשם שלמים היא השוחט שלמי' לשם ,7,8,2643,2643.0,6041,6036.0,0.475,0.7142857142857143,3,לשם שלמים לשם,1070004539,7,8
ref-m.5.1.1.2.2-ref-m.5.1.1.2.16,ref-y.2.3.6.5.1.75-ref-y.2.3.6.5.1.88,627906,627983,ref-m.5.1.1.2.2,ref-m.5.1.1.2.16,1319671,1319743,ref-y.2.3.6.5.1.75,ref-y.2.3.6.5.1.88,בן חוני אומר הנשחטים לשם פסח ולשם חטאת פסולים שמעון אחי עזריה אומר שחטן לשם ,אומ' אף השוחט לשם אימרי צבור פטור מתנית' ביודע בו שהוא פסח ושחטו לשם ,15,14,2666,2666.0,6024,6024.0,0.6578947368421053,0.8571428571428572,3,לשם פסח לשם,1070004540,15,14
ref-m.5.1.1.2.41-ref-m.5.1.1.2.47,ref-y.2.3.6.5.1.87-ref-y.2.3.6.5.1.96,628118,628159,ref-m.5.1.1.2.41,ref-m.5.1.1.2.47,1319733,1319784,ref-y.2.3.6.5.1.87,ref-y.2.3.6.5.1.96,ששחטן לשם שלמים כשרין ושלמים ששחטן לשם ,ושחטו לשם שלמים היה יודע בו שהוא שלמים ושחטו לשם ,7,10,2667,2666.0,6042,6042.0,0.3673469387755102,0.7142857142857143,3,לשם שלמים לשם,1070004541,7,10
ref-m.5.1.1.1.49-ref-m.5.1.1.2.31,ref-y.2.5.5.7.4.47-ref-y.2.5.5.7.4.59,627870,628063,ref-m.5.1.1.1.49,ref-m.5.1.1.2.31,1461400,1461472,ref-y.2.5.5.7.4.47,ref-y.2.5.5.7.4.59,כששחט את הראשונים לשם כושר והשניים לשם פסול שחט את הראשונים לשם פסול,כששחט את הראשונים לשם כושר והשניים לשם פסול שחט את הראשונים לשם פסול,13,13,2995,2995.0,6022,6022.0,0.0,0.0,13,כששחט את הראשונים לשם כושר והשניים לשם פסול שחט את הראשונים לשם פסול,1070004542,13,13
ref-m.5.1.1.2.41-ref-m.5.1.1.3.2,ref-y.2.5.5.7.4.47-ref-y.2.5.5.7.4.55,628118,628193,ref-m.5.1.1.2.41,ref-m.5.1.1.3.2,1461400,1461450,ref-y.2.5.5.7.4.47,ref-y.2.5.5.7.4.55,ששחטן לשם שלמים כשרין ושלמים ששחטן לשם בכור לשם מעשר פסולין הפסח ששחטו ,כששחט את הראשונים לשם כושר והשניים לשם פסול שחט ,13,9,2994,2994.0,6043,6043.0,0.6197183098591549,0.8666666666666667,2,לשם לשם,1070004543,13,9
ref-m.5.1.1.2.25-ref-m.5.1.1.2.36,ref-y.2.4.2.4.2.153-ref-y.2.4.2.4.2.164,628024,628090,ref-m.5.1.1.2.25,ref-m.5.1.1.2.36,1509162,1509225,ref-y.2.4.2.4.2.153,ref-y.2.4.2.4.2.164,לשם קדשין קלין ואין משנין קדשים קלין לשם קדשי קדשים קלים לשם קדשין קלין,קדשים קלים לשם קדשין קלין ואין משנין קדשים קלין לשם קדשי קדשים,14,12,3122,3122.0,6028,6028.0,0.4084507042253521,0.0,10,לשם קדשין קלין ואין משנין קדשים קלין לשם קדשי קדשים,1070004544,14,12
ref-m.5.1.1.2.25-ref-m.5.1.1.2.40,ref-y.3.7.1.9.4.380-ref-y.3.7.1.9.4.390,628024,628117,ref-m.5.1.1.2.25,ref-m.5.1.1.2.40,2886579,2886650,ref-y.3.7.1.9.4.380,ref-y.3.7.1.9.4.390,קדשי קדשים ששחטן לשם קדשים קלים פסולין קדשים קלים ששחטן לשם קדשי קדשים כשרין הבכור והמעשר ,מקודשות ה' המקדש בחלקו מקדשי הקדשים ומקדשים קלים אינה מקודשת ממעשר ,16,11,6265,6253.0,6032,6021.0,0.6444444444444445,0.7333333333333334,1,קלים,1070004545,16,11
