baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.157.9.100-ref-sifre-n.157.9.106,ref-bible.0312.26.26.14-ref-bible.312.26.27.2,281837,281882,ref-sifre-n.157.9.100,ref-sifre-n.157.9.106,1507567,1507611,ref-bible.0312.26.26.14,ref-bible.0312.26.27.2,שרי האלפים ושרי המאות הבאים מצבא המלחמה ,לשרי האלפים והמאות ושרי הצבא מן המלחמות ,7,7,1276,1276.0,1177,1174.0,0.375,0.5,2,האלפים ושרי,5090000974,7,7
ref-sifre-n.157.9.153-ref-sifre-n.158.1.11,ref-bible.0204.20.17.5-ref-bible.0204.20.18.6,282111,282231,ref-sifre-n.157.9.153,ref-sifre-n.158.1.11,634565,634661,ref-bible.0204.20.17.5,ref-bible.0204.20.18.6,האתה יואב ויאמר אני ותאמר לו שמע דברי אמתך ויאמר שמע אנכי ותאמר לאמר דבר ידברו בראשנה לאמר,האתה יואב ויאמר אני ותאמר לו שמע דברי אמתך ויאמר שמע אנכי ותאמר לאמר דבר ידברו בראשנה לאמר,18,18,997,996.0,1179,1179.0,0.0,0.0,18,האתה יואב ויאמר אני ותאמר לו שמע דברי אמתך ויאמר שמע אנכי ותאמר לאמר דבר ידברו בראשנה לאמר,5090000975,18,18
ref-sifre-n.157.9.160-ref-sifre-n.157.9.166,ref-bible.0308.2.22.5-ref-bible.308.2.22.11,282147,282181,ref-sifre-n.157.9.160,ref-sifre-n.157.9.166,1359761,1359802,ref-bible.0308.2.22.5,ref-bible.0308.2.22.11,אסתר ב ותאמר אסתר למלך בשם מרדכי ,לאסתר המלכה ותאמר אסתר למלך בשם מרדכי ,7,7,1218,1218.0,1181,1179.0,0.1578947368421052,0.0,5,ותאמר אסתר למלך בשם מרדכי,5090000976,7,7
ref-sifre-n.158.3.1-ref-sifre-n.158.3.5,ref-bible.0104.31.24.1-ref-bible.104.31.24.5,282773,282809,ref-sifre-n.158.3.1,ref-sifre-n.158.3.5,324667,324703,ref-bible.0104.31.24.1,ref-bible.0104.31.24.5,וכבסתם בגדיכם ביום השביעי וטהרתם ,וכבסתם בגדיכם ביום השביעי וטהרתם ,5,5,763,762.0,1182,1182.0,0.0,0.0,5,וכבסתם בגדיכם ביום השביעי וטהרתם,5090000977,5,5
ref-sifre-n.158.3.37-ref-sifre-n.158.3.55,ref-bible.0103.14.8.1-ref-bible.103.14.8.18,282968,283064,ref-sifre-n.158.3.37,ref-sifre-n.158.3.55,218772,218868,ref-bible.0103.14.8.1,ref-bible.0103.14.8.18,וכבסו בגדיהם הא למדנו לכלים ואדם וכלים ואחר תבוא אל המחנה מה כאן אסור לבא אל המחנה אף להלן ,וכבס המטהר את בגדיו וגלח את כל שערו ורחץ במים וטהר ואחר יבוא אל המחנה וישב מחוץ לאהלו ,17,18,190,190.0,1183,1183.0,0.6483516483516484,0.7916666666666666,3,ואחר אל המחנה,5090000978,17,18
ref-sifre-n.158.3.45-ref-sifre-n.158.3.55,ref-bible.0209.23.44.3-ref-bible.209.23.44.10,283016,283064,ref-sifre-n.158.3.45,ref-sifre-n.158.3.55,1025177,1025209,ref-bible.0209.23.44.3,ref-bible.0209.23.44.10,תבוא אל המחנה מה כאן אסור לבא אל המחנה אף להלן ,כבוא אל אשה זונה כן באו אל אהלה ,11,8,1112,1112.0,1184,1183.0,0.5531914893617021,0.7,2,אל אל,5090000979,11,8
ref-sifre-n.158.4.40-ref-sifre-n.158.4.47,ref-bible.0104.35.11.1-ref-bible.0104.35.12.2,283303,283344,ref-sifre-n.158.4.40,ref-sifre-n.158.4.47,334517,334591,ref-bible.0104.35.11.1,ref-bible.0104.35.12.2,והקריתם לכם ערים ערי מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם,והקריתם לכם ערים ערי מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם,15,15,777,777.0,1185,1185.0,0.0,0.0,15,והקריתם לכם ערים ערי מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם,5090000980,15,15
ref-sifre-n.158.4.71-ref-sifre-n.158.4.87,ref-bible.0102.23.31.9-ref-bible.102.23.32.5,283469,283558,ref-sifre-n.158.4.71,ref-sifre-n.158.4.87,152042,152128,ref-bible.0102.23.31.9,ref-bible.0102.23.32.5,יכרית ה' אלהיך אל הגוים האלה אחר ירושה וישיבה הכתוב מדבר כי אתם עוברים את הירדן ארצה ,וממדבר עד הנהר כי אתן בידכם את ישבי הארץ וגרשתמו מפניך לא תכרת להם ולאלהיהם ברית ,17,16,81,81.0,1187,1187.0,0.7529411764705882,0.8846153846153846,2,כי את,5090000981,17,16
ref-sifre-n.158.4.149-ref-sifre-n.158.4.161,ref-bible.0104.35.11.8-ref-bible.104.35.11.13,283863,283928,ref-sifre-n.158.4.149,ref-sifre-n.158.4.161,334555,334581,ref-bible.0104.35.11.8,ref-bible.0104.35.11.13,"ונס שמה הרוצח שומע אני כל הרוצח במשמע ת""ל רוצח מכה נפש בשגגה ",ונס שמה רצח מכה נפש בשגגה ,13,6,782,777.0,1188,1188.0,0.5737704918032787,0.4545454545454546,5,ונס שמה מכה נפש בשגגה,5090000982,13,6
ref-sifre-n.158.4.149-ref-sifre-n.158.4.161,ref-bible.0201.20.3.1-ref-bible.201.20.3.6,283863,283928,ref-sifre-n.158.4.149,ref-sifre-n.158.4.161,452285,452313,ref-bible.0201.20.3.1,ref-bible.0201.20.3.6,"ונס שמה הרוצח שומע אני כל הרוצח במשמע ת""ל רוצח מכה נפש בשגגה ",לנוס שמה רוצח מכה נפש בשגגה ,13,6,953,951.0,1189,1188.0,0.5737704918032787,0.4545454545454546,5,שמה רוצח מכה נפש בשגגה,5090000983,13,6
ref-sifre-n.158.4.173-ref-sifre-n.160.1.11,ref-bible.0104.35.11.2-ref-bible.0104.35.12.8,283978,284112,ref-sifre-n.158.4.173,ref-sifre-n.160.1.11,334526,334626,ref-bible.0104.35.11.2,ref-bible.0104.35.12.8,מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם הערים למקלט מגאל ולא ימות הרצח,לכם ערים ערי מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם הערים למקלט מגאל ולא ימות הרצח,17,20,779,779.0,1191,1191.0,0.1382978723404255,0.0666666666666666,17,מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם הערים למקלט מגאל ולא ימות הרצח,5090000984,17,20
ref-sifre-n.160.1.3-ref-sifre-n.160.1.18,ref-bible.0104.35.27.7-ref-bible.0104.35.27.16,284064,284142,ref-sifre-n.160.1.3,ref-sifre-n.160.1.18,335611,335654,ref-bible.0104.35.27.7,ref-bible.0104.35.27.16,עיר מקלטו ורצח גאל הדם את הרצח אין לו דם,עיר מקלטו ורצח גאל הדם את הרצח אין לו דם,10,10,837,837.0,1194,1194.0,0.0,0.0,10,עיר מקלטו ורצח גאל הדם את הרצח אין לו דם,5090000985,10,10
ref-sifre-n.158.4.173-ref-sifre-n.160.1.5,ref-bible.0201.20.2.7-ref-bible.0201.20.3.12,283978,284083,ref-sifre-n.158.4.173,ref-sifre-n.160.1.5,452242,452344,ref-bible.0201.20.2.7,ref-bible.0201.20.3.12,ערי המקלט אשר דברתי אליכם ביד משה לנוס שמה רוצח מכה נפש בשגגה בבלי דעת והיו לכם למקלט,לכם את ערי המקלט אשר דברתי אליכם ביד משה לנוס שמה רוצח מכה נפש בשגגה בבלי דעת והיו לכם למקלט מגאל,18,21,951,951.0,1190,1190.0,0.1237113402061855,0.1111111111111111,18,ערי המקלט אשר דברתי אליכם ביד משה לנוס שמה רוצח מכה נפש בשגגה בבלי דעת והיו לכם למקלט,5090000986,18,21
ref-sifre-n.160.2.1-ref-sifre-n.160.2.6,ref-bible.0104.35.5.30-ref-bible.104.35.6.9,284221,284249,ref-sifre-n.160.2.1,ref-sifre-n.160.2.6,334156,334207,ref-bible.0104.35.5.30,ref-bible.0104.35.6.9,והערים אשר תתנו שש ערי מקלט ,הערים ואת הערים אשר תתנו ללוים את שש ערי המקלט ,6,10,774,774.0,1197,1196.0,0.4042553191489361,0.4444444444444444,4,אשר תתנו שש ערי,5090000987,6,10
ref-sifre-n.160.1.26-ref-sifre-n.160.2.7,ref-bible.0104.35.12.6-ref-bible.104.35.13.7,284178,284256,ref-sifre-n.160.1.26,ref-sifre-n.160.2.7,334611,334688,ref-bible.0104.35.12.6,ref-bible.0104.35.13.7,ולא ימות הרוצח עד עמדו לפני העדה למשפט והערים אשר תתנו שש ערי מקלט תהיינה ,ולא ימות הרצח עד עמדו לפני העדה למשפט והערים אשר תתנו שש ערי מקלט תהיינה ,15,15,783,783.0,1196,1196.0,0.0135135135135135,0.0,14,ולא ימות עד עמדו לפני העדה למשפט והערים אשר תתנו שש ערי מקלט תהיינה,5090000988,15,15
ref-sifre-n.160.2.1-ref-sifre-n.160.2.7,ref-bible.0104.35.14.9-ref-bible.0104.35.15.7,284221,284256,ref-sifre-n.160.2.1,ref-sifre-n.160.2.7,334733,334813,ref-bible.0104.35.14.9,ref-bible.0104.35.15.7,הערים תתנו בארץ כנען ערי מקלט תהיינה לבני ישראל ולגר ולתושב בתוכם תהיינה שש,הערים תתנו בארץ כנען ערי מקלט תהיינה לבני ישראל ולגר ולתושב בתוכם תהיינה שש,14,14,787,787.0,1198,1198.0,0.0,0.0,14,הערים תתנו בארץ כנען ערי מקלט תהיינה לבני ישראל ולגר ולתושב בתוכם תהיינה שש,5090000989,14,14
ref-sifre-n.160.2.23-ref-sifre-n.160.2.33,ref-bible.0104.35.14.2-ref-bible.104.35.14.12,284336,284395,ref-sifre-n.160.2.23,ref-sifre-n.160.2.33,334696,334755,ref-bible.0104.35.14.2,ref-bible.0104.35.14.12,שלש הערים תתנו מעבר לירדן ואת שלש הערים תתנו בארץ כנען ,שלש הערים תתנו מעבר לירדן ואת שלש הערים תתנו בארץ כנען ,11,11,786,777.0,1200,1200.0,0.0,0.0,11,שלש הערים תתנו מעבר לירדן ואת שלש הערים תתנו בארץ כנען,5090000990,11,11
ref-sifre-n.160.2.38-ref-sifre-n.160.2.50,ref-bible.0105.4.43.2-ref-bible.105.4.43.14,284411,284492,ref-sifre-n.160.2.38,ref-sifre-n.160.2.50,349545,349624,ref-bible.0105.4.43.2,ref-bible.0105.4.43.14,בצר במדבר בארץ המישור לראובני ואת ראמות בגלעד לגדי ואת גולן בבשן למנשי ,בצר במדבר בארץ המישר לראובני ואת ראמת בגלעד לגדי ואת גולן בבשן למנשי ,13,13,873,873.0,1201,1201.0,0.028169014084507,0.0,11,בצר במדבר בארץ לראובני ואת בגלעד לגדי ואת גולן בבשן למנשי,5090000991,13,13
ref-sifre-n.160.2.38-ref-sifre-n.160.2.50,ref-bible.0201.20.8.7-ref-bible.201.20.8.22,284411,284492,ref-sifre-n.160.2.38,ref-sifre-n.160.2.50,452854,452942,ref-bible.0201.20.8.7,ref-bible.0201.20.8.22,בצר במדבר בארץ המישור לראובני ואת ראמות בגלעד לגדי ואת גולן בבשן למנשי ,בצר במדבר במישר ממטה ראובן ואת ראמת בגלעד ממטה גד ואת גלון גולן בבשן ממטה מנשה ,13,16,955,955.0,1202,1201.0,0.379746835443038,0.2857142857142857,7,בצר במדבר ואת בגלעד ואת גולן בבשן,5090000992,13,16
ref-sifre-n.160.2.68-ref-sifre-n.160.2.73,ref-bible.0101.23.2.3-ref-bible.101.23.2.8,284583,284615,ref-sifre-n.160.2.68,ref-sifre-n.160.2.73,38624,38656,ref-bible.0101.23.2.3,ref-bible.0101.23.2.8,קרית הארבע היא חברון בארץ כנען ,בקרית ארבע הוא חברון בארץ כנען ,6,6,11,11.0,1204,1203.0,0.0967741935483871,0.0,3,חברון בארץ כנען,5090000993,6,6
ref-sifre-n.160.2.58-ref-sifre-n.160.2.71,ref-bible.0201.20.7.1-ref-bible.201.20.7.15,284530,284604,ref-sifre-n.160.2.58,ref-sifre-n.160.2.71,452731,452808,ref-bible.0201.20.7.1,ref-bible.0201.20.7.15,ויקדישו את קדש בגליל בהר ואת שכם בהר אפרים ואת קרית הארבע היא חברון ,ויקדשו את קדש בגליל בהר נפתלי ואת שכם בהר אפרים ואת קרית ארבע היא חברון ,14,15,954,954.0,1203,1203.0,0.1111111111111111,0.0999999999999999,12,את קדש בגליל בהר ואת שכם בהר אפרים ואת קרית היא חברון,5090000994,14,15
ref-sifre-n.160.2.95-ref-sifre-n.160.2.102,ref-bible.0104.35.11.3-ref-bible.104.35.12.4,284745,284784,ref-sifre-n.160.2.95,ref-sifre-n.160.2.102,334530,334605,ref-bible.0104.35.11.3,ref-bible.0104.35.12.4,ערי מקלט תהיינה לכם אין לי אלא שקולטות ,ערים ערי מקלט תהיינה לכם ונס שמה רצח מכה נפש בשגגה והיו לכם הערים למקלט ,6,15,780,777.0,1205,1205.0,0.6527777777777778,0.7142857142857143,4,ערי מקלט תהיינה לכם,5090000995,6,15
ref-sifre-n.160.2.111-ref-sifre-n.160.2.118,ref-bible.0103.17.13.3-ref-bible.103.17.13.8,284825,284871,ref-sifre-n.160.2.111,ref-sifre-n.160.2.118,228622,228654,ref-bible.0103.17.13.3,ref-bible.0103.17.13.8,"לבני ישראל לגרים מנין ת""ל ולגר ותושב בתוכם ",מבני ישראל ומן הגר הגר בתוכם ,8,6,210,210.0,1207,1206.0,0.4651162790697674,0.7,2,ישראל בתוכם,5090000996,8,6
ref-sifre-n.160.2.107-ref-sifre-n.160.2.118,ref-bible.0104.35.14.15-ref-bible.104.35.15.5,284807,284871,ref-sifre-n.160.2.107,ref-sifre-n.160.2.118,334765,334803,ref-bible.0104.35.14.15,ref-bible.0104.35.15.5,"תהיינה אין לי אלא לבני ישראל לגרים מנין ת""ל ולגר ותושב בתוכם ",תהיינה לבני ישראל ולגר ולתושב בתוכם ,10,6,789,777.0,1206,1206.0,0.4426229508196721,0.5454545454545454,5,תהיינה לבני ישראל ולגר בתוכם,5090000997,10,6
ref-sifre-n.160.2.154-ref-sifre-n.160.2.167,ref-bible.0104.35.6.1-ref-bible.104.35.6.9,285032,285102,ref-sifre-n.160.2.154,ref-sifre-n.160.2.167,334163,334207,ref-bible.0104.35.6.1,ref-bible.0104.35.6.9,שש הערים האלה למקלט למה הוא אומר לפי שהוא אומר ואת שלש הערים תתנו ,ואת הערים אשר תתנו ללוים את שש ערי המקלט ,12,9,775,774.0,1209,1208.0,0.6515151515151515,0.6153846153846154,3,ואת הערים תתנו,5090000998,12,9
ref-sifre-n.160.2.154-ref-sifre-n.160.2.179,ref-bible.0104.35.13.4-ref-bible.0104.35.14.9,285032,285174,ref-sifre-n.160.2.154,ref-sifre-n.160.2.179,334670,334739,ref-bible.0104.35.13.4,ref-bible.0104.35.14.9,שש ערי מקלט תהיינה לכם את שלש הערים תתנו מעבר לירדן ואת שלש הערים,שש ערי מקלט תהיינה לכם את שלש הערים תתנו מעבר לירדן ואת שלש הערים,14,14,784,784.0,1210,1210.0,0.0,0.0,14,שש ערי מקלט תהיינה לכם את שלש הערים תתנו מעבר לירדן ואת שלש הערים,5090000999,14,14
ref-sifre-n.160.2.153-ref-sifre-n.160.2.157,ref-bible.0104.35.15.6-ref-bible.104.35.15.10,285025,285054,ref-sifre-n.160.2.153,ref-sifre-n.160.2.157,334804,334833,ref-bible.0104.35.15.6,ref-bible.0104.35.15.10,תהיינה שש הערים האלה למקלט ,תהיינה שש הערים האלה למקלט ,5,5,790,790.0,1208,1208.0,0.0,0.0,5,תהיינה שש הערים האלה למקלט,5090001000,5,5
ref-sifre-n.160.2.177-ref-sifre-n.160.2.181,ref-bible.0104.35.15.6-ref-bible.104.35.15.10,285158,285187,ref-sifre-n.160.2.177,ref-sifre-n.160.2.181,334804,334833,ref-bible.0104.35.15.6,ref-bible.0104.35.15.10,תהיינה שש הערים האלה למקלט ,תהיינה שש הערים האלה למקלט ,5,5,791,790.0,1212,1212.0,0.0,0.0,5,תהיינה שש הערים האלה למקלט,5090001001,5,5
ref-sifre-n.160.3.1-ref-sifre-n.160.3.42,ref-bible.0104.35.16.1-ref-bible.0104.35.18.11,285235,285430,ref-sifre-n.160.3.1,ref-sifre-n.160.3.42,334860,335015,ref-bible.0104.35.16.1,ref-bible.0104.35.18.11,ואם בכלי ברזל הכהו וימת רצח הוא,ואם בכלי ברזל הכהו וימת רצח הוא,7,7,795,795.0,1213,1213.0,0.0,0.0,7,ואם בכלי ברזל הכהו וימת רצח הוא,5090001002,7,7
ref-sifre-n.160.3.4-ref-sifre-n.160.3.15,ref-bible.0104.35.21.1-ref-bible.104.35.21.10,285251,285305,ref-sifre-n.160.3.4,ref-sifre-n.160.3.15,335125,335174,ref-bible.0104.35.21.1,ref-bible.0104.35.21.10,הכהו וימת רוצח הוא למה נאמר לפי שהוא אומר או באבן יד ,או באיבה הכהו בידו וימת מות יומת המכה רצח הוא ,8,10,824,824.0,1214,1213.0,0.7924528301886793,0.5555555555555556,3,הכהו וימת הוא,5090001003,8,10
ref-sifre-n.160.3.57-ref-sifre-n.160.3.68,ref-bible.0104.35.16.1-ref-bible.104.35.17.1,285499,285560,ref-sifre-n.160.3.57,ref-sifre-n.160.3.68,334860,334914,ref-bible.0104.35.16.1,ref-bible.0104.35.17.1,אם בכלי ברזל הכהו וימת רוצח הוא מות יומת הרוצח ללמדך שאין ,ואם בכלי ברזל הכהו וימת רצח הוא מות יומת הרצח ואם ,12,11,797,797.0,1218,1218.0,0.2068965517241379,0.2222222222222222,7,בכלי ברזל הכהו וימת הוא מות יומת,5090001004,12,11
ref-sifre-n.160.3.60-ref-sifre-n.160.3.65,ref-bible.0104.35.17.7-ref-bible.104.35.17.12,285513,285541,ref-sifre-n.160.3.60,ref-sifre-n.160.3.65,334936,334963,ref-bible.0104.35.17.7,ref-bible.0104.35.17.12,הכהו וימת רוצח הוא מות יומת ,הכהו וימת רצח הוא מות יומת ,6,6,808,808.0,1219,1218.0,0.0357142857142857,0.0,5,הכהו וימת הוא מות יומת,5090001005,6,6
ref-sifre-n.160.3.60-ref-sifre-n.160.3.65,ref-bible.0104.35.18.8-ref-bible.104.35.18.13,285513,285541,ref-sifre-n.160.3.60,ref-sifre-n.160.3.65,334997,335024,ref-bible.0104.35.18.8,ref-bible.0104.35.18.13,הכהו וימת רוצח הוא מות יומת ,הכהו וימת רצח הוא מות יומת ,6,6,815,815.0,1220,1218.0,0.0357142857142857,0.0,5,הכהו וימת הוא מות יומת,5090001006,6,6
ref-sifre-n.160.3.60-ref-sifre-n.160.3.76,ref-bible.0104.35.21.1-ref-bible.104.35.22.1,285513,285593,ref-sifre-n.160.3.60,ref-sifre-n.160.3.76,335125,335212,ref-bible.0104.35.21.1,ref-bible.0104.35.22.1,הכהו וימת רוצח הוא מות יומת הרוצח ללמדך שאין עונשים מן הדין או מה אבן מלא יד ,או באיבה הכהו בידו וימת מות יומת המכה רצח הוא גאל הדם ימית את הרצח בפגעו בו ואם ,17,18,825,825.0,1221,1218.0,0.7,0.7222222222222222,4,הכהו וימת מות יומת,5090001007,17,18
ref-sifre-n.160.3.114-ref-sifre-n.160.3.141,ref-bible.0102.21.14.11-ref-bible.0102.21.18.4,285783,285920,ref-sifre-n.160.3.114,ref-sifre-n.160.3.141,147079,147198,ref-bible.0102.21.14.11,ref-bible.0102.21.18.4,למות ומכה אביו ואמו מות יומת וגנב איש ומכרו ונמצא בידו מות יומת ומקלל אביו ואמו מות יומת וכי יריבן אנשים והכה,למות ומכה אביו ואמו מות יומת וגנב איש ומכרו ונמצא בידו מות יומת ומקלל אביו ואמו מות יומת וכי יריבן אנשים והכה,22,22,72,72.0,1228,1228.0,0.0,0.0,22,למות ומכה אביו ואמו מות יומת וגנב איש ומכרו ונמצא בידו מות יומת ומקלל אביו ואמו מות יומת וכי יריבן אנשים והכה,5090001008,22,22
