,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-mek,dam-lev,jac,id
2364,3024,ref-b.5.4.3.26b.10.12-ref-b.5.4.3.26b.11.7,ref-mek.8.1.5.95-ref-mek.8.1.5.105,8007849,8007896,1125841,1125849,ref-b.5.4.3.26b.10.12,ref-b.5.4.3.26b.11.7,359999,360056,58371,58380,ref-mek.8.1.5.95,ref-mek.8.1.5.105,תעשה לצאנך מלאתך ודמעך לא תאחר כן תעשה לשורך ,שעשה עשוי תלמוד לומר מלאתך ודמעך לא תאחר כן תעשה לשורך ,8,9,3141.0,3024.0,0.2727272727272727,0.4545454545454546,3050002365
2365,3025,ref-b.3.3.4.43a.7.11-ref-b.3.3.4.43a.7.23,ref-mek.8.1.5.131-ref-mek.8.1.5.147,3695016,3695082,509198,509210,ref-b.3.3.4.43a.7.11,ref-b.3.3.4.43a.7.23,360189,360269,58391,58406,ref-mek.8.1.5.131,ref-mek.8.1.5.147,מה מתנה עד דאתיא מרשות נותן לרשות מקבל אף הפקר עד דאתיא לרשות ,מה בכור אדם אתה רשאי ליתן פדיונו לכל כהן בכל מקום שירצה אף בכור בהמה אתה רשאי ,12,15,1326.0,3025.0,0.6538461538461539,0.8125,3050002366
2366,3026,ref-b.5.4.9.53a.3.16-ref-b.5.4.9.53a.3.23,ref-mek.8.1.5.152-ref-mek.8.1.5.161,8091261,8091315,1137892,1137899,ref-b.5.4.9.53a.3.16,ref-b.5.4.9.53a.3.23,360291,360350,58423,58430,ref-mek.8.1.5.152,ref-mek.8.1.5.161,"לארץ ויקריבנו ת""ל והבאתם שמה עולותיכם וזבחיכם ואת ",שתרצה לפי שהוא אומר והבאתם שמה עולותיכם וזבחיכם שומע אני ,7,7,3149.0,3026.0,0.38596491228070173,0.7142857142857143,3050002367
2367,3027,ref-b.5.4.1.4b.5.8-ref-b.5.4.1.4b.5.17,ref-mek.8.1.5.169-ref-mek.8.1.5.183,7933350,7933401,1115270,1115279,ref-b.5.4.1.4b.5.8,ref-b.5.4.1.4b.5.17,360393,360471,58394,58408,ref-mek.8.1.5.169,ref-mek.8.1.5.183,בכור האדם ואת בכור הבהמה הטמאה תפדה מה בכור אדם ,באדם ובבהמה הקיש בכור בהמה לבכור אדם ובכור אדם לבכור בהמה מה בכור אדם אתה ,9,14,3118.0,3027.0,0.5945945945945946,0.7,3050002368
2368,3028,ref-b.5.4.1.4a.6.12-ref-b.5.4.1.4a.6.24,ref-mek.8.1.5.172-ref-mek.8.1.5.183,7932328,7932400,1115242,1115254,ref-b.5.4.1.4a.6.12,ref-b.5.4.1.4a.6.24,360412,360471,58440,58451,ref-mek.8.1.5.172,ref-mek.8.1.5.183,בכור האדם ואת בכור הבהמה הטמאה תפדה כל שישנו בבכור אדם ישנו בבכור ,בכור בהמה לבכור אדם ובכור אדם לבכור בהמה מה בכור אדם אתה ,12,11,3115.0,3027.0,0.6515151515151515,0.6363636363636364,3050002369
2369,3029,ref-b.4.4.7.58a.10.13-ref-b.4.4.7.58a.11.5,ref-mek.8.1.6.14-ref-mek.8.1.6.39,6163331,6163399,857784,858142,ref-b.4.4.7.58a.10.13,ref-b.4.4.7.58a.11.5,360586,360692,58428,58479,ref-mek.8.1.6.14,ref-mek.8.1.6.39,דאמו מה אמו דלאו אישות אף אביו דלאו אישות אמו אחות אמו ואימא אמו דאמו מה אמו דלאו אישות אף אביו דלאו אישות אמו אחות אמו ואימא אמו,תחת אמו עם אמו אתה אומר תחת אמו עם אמו או אינו אלא תחת אמו כמשמעו תלמוד לומר יהיה עם אמו מה כאן עם אמו אף אמו אתה אומר תחת אמו עם אמו או אינו אלא תחת אמו כמשמעו תלמוד לומר יהיה עם אמו מה,129,186,2349.0,3029.0,0.5860215053763441,0.8666666666666667,3050002370
2370,3030,ref-b.2.1.5.55b.7.44-ref-b.2.1.5.55b.7.52,ref-mek.8.1.6.17-ref-mek.8.1.6.34,541103,541141,75560,75568,ref-b.2.1.5.55b.7.44,ref-b.2.1.5.55b.7.52,360597,360675,58567,58580,ref-mek.8.1.6.17,ref-mek.8.1.6.34,אמו תבע אמר אם אחות אמי היתה צרה לאמי ,אמו אתה אומר תחת אמו עם אמו או אינו אלא תחת אמו כמשמעו תלמוד לומר יהיה עם אמו ,8,13,251.0,3029.0,0.6538461538461539,0.75,3050002371
2371,3032,ref-b.4.4.7.58a.10.9-ref-b.4.4.7.58a.11.5,ref-mek.8.1.6.55-ref-mek.8.1.6.77,6163310,6163399,858126,858142,ref-b.4.4.7.58a.10.9,ref-b.4.4.7.58a.11.5,360755,360850,58491,58507,ref-mek.8.1.6.55,ref-mek.8.1.6.77,אימא לאחר מיתה דומיא דאמו מה אמו דלאו אישות אף אביו דלאו אישות אמו אחות אמו ואימא אמו ,אמו אתה אומר תחת אמו אחר אמו או אינו אלא תחת אמו ממש הרי אתה דן נאמר כאן אמו ונאמר להלן אמו מה ,16,16,2349.0,3032.0,0.6210526315789474,0.8333333333333334,3050002372
2372,3033,ref-b.4.4.7.67a.20.18-ref-b.4.4.7.67a.21.11,ref-mek.8.1.6.57-ref-mek.8.1.6.82,6198301,6198381,862958,863317,ref-b.4.4.7.67a.20.18,ref-b.4.4.7.67a.21.11,360763,360872,58463,58512,ref-mek.8.1.6.57,ref-mek.8.1.6.82,מה להלן בסייף אף כאן בסייף ר' עקיבא אומר נאמר כאן מכשפה לא תחיה ונאמר להלן אם בהמה אם מה להלן בסייף אף כאן בסייף ר' עקיבא אומר נאמר כאן,אומר תחת אמו אחר אמו או אינו אלא תחת אמו ממש הרי אתה דן נאמר כאן אמו ונאמר להלן אמו מה להלן בסמוך לו אף כאן ונאמר להלן אמו מה להלן בסמוך לו אף כאן,135,146,2399.0,3032.0,0.6575342465753424,0.6842105263157895,3050002373
2373,3034,ref-b.2.8.1.5b.3.4-ref-b.2.8.1.5b.3.15,ref-mek.8.1.6.74-ref-mek.8.1.6.82,2255306,2255356,310862,310873,ref-b.2.8.1.5b.3.4,ref-b.2.8.1.5b.3.15,360832,360872,58610,58618,ref-mek.8.1.6.74,ref-mek.8.1.6.82,ונאמר להלן אם נדר או נדבה מה להלן נדבה עמו אף כאן ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן ,11,8,835.0,3032.0,0.38,0.4444444444444444,3050002374
2374,3036,ref-b.5.4.9.57a.8.14-ref-b.5.4.9.57a.8.25,ref-mek.8.1.6.74-ref-mek.8.1.6.82,8102809,8102864,1139520,1139531,ref-b.5.4.9.57a.8.14,ref-b.5.4.9.57a.8.25,360832,360872,58517,58525,ref-mek.8.1.6.74,ref-mek.8.1.6.82,ונאמר להלן תחת אמו מה להלן פרט לכל השמות הללו אף כאן ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן ,11,8,3151.0,3032.0,0.32075471698113206,0.5454545454545454,3050002375
2375,3037,ref-b.2.5.4.45b.9.8-ref-b.2.5.4.45b.9.17,ref-mek.8.1.6.74-ref-mek.8.1.6.83,1814078,1814127,250174,250183,ref-b.2.5.4.45b.9.8,ref-b.2.5.4.45b.9.17,360832,360879,58610,58619,ref-mek.8.1.6.74,ref-mek.8.1.6.83,ונאמרה אש במחתה מה להלן בסמוך לו אף כאן בסמוך ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך ,9,9,655.0,3032.0,0.17391304347826086,0.375,3050002376
2376,3038,ref-b.1.1.6.35a.5.18-ref-b.1.1.6.35a.5.29,ref-mek.8.1.6.74-ref-mek.8.1.6.84,191620,191678,26800,26811,ref-b.1.1.6.35a.5.18,ref-b.1.1.6.35a.5.29,360832,360882,58610,58620,ref-mek.8.1.6.74,ref-mek.8.1.6.84,ונאמר להלן ותבואת הכרם מה להלן כרם אף כאן כרם אייתר ליה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו ,11,10,136.0,3032.0,0.5,0.6,3050002377
2377,3039,ref-b.3.5.2.16b.15.27-ref-b.3.5.2.16b.16.1,ref-mek.8.1.6.74-ref-mek.8.1.6.85,3966972,3967037,547783,547794,ref-b.3.5.2.16b.15.27,ref-b.3.5.2.16b.16.1,360832,360886,58504,58515,ref-mek.8.1.6.74,ref-mek.8.1.6.85,ונאמר להלן עפר מה להלן עפר על גבי מים אף כאן עפר על גבי מים ומה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו מהו ,11,11,1410.0,3032.0,0.46875,0.4444444444444444,3050002378
2378,3040,ref-b.4.3.8.120b.3.9-ref-b.4.3.8.120b.3.25,ref-mek.8.1.6.74-ref-mek.8.1.6.85,5797792,5797874,806181,806191,ref-b.4.3.8.120b.3.9,ref-b.4.3.8.120b.3.25,360832,360886,58504,58515,ref-mek.8.1.6.74,ref-mek.8.1.6.85,ונאמר להלן זה הדבר מה להלן אהרן ובניו וכל ישראל אף כאן אהרן ובניו וכל ישראל ומה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו מהו ,10,11,2142.0,3032.0,0.525,0.5833333333333333,3050002379
2379,3041,ref-b.4.4.8.75a.18.8-ref-b.4.4.8.75a.18.19,ref-mek.8.1.6.74-ref-mek.8.1.6.85,6229617,6229678,867961,867972,ref-b.4.4.8.75a.18.8,ref-b.4.4.8.75a.18.19,360832,360886,58504,58515,ref-mek.8.1.6.74,ref-mek.8.1.6.85,ונאמר להלן זמה מה להלן למטה כלמעלה אף כאן למטה כלמעלה ומה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו מהו ,11,11,2424.0,3032.0,0.3793103448275862,0.4444444444444444,3050002380
2380,3042,ref-b.5.1.12.105b.17.18-ref-b.5.1.12.105b.17.32,ref-mek.8.1.6.74-ref-mek.8.1.6.85,7095008,7095078,995531,995541,ref-b.5.1.12.105b.17.18,ref-b.5.1.12.105b.17.32,360832,360886,58517,58528,ref-mek.8.1.6.74,ref-mek.8.1.6.85,ונאמר להלן חוץ למחנה מה להלן חוץ לג' מחנות אף כאן חוץ לג' מחנות ומה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו מהו ,10,11,2860.0,3032.0,0.47058823529411764,0.5,3050002381
2381,3043,ref-b.5.2.7.74a.20.22-ref-b.5.2.7.74a.21.9,ref-mek.8.1.6.74-ref-mek.8.1.6.85,7369414,7369474,1035071,1035082,ref-b.5.2.7.74a.20.22,ref-b.5.2.7.74a.21.9,360832,360886,58517,58528,ref-mek.8.1.6.74,ref-mek.8.1.6.85,ונאמר להלן כליל מה להלן בכליל תקטר אף כאן בכליל תקטר ומה ,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו מהו ,11,11,2975.0,3032.0,0.38596491228070173,0.4444444444444444,3050002382
2382,3044,ref-b.5.2.4.51a.14.5-ref-b.5.2.4.51a.15.4,ref-mek.8.1.6.164-ref-mek.8.1.6.182,7298570,7298652,1025072,1025087,ref-b.5.2.4.51a.14.5,ref-b.5.2.4.51a.15.4,361280,361376,58602,58613,ref-mek.8.1.6.164,ref-mek.8.1.6.182,בשמן להוסיף לה שמן והדר תני נאמר כאן שמן ונאמר במנחת נדבה שמן אמר אביי מאן תנא ,השמיני תתנו לי אין לי אלא שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני ,15,11,2935.0,3044.0,0.6881720430107527,0.7647058823529411,3050002383
2383,3045,ref-b.5.2.4.51a.3.1-ref-b.5.2.4.51a.4.11,ref-mek.8.1.6.164-ref-mek.8.1.6.184,7297704,7297793,1024883,1024948,ref-b.5.2.4.51a.3.1,ref-b.5.2.4.51a.4.11,361280,361384,58559,58615,ref-mek.8.1.6.164,ref-mek.8.1.6.184,בשמן להוסיף לה שמן ואיני יודע כמה הריני דן נאמר כאן שמן ונאמר להלן במנחת נסכים שמן מה להלן בשמן להוסיף לה שמן ואיני יודע כמה הריני דן נאמר כאן שמן ונאמר להלן במנחת נסכים שמן מה,השמיני תתנו לי אין לי אלא שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן השמיני תתנו לי אין לי אלא שמיני משמיני ולהלן מנין הרי אתה דן נאמר,176,166,2933.0,3044.0,0.625,0.6470588235294117,3050002384
2384,3047,ref-b.2.8.1.4b.12.4-ref-b.2.8.1.4b.13.1,ref-mek.8.1.6.170-ref-mek.8.1.6.207,2254238,2254294,308582,310721,ref-b.2.8.1.4b.12.4,ref-b.2.8.1.4b.13.1,361307,361517,58563,58731,ref-mek.8.1.6.170,ref-mek.8.1.6.207,מה להלן שמונה אף כאן שמונה שמיני רגל בפני עצמו הוא אימור מה להלן שמונה אף כאן שמונה שמיני רגל בפני,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני כאן ביום השמיני שמיני אף להלן ביום השמיני וביום השמיני,98,250,832.0,3044.0,0.68,0.7058823529411764,3050002385
2385,3048,ref-b.5.2.1.2b.12.20-ref-b.5.2.1.2b.13.4,ref-mek.8.1.6.170-ref-mek.8.1.6.192,7140518,7140547,1002157,1002162,ref-b.5.2.1.2b.12.20,ref-b.5.2.1.2b.13.4,361307,361428,58563,58580,ref-mek.8.1.6.170,ref-mek.8.1.6.192,לשמה כשירה וכאשם מה אשם כשר ,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר ,5,17,2894.0,3044.0,0.8135593220338984,1.0,3050002386
2386,3049,ref-b.3.5.7.38a.9.25-ref-b.3.5.7.38a.10.20,ref-mek.8.1.6.170-ref-mek.8.1.6.209,4028789,4028883,556586,556753,ref-b.3.5.7.38a.9.25,ref-b.3.5.7.38a.10.20,361307,361525,58563,58627,ref-mek.8.1.6.170,ref-mek.8.1.6.209,לי יכול אף בגבולין כן נאמר כאן ושמו את שמי ונאמר להלן לשום את שמו שם מה להלן בית הבחירה אף כאן ושמו את שמי שמי המיוחד לי יכול אף בגבולין כן נאמר כאן ושמו את שמי ונאמר להלן לשום את שמו שם מה להלן,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ביום השמיני שמיני אף להלן ביום השמיני וביום השמיני תתנו לי להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ביום השמיני שמיני אף להלן ביום השמיני וביום השמיני תתנו לי,194,338,1515.0,3044.0,0.6538461538461539,0.7,3050002387
2387,3050,ref-b.5.2.13.109b.16.30-ref-b.5.2.13.109b.16.46,ref-mek.8.1.6.171-ref-mek.8.1.6.187,7483074,7483165,1051172,1051184,ref-b.5.2.13.109b.16.30,ref-b.5.2.13.109b.16.46,361313,361400,58607,58618,ref-mek.8.1.6.171,ref-mek.8.1.6.187,הלך לאלכסנדריא של מצרים ובנה שם מזבח והעלה עליו לשם שמים שנאמר ביום ההוא יהיה מזבח לה' ,משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ,12,11,3029.0,3044.0,0.7931034482758621,1.0,3050002388
2388,3051,ref-b.5.4.1.12a.2.15-ref-b.5.4.1.12a.2.29,ref-mek.8.1.6.172-ref-mek.8.1.6.194,7964405,7964476,1119709,1119850,ref-b.5.4.1.12a.2.15,ref-b.5.4.1.12a.2.29,361321,361437,58565,58625,ref-mek.8.1.6.172,ref-mek.8.1.6.194,ונאמר להלן שה מה להלן פרט לכל השמות הללו אף כאן פרט לכל השמות ונאמר להלן שה מה להלן פרט לכל השמות הללו אף כאן פרט לכל השמות הללו,ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני,128,190,3128.0,3044.0,0.6052631578947368,0.7647058823529411,3050002389
2389,3052,ref-b.5.4.9.57a.8.14-ref-b.5.4.9.57a.8.31,ref-mek.8.1.6.172-ref-mek.8.1.6.198,8102809,8102894,1139372,1139537,ref-b.5.4.9.57a.8.14,ref-b.5.4.9.57a.8.31,361321,361460,58565,58629,ref-mek.8.1.6.172,ref-mek.8.1.6.198,ונאמר להלן תחת אמו מה להלן פרט לכל השמות הללו אף כאן פרט לכל השמות הללו ומה כאן ונאמר להלן תחת אמו מה להלן פרט לכל השמות הללו אף כאן פרט לכל השמות הללו ומה כאן,ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן,159,232,3151.0,3044.0,0.5689655172413793,0.7777777777777778,3050002390
2390,3054,ref-b.3.5.9.46a.14.4-ref-b.3.5.9.46a.14.18,ref-mek.8.1.6.180-ref-mek.8.1.6.191,4060796,4060870,561207,561220,ref-b.3.5.9.46a.14.4,ref-b.3.5.9.46a.14.18,361359,361421,58598,58609,ref-mek.8.1.6.180,ref-mek.8.1.6.191,ונאמר להלן על מה להלן שאר עבודות אף כאן שאר עבודות וממקום שבאתה מה להלן ,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן ,13,11,1551.0,3044.0,0.5972222222222222,0.6666666666666667,3050002391
2391,3055,ref-b.5.1.1.13a.12.17-ref-b.5.1.1.13a.12.32,ref-mek.8.1.6.180-ref-mek.8.1.6.191,6849153,6849233,960407,960417,ref-b.5.1.1.13a.12.17,ref-b.5.1.1.13a.12.32,361359,361421,58611,58622,ref-mek.8.1.6.180,ref-mek.8.1.6.191,ונאמר להלן אלה שמות בני אהרן הכהנים המשוחים מה להלן בכהן כשר ובכלי שרת אף כאן ,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן ,10,11,2782.0,3044.0,0.5641025641025641,0.7333333333333334,3050002392
2392,3056,ref-b.5.1.4.43b.8.13-ref-b.5.1.4.43b.8.24,ref-mek.8.1.6.180-ref-mek.8.1.6.191,6932918,6932978,972039,972047,ref-b.5.1.4.43b.8.13,ref-b.5.1.4.43b.8.24,361359,361421,58611,58622,ref-mek.8.1.6.180,ref-mek.8.1.6.191,ונאמר להלן טומאתו בו מה להלן בטומאת הגוף הכתוב מדבר אף כאן ,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן ,8,11,2797.0,3044.0,0.5409836065573771,0.6363636363636364,3050002393
2393,3059,ref-b.3.2.3.38a.10.21-ref-b.3.2.3.38a.10.36,ref-mek.8.1.6.180-ref-mek.8.1.6.198,3367195,3367269,463556,463569,ref-b.3.2.3.38a.10.21,ref-b.3.2.3.38a.10.36,361359,361460,58568,58586,ref-mek.8.1.6.180,ref-mek.8.1.6.198,ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ,13,18,1231.0,3044.0,0.6020408163265306,0.6923076923076923,3050002394
2394,3060,ref-b.5.2.4.51b.14.21-ref-b.5.2.4.51b.15.17,ref-mek.8.1.6.180-ref-mek.8.1.6.198,7300373,7300468,1025301,1025316,ref-b.5.2.4.51b.14.21,ref-b.5.2.4.51b.15.17,361359,361460,58568,58586,ref-mek.8.1.6.180,ref-mek.8.1.6.198,ונאמר להלן כליל מה כאן בכליל תקטר אף להלן בכליל תקטר ומה להלן ליתן לא תעשה על אכילתו אף כאן ,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ,15,18,2936.0,3044.0,0.6122448979591837,0.75,3050002395
