,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-mek,dam-lev,jac,id
1047,1349,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,ref-mek.7.17.3.34-ref-mek.7.17.3.44,3323464,3323537,500689,500703,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,350693,350748,56861,56871,ref-mek.7.17.3.34,ref-mek.7.17.3.44,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,14,10,1416.0,1340.0,0.4027777777777778,0.5454545454545454,4050001048
1048,1350,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,ref-mek.7.17.3.34-ref-mek.7.17.3.44,3368298,3368369,507438,507448,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,350693,350748,56861,56871,ref-mek.7.17.3.34,ref-mek.7.17.3.44,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,10,10,1459.0,1340.0,0.4507042253521127,0.5,4050001049
1049,1351,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.85,ref-mek.7.17.3.34-ref-mek.7.17.3.52,1930736,1930902,288522,288555,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.85,350693,350795,56861,56874,ref-mek.7.17.3.34,ref-mek.7.17.3.52,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא",נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן בסקילה עונש שמענו,34,14,670.0,1340.0,0.7261146496815286,0.75,4050001050
1050,1353,ref-y.2.1.7.2.7.162-ref-y.2.1.7.2.7.167,ref-mek.7.17.4.1-ref-mek.7.17.4.16,994141,994174,148876,148881,ref-y.2.1.7.2.7.162,ref-y.2.1.7.2.7.167,351054,351139,56915,56923,ref-mek.7.17.4.1,ref-mek.7.17.4.16,תשתחוה לאל אחר זובח לאלהים יחרם,זובח לאלהים יחרם עונש שמענו אזהרה לא שמענו תלמוד,6,9,313.0,1353.0,0.75,0.6666666666666667,4050001051
1051,1355,ref-y.1.11.3.3.15.34-ref-y.1.11.3.3.15.42,ref-mek.7.18.1.65-ref-mek.7.18.1.78,880603,880643,132131,132139,ref-y.1.11.3.3.15.34,ref-y.1.11.3.3.15.42,352173,352238,57096,57107,ref-mek.7.18.1.65,ref-mek.7.18.1.78,יגור אתכם גר בארצכם לא תונו אותו מה הגר,וגר לא תונה וגר לא תלחץ ואהבתם את הגר ואתם ידעתם את,9,12,282.0,1355.0,0.6666666666666666,0.6666666666666667,4050001052
1052,1357,ref-y.1.5.5.4.5.110-ref-y.1.5.5.4.5.117,ref-mek.7.18.1.147-ref-mek.7.18.1.156,476600,476637,73166,73173,ref-y.1.5.5.4.5.110,ref-y.1.5.5.4.5.117,352601,352657,57162,57171,ref-mek.7.18.1.147,ref-mek.7.18.1.156,ישראל אומרי' להן ברכנו אתכם בשם ה' לא ,שם ה' ולהיות לו לעבדים נקראו ישראל משרתים שנאמר ואתם ,7,9,206.0,1357.0,0.7169811320754716,0.7692307692307692,4050001053
1053,1358,ref-y.3.5.9.11.4.19-ref-y.3.5.9.11.4.25,ref-mek.7.18.1.220-ref-mek.7.18.1.226,2354088,2354120,352493,352499,ref-y.3.5.9.11.4.19,ref-y.3.5.9.11.4.25,353049,353081,57234,57240,ref-mek.7.18.1.220,ref-mek.7.18.1.226,הנה לא ינום ולא יישן שומר ישראל ,הנה לא ינום ולא יישן שומר ישראל ,6,6,870.0,1358.0,0.0,0.0,4050001054
1054,1359,ref-y.3.5.1.10.5.108-ref-y.3.5.1.10.5.114,ref-mek.7.18.3.128-ref-mek.7.18.3.134,2265612,2265649,338893,338899,ref-y.3.5.1.10.5.108,ref-y.3.5.1.10.5.114,354780,354814,57528,57534,ref-mek.7.18.3.128,ref-mek.7.18.3.134,יבוא שלום ינוחו על משכבותם הולך נכוחו ,יבא שלום ינוחו על משכבם הולך נכוחו ,6,6,807.0,1359.0,0.07894736842105263,0.25,4050001055
1055,1360,ref-y.3.5.1.7.4.88-ref-y.3.5.1.7.4.102,ref-mek.7.18.3.204-ref-mek.7.18.3.216,2258466,2258551,337728,337742,ref-y.3.5.1.7.4.88,ref-y.3.5.1.7.4.102,355153,355220,57590,57602,ref-mek.7.18.3.204,ref-mek.7.18.3.216,מה אם מידת הפורענות מעוטה אבר אחד לוקה ושאר כל האיברים מרגישין מידת הטובה המרובה ,ומה אם מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים ,14,12,793.0,1360.0,0.4444444444444444,0.7222222222222222,4050001056
1056,1361,ref-y.3.5.3.4.3.23-ref-y.3.5.3.4.3.33,ref-mek.7.18.3.204-ref-mek.7.18.3.216,2282397,2282454,341510,341519,ref-y.3.5.3.4.3.23,ref-y.3.5.3.4.3.33,355153,355220,57590,57602,ref-mek.7.18.3.204,ref-mek.7.18.3.216,מה אם מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה ,ומה אם מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים ,9,12,817.0,1360.0,0.46875,0.5384615384615384,4050001057
1057,1362,ref-y.3.7.4.1.5.195-ref-y.3.7.4.1.5.201,ref-mek.7.18.3.235-ref-mek.7.18.3.249,2934560,2934592,440049,440054,ref-y.3.7.4.1.5.195,ref-y.3.7.4.1.5.201,355309,355382,57614,57627,ref-mek.7.18.3.235,ref-mek.7.18.3.249,וחרה אף יי' בכם ועצר את,חרון אף מה להלן עצירת גשמים וגלות שנאמר וחרה אף ה' בכם ועצר את,6,14,1084.0,1362.0,0.6774193548387096,0.5,4050001058
1058,1363,ref-y.4.4.10.2.4.224-ref-y.4.4.10.2.4.230,ref-mek.7.18.3.235-ref-mek.7.18.3.249,3284048,3284080,494385,494390,ref-y.4.4.10.2.4.224,ref-y.4.4.10.2.4.230,355309,355382,57614,57627,ref-mek.7.18.3.235,ref-mek.7.18.3.249,וחרה אף יי' בכם ועצר את,חרון אף מה להלן עצירת גשמים וגלות שנאמר וחרה אף ה' בכם ועצר את,6,14,1392.0,1362.0,0.6774193548387096,0.5,4050001059
1059,1364,ref-y.1.5.6.1.1.42-ref-y.1.5.6.1.1.47,ref-mek.7.18.3.243-ref-mek.7.18.3.249,477089,477116,73252,73257,ref-y.1.5.6.1.1.42,ref-y.1.5.6.1.1.47,355351,355382,57622,57627,ref-mek.7.18.3.243,ref-mek.7.18.3.249,וחרה אף ה' בכם וגו' ושמתם ,וחרה אף ה' בכם ועצר את השמים ,5,5,207.0,1362.0,0.27586206896551724,0.5555555555555556,4050001060
1060,1367,ref-y.4.4.2.3.4.11-ref-y.4.4.2.3.4.17,ref-mek.7.18.3.289-ref-mek.7.18.3.295,3167987,3168026,476240,476246,ref-y.4.4.2.3.4.11,ref-y.4.4.2.3.4.17,355613,355651,57664,57670,ref-mek.7.18.3.289,ref-mek.7.18.3.295,ותהיינה צרורות עד יום מותן אלמנות חיות ,ותהיין צרורות עד יום מותן אלמנות חיות ,6,6,1214.0,1367.0,0.05128205128205128,0.1428571428571429,4050001061
1061,1368,ref-y.4.4.1.1.24.36-ref-y.4.4.1.1.24.44,ref-mek.7.18.3.338-ref-mek.7.18.3.346,3136797,3136850,471505,471513,ref-y.4.4.1.1.24.36,ref-y.4.4.1.1.24.44,355877,355927,57699,57707,ref-mek.7.18.3.338,ref-mek.7.18.3.346,משפט משפט אמורין בפרשה אמ' ומשפט שלום שפטו בשעריכם ,משפט אמת שפטו ואומר אמת ומשפט שלום שפטו בשעריכם ,8,8,1194.0,1368.0,0.29411764705882354,0.375,4050001062
1062,1369,ref-y.4.4.1.1.23.8-ref-y.4.4.1.1.23.32,ref-mek.7.18.3.338-ref-mek.7.18.3.347,3136494,3136606,471448,471469,ref-y.4.4.1.1.23.8,ref-y.4.4.1.1.23.32,355877,355934,57699,57708,ref-mek.7.18.3.338,ref-mek.7.18.3.347,שנאמר אמת ומשפט שלום כל מקום שיש אמת אין משפט שלום יש שלום אין משפט אמת ואי זהו אמת שיש בו משפט שלום הוי אומר ,משפט אמת שפטו ואומר אמת ומשפט שלום שפטו בשעריכם ואומר ,21,9,1193.0,1368.0,0.6272727272727273,0.5833333333333333,4050001063
1063,1370,ref-y.2.9.4.2.14.142-ref-y.2.9.4.2.14.146,ref-mek.7.18.3.342-ref-mek.7.18.3.346,1808383,1808412,269831,269835,ref-y.2.9.4.2.14.142,ref-y.2.9.4.2.14.146,355898,355927,57703,57707,ref-mek.7.18.3.342,ref-mek.7.18.3.346,אמת ומשפט שלום שפטו בשעריכם ,אמת ומשפט שלום שפטו בשעריכם ,4,4,612.0,1368.0,0.0,0.0,4050001064
1064,1371,ref-y.3.7.1.7.2.39-ref-y.3.7.1.7.2.49,ref-mek.7.18.3.379-ref-mek.7.18.3.389,2869573,2869629,430090,430099,ref-y.3.7.1.7.2.39,ref-y.3.7.1.7.2.49,356090,356150,57731,57740,ref-mek.7.18.3.379,ref-mek.7.18.3.389,למדתם אותם את בניכם לדבר בם בשנים למען ירבו ימיכם וימי ,ולמדתם אותם את בניכם ואומר למען ירבו ימיכם ואומר כי כימי ,9,9,1051.0,1371.0,0.40350877192982454,0.41666666666666663,4050001065
1065,1372,ref-y.1.1.1.5.2.105-ref-y.1.1.1.5.2.110,ref-mek.7.18.3.384-ref-mek.7.18.3.392,21712,21742,3399,3404,ref-y.1.1.1.5.2.105,ref-y.1.1.1.5.2.110,356119,356163,57735,57743,ref-mek.7.18.3.384,ref-mek.7.18.3.392,למען ירבו ימיכם וימי בניכם לא ,למען ירבו ימיכם ואומר כי כימי העץ ימי עמי ,5,8,38.0,1371.0,0.42857142857142855,0.5,4050001066
1066,1373,ref-y.1.1.1.6.10.19-ref-y.1.1.1.6.10.27,ref-mek.7.18.3.437-ref-mek.7.18.3.448,30587,30620,4871,4879,ref-y.1.1.1.6.10.19,ref-y.1.1.1.6.10.27,356412,356467,57788,57799,ref-mek.7.18.3.437,ref-mek.7.18.3.448,נאם ה' לא יאמר עוד חי ה' אשר העלה ,נאם ה' ואומר ואני זאת בריתי אותם אמר ה' רוחי אשר עליך ,8,11,50.0,1373.0,0.5370370370370371,0.6923076923076923,4050001067
1067,1374,ref-y.1.2.1.1.19.61-ref-y.1.2.1.1.19.71,ref-mek.7.18.3.444-ref-mek.7.18.3.461,207757,207814,32618,32628,ref-y.1.2.1.1.19.61,ref-y.1.2.1.1.19.71,356447,356537,57795,57808,ref-mek.7.18.3.444,ref-mek.7.18.3.461,אומ' וחסד ה' מעולם ועד עולם על יריאיו וצדקתו לבני בנים ,אמר ה' רוחי אשר עליך וגו' על אחת כמה וכמה שתאריכון ימים בעולם הזה ותראו לכם בנים ובני ,10,13,152.0,1373.0,0.6744186046511628,0.7619047619047619,4050001068
1068,1375,ref-y.4.2.5.1.2.6-ref-y.4.2.5.1.2.34,ref-mek.8.1.1.161-ref-mek.8.1.1.175,3045854,3046000,457416,457436,ref-y.4.2.5.1.2.6,ref-y.4.2.5.1.2.34,357357,357427,57933,57945,ref-mek.8.1.1.161,ref-mek.8.1.1.175,שהלוה בריבית לישראל אינו גובה לא את הקרן ולא את הריבית דכרי רבי מאיר וחכמים אומרי' גובה את הקרן ולא את הריבית כתיב את כספך לא תתן לו כנשך ,כספך לא תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר ,20,12,1167.0,1375.0,0.7318840579710145,0.6190476190476191,4050001069
1069,1376,ref-y.3.2.4.2.1.28-ref-y.3.2.4.2.1.45,ref-mek.8.1.1.163-ref-mek.8.1.1.175,2415014,2415107,361544,361557,ref-y.3.2.4.2.1.28,ref-y.3.2.4.2.1.45,357365,357427,57935,57945,ref-mek.8.1.1.163,ref-mek.8.1.1.175,בנתינה ר' שמעון אומר במגבה הדבר תלוי ורבי אומר בעמידת בית דין הדבר תלוי ר' שמעון עבד לה ,תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר ,13,10,898.0,1375.0,0.7272727272727273,0.9047619047619048,4050001070
1070,1377,ref-y.4.2.5.1.2.49-ref-y.4.2.5.1.2.53,ref-mek.8.1.1.183-ref-mek.8.1.1.187,3046079,3046102,457448,457452,ref-y.4.2.5.1.2.49,ref-y.4.2.5.1.2.53,357466,357489,57951,57955,ref-mek.8.1.1.183,ref-mek.8.1.1.187,אל תקח מאתו נשך ותרבית ,אל תקח מאתו נשך ותרבית ,4,4,1168.0,1377.0,0.0,0.0,4050001071
1071,1378,ref-y.4.2.9.12.3.59-ref-y.4.2.9.12.3.65,ref-mek.8.1.2.50-ref-mek.8.1.2.56,3070940,3070973,461380,461385,ref-y.4.2.9.12.3.59,ref-y.4.2.9.12.3.65,358142,358173,58060,58065,ref-mek.8.1.2.50,ref-mek.8.1.2.56,השב תשיב לו את העבוט כבוא השמש ,השב תשב לו את העבוט כבא השמש ,5,5,1177.0,1378.0,0.06451612903225806,0.0,4050001072
1072,1379,ref-y.4.2.9.12.3.31-ref-y.4.2.9.12.3.46,ref-mek.8.1.2.52-ref-mek.8.1.2.66,3070791,3070877,461354,461367,ref-y.4.2.9.12.3.31,ref-y.4.2.9.12.3.46,358150,358235,58062,58075,ref-mek.8.1.2.52,ref-mek.8.1.2.66,ביום חובלן בלילה ומחזירן ביום אמר רבי לא זימנין דתיפתר ההן קרא לא תבוא עליו השמש ,לו את העבוט כבא השמש מכאן אמרו ממשכנים כסות יום בלילה וכסות לילה ביום ומחזירין ,13,13,1176.0,1378.0,0.8024691358024691,0.8181818181818181,4050001073
1073,1380,ref-y.2.5.1.1.12.67-ref-y.2.5.1.1.12.87,ref-mek.8.1.2.58-ref-mek.8.1.2.72,1389523,1389634,206441,206459,ref-y.2.5.1.1.12.67,ref-y.2.5.1.1.12.87,358179,358269,58067,58081,ref-mek.8.1.2.58,ref-mek.8.1.2.72,יום ללילה ולילה ליום והכא צרי' שימסור יום ללילה ו לילה ליום רבי חייה בר יוסה אמר מביון שמסר יום ללילה ,אמרו ממשכנים כסות יום בלילה וכסות לילה ביום ומחזירין כסות יום ביום וכסות לילה בלילה ,18,14,468.0,1378.0,0.5980392156862745,0.6666666666666667,4050001074
1074,1381,ref-y.4.2.9.12.3.3-ref-y.4.2.9.12.3.13,ref-mek.8.1.2.60-ref-mek.8.1.2.70,3070620,3070681,461326,461336,ref-y.4.2.9.12.3.3,ref-y.4.2.9.12.3.13,358192,358257,58069,58079,ref-mek.8.1.2.60,ref-mek.8.1.2.70,כסות יום בלילה וכסות לילה ביום מחזיר כסות יום ביום וכסות ,כסות יום בלילה וכסות לילה ביום ומחזירין כסות יום ביום וכסות ,10,10,1175.0,1378.0,0.05,0.2857142857142857,4050001075
1075,1382,ref-y.4.4.7.8.1.23-ref-y.4.4.7.8.1.35,ref-mek.8.1.4.9-ref-mek.8.1.4.34,3238249,3238320,487267,487278,ref-y.4.4.7.8.1.23,ref-y.4.4.7.8.1.35,358648,358780,58145,58158,ref-mek.8.1.4.9,ref-mek.8.1.4.34,ונוקב שם יי' מות יומת וכרםי ישמעאל דר' ישמעאל אמר בדיינים הכתוב מדבר ,ונוקב שם ה' מות יומת עונש שמענו אזהרה לא שמענו לכך נאמר אלהים לא תקלל מכל מקום דברי ר' ישמעאל ר' עקיבא אומר בדיינין הכתוב מדבר ,11,13,1308.0,1382.0,0.5275590551181102,0.5714285714285714,4050001076
1076,1383,ref-y.3.1.11.2.5.6-ref-y.3.1.11.2.5.36,ref-mek.8.1.6.49-ref-mek.8.1.6.65,2188903,2189060,327140,327159,ref-y.3.1.11.2.5.6,ref-y.3.1.11.2.5.36,360729,360799,58455,58469,ref-mek.8.1.6.49,ref-mek.8.1.6.65,מאם יוציא דברי רבי מאיר רבי יודה אומר אחותו מאם יוציא אחותו מאב יקיים אחות אמו יוציא אחות אביו יקיים,תחת אלא להדרש תחת אמו אחר אמו אתה אומר תחת אמו אחר אמו או אינו,20,15,760.0,1383.0,0.65,0.8823529411764706,4050001077
1077,1385,ref-y.4.4.7.13.1.37-ref-y.4.4.7.13.1.52,ref-mek.8.1.6.57-ref-mek.8.1.6.82,3249422,3249494,488937,488951,ref-y.4.4.7.13.1.37,ref-y.4.4.7.13.1.52,360763,360872,58463,58482,ref-mek.8.1.6.57,ref-mek.8.1.6.82,ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף,אומר תחת אמו אחר אמו או אינו אלא תחת אמו ממש הרי אתה דן נאמר כאן אמו ונאמר להלן אמו,15,20,1321.0,1383.0,0.6265060240963856,0.8235294117647058,4050001078
1078,1387,ref-y.3.7.4.1.3.2-ref-y.3.7.4.1.3.14,ref-mek.8.1.6.170-ref-mek.8.1.6.188,2932798,2932864,439751,439762,ref-y.3.7.4.1.3.2,ref-y.3.7.4.1.3.14,361307,361409,58563,58576,ref-mek.8.1.6.170,ref-mek.8.1.6.188,בנות ברזיליי לשם שמים נתגיירו או שלא לשם שמים נתגירו אין תימר,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה,12,14,1082.0,1387.0,0.7101449275362319,0.9285714285714286,4050001079
1079,1388,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.103,ref-mek.8.1.6.170-ref-mek.8.1.6.207,2418731,2418790,362123,362135,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.103,361307,361517,58563,58595,ref-mek.8.1.6.170,ref-mek.8.1.6.207,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ביום השמיני וביום השמיני,13,33,906.0,1387.0,0.7209302325581395,0.7058823529411764,4050001080
1080,1390,ref-y.3.1.12.6.7.66-ref-y.3.1.12.6.7.77,ref-mek.8.1.6.179-ref-mek.8.1.6.197,2206426,2206483,329795,329806,ref-y.3.1.12.6.7.66,ref-y.3.1.12.6.7.77,361353,361456,58567,58585,ref-mek.8.1.6.179,ref-mek.8.1.6.197,ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה,12,19,764.0,1387.0,0.6767676767676768,0.6923076923076923,4050001081
1081,1391,ref-y.1.9.2.1.11.73-ref-y.1.9.2.1.11.90,ref-mek.8.1.6.179-ref-mek.8.1.6.195,779738,779828,117349,117366,ref-y.1.9.2.1.11.73,ref-y.1.9.2.1.11.90,361353,361446,58567,58583,ref-mek.8.1.6.179,ref-mek.8.1.6.195,ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן עשויה בשמן ושמן,שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני,18,17,248.0,1387.0,0.6222222222222222,0.5833333333333333,4050001082
1082,1396,ref-y.2.11.3.5.13.263-ref-y.2.11.3.5.13.273,ref-mek.8.1.6.197-ref-mek.8.1.6.205,2026997,2027047,303246,303255,ref-y.2.11.3.5.13.263,ref-y.2.11.3.5.13.273,361454,361502,58585,58593,ref-mek.8.1.6.197,ref-mek.8.1.6.205,מה ימי החג שמונה אף ימי האבל שמונה אמר ליה שמיני ,מה כאן ביום השמיני שמיני אף להלן ביום השמיני ,9,8,715.0,1387.0,0.5918367346938775,0.625,4050001083
1083,1397,ref-y.1.4.8.1.2.8-ref-y.1.4.8.1.2.20,ref-mek.8.2.1.32-ref-mek.8.2.1.40,427277,427339,65730,65742,ref-y.1.4.8.1.2.8,ref-y.1.4.8.1.2.20,361697,361746,58626,58634,ref-mek.8.2.1.32,ref-mek.8.2.1.40,תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,קדושה ונאמר להלן קדושה מה להלן אסורין באכילה אף ,12,8,183.0,1397.0,0.4166666666666667,0.6,4050001084
1084,1398,ref-y.1.4.8.1.2.32-ref-y.1.4.8.1.2.48,ref-mek.8.2.1.32-ref-mek.8.2.1.43,427392,427474,65752,65767,ref-y.1.4.8.1.2.32,ref-y.1.4.8.1.2.48,361697,361760,58626,58637,ref-mek.8.2.1.32,ref-mek.8.2.1.43,תקדש ונאמר להלן ולא יהיה קדש מבני ישר' מה קדש שנ' להלן אסור בהנייה אף כאן אסור ,קדושה ונאמר להלן קדושה מה להלן אסורין באכילה אף כאן תהא אסורה ,15,11,189.0,1397.0,0.5063291139240507,0.5384615384615384,4050001085
1085,1399,ref-y.2.12.1.3.1.63-ref-y.2.12.1.3.1.85,ref-mek.8.2.1.33-ref-mek.8.2.1.44,1930791,1930902,288533,288555,ref-y.2.12.1.3.1.63,ref-y.2.12.1.3.1.85,361703,361768,58627,58638,ref-mek.8.2.1.33,ref-mek.8.2.1.44,"להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם ",ונאמר להלן קדושה מה להלן אסורין באכילה אף כאן תהא אסורה באכילה ,22,11,670.0,1397.0,0.7155963302752294,0.75,4050001086
1086,1400,ref-y.4.8.5.12.6.5-ref-y.4.8.5.12.7.1,ref-mek.8.2.1.36-ref-mek.8.2.1.45,3502790,3502852,527745,527755,ref-y.4.8.5.12.6.5,ref-y.4.8.5.12.7.1,361721,361774,58630,58639,ref-mek.8.2.1.36,ref-mek.8.2.1.45,מה להלן קוברו ואסור בהנייה אף כאן קוברו ואסור בחנייה ובשר ,מה להלן אסורין באכילה אף כאן תהא אסורה באכילה ובשר ,10,9,1521.0,1397.0,0.3793103448275862,0.4444444444444444,4050001087
1087,1401,ref-y.2.1.2.5.4.93-ref-y.2.1.2.5.4.108,ref-mek.8.2.1.61-ref-mek.8.2.1.75,930285,930356,139462,139477,ref-y.2.1.2.5.4.93,ref-y.2.1.2.5.4.108,361854,361915,58651,58665,ref-mek.8.2.1.61,ref-mek.8.2.1.75,מה מכה בהמה לא חלקתה בה בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,מה נבלה לא חלק לה בין בבית בין בשדה אף טרפה לא נחלוק בה בין,16,15,295.0,1401.0,0.6,0.9333333333333333,4050001088
1088,1402,ref-y.3.2.3.1.7.15-ref-y.3.2.3.1.7.30,ref-mek.8.2.1.61-ref-mek.8.2.1.75,2400442,2400513,359393,359408,ref-y.3.2.3.1.7.15,ref-y.3.2.3.1.7.30,361854,361915,58651,58665,ref-mek.8.2.1.61,ref-mek.8.2.1.75,מה מכה בהמה לא חלקתה בו בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,מה נבלה לא חלק לה בין בבית בין בשדה אף טרפה לא נחלוק בה בין,16,15,884.0,1401.0,0.6142857142857143,0.9333333333333333,4050001089
