baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.9.1.220-ref-mek.7.9.1.234,ref-b.4.10.2.7b.14.16-ref-b.4.10.2.7b.14.32,318427,318497,ref-mek.7.9.1.220,ref-mek.7.9.1.234,6778224,6778304,ref-b.4.10.2.7b.14.16,ref-b.4.10.2.7b.14.32,עינו ר' אליעזר אומר נאמר כאן שילוח ונאמר להלן שילוח מה להלן גט אף כאן ,מעיני ונאמר להלן מעיני מה להלן אין חייבין אלא על העלם דבר עם שגגת מעשה אף כאן ,15,12,2767,2760.0,2465,2464.0,0.7051282051282052,0.4444444444444444,6,ונאמר להלן מה להלן אף כאן,3080001967,15,17
ref-mek.7.9.1.227-ref-mek.7.9.1.239,ref-b.5.4.1.12a.2.15-ref-b.5.4.1.12a.2.27,318462,318518,ref-mek.7.9.1.227,ref-mek.7.9.1.239,7964405,7964464,ref-b.5.4.1.12a.2.15,ref-b.5.4.1.12a.2.27,ונאמר להלן שילוח מה להלן גט אף כאן גט אין לי אלא שיכול ,ונאמר להלן שה מה להלן פרט לכל השמות הללו אף כאן פרט לכל ,13,4,3133,3128.0,2466,2464.0,0.5357142857142857,0.6923076923076923,6,ונאמר להלן מה להלן אף כאן,3080001968,13,13
ref-mek.7.9.1.227-ref-mek.7.9.1.239,ref-b.5.4.9.57a.8.14-ref-b.5.4.9.57a.8.27,318462,318518,ref-mek.7.9.1.227,ref-mek.7.9.1.239,8102809,8102873,ref-b.5.4.9.57a.8.14,ref-b.5.4.9.57a.8.27,ונאמר להלן שילוח מה להלן גט אף כאן גט אין לי אלא שיכול ,ונאמר להלן תחת אמו מה להלן פרט לכל השמות הללו אף כאן פרט לכל ,13,1,3155,3151.0,2467,2464.0,0.5409836065573771,0.7142857142857143,6,ונאמר להלן מה להלן אף כאן,3080001969,13,14
ref-mek.7.9.1.227-ref-mek.7.9.1.239,ref-b.5.5.9.33b.22.8-ref-b.5.5.9.33b.23.1,318462,318518,ref-mek.7.9.1.227,ref-mek.7.9.1.239,8228412,8228474,ref-b.5.5.9.33b.22.8,ref-b.5.5.9.33b.23.1,ונאמר להלן שילוח מה להלן גט אף כאן גט אין לי אלא שיכול ,ונאמר להלן חומה מה להלן עובדי כוכבים אף כאן עובדי כוכבים יכול ,13,12,3215,3206.0,2468,2464.0,0.4838709677419355,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,3080001970,13,12
ref-mek.7.9.2.41-ref-mek.7.9.2.51,ref-b.4.1.7.74b.2.7-ref-b.4.1.7.74b.2.17,318975,319030,ref-mek.7.9.2.41,ref-mek.7.9.2.51,4918797,4918852,ref-b.4.1.7.74b.2.7,ref-b.4.1.7.74b.2.17,עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו ועינו,עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו ועינו,11,11,1909,1909.0,2469,2469.0,0.0,0.0,11,עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו ועינו,3080001971,11,11
ref-mek.7.10.1.37-ref-mek.7.10.1.48,ref-b.2.4.1.5b.7.3-ref-b.2.4.1.5b.7.23,319850,319907,ref-mek.7.10.1.37,ref-mek.7.10.1.48,1280464,1280571,ref-b.2.4.1.5b.7.3,ref-b.2.4.1.5b.7.23,כשור הריני דן נאמר כאן שור ונאמר להלן שור מה שור האמור ,שאור שאור לגזירה שוה נאמר שאור בבתים שאר לא ימצא בבתיכם ונאמר שאר בגבולין לא יראה לך שאר מה שאור האמור ,12,21,415,415.0,2471,2471.0,0.6019417475728155,0.7692307692307692,3,ונאמר מה האמור,3080001972,12,21
ref-mek.7.10.1.115-ref-mek.7.10.1.130,ref-b.3.2.3.38a.10.10-ref-b.3.2.3.38a.10.33,320243,320316,ref-mek.7.10.1.115,ref-mek.7.10.1.130,3367141,3367256,ref-b.3.2.3.38a.10.10,ref-b.3.2.3.38a.10.33,להקיש ולדון גזרה שווה נאמר כאן איש או אשה ונאמר להלן איש או אשה מה להלן ,להקיש לו ולדון הימנו גזירה שוה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן חמשים ומה להלן ,11,13,1237,1231.0,2472,2472.0,0.4601769911504424,0.6,6,להקיש ולדון ונאמר להלן מה להלן,3080001973,16,24
ref-mek.7.10.1.124-ref-mek.7.10.1.136,ref-b.5.2.7.74a.20.22-ref-b.5.2.7.74a.21.6,320286,320346,ref-mek.7.10.1.124,ref-mek.7.10.1.136,7369414,7369457,ref-b.5.2.7.74a.20.22,ref-b.5.2.7.74a.21.6,ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן ,ונאמר להלן כליל מה להלן בכליל תקטר אף כאן ,8,9,2975,2975.0,2473,2472.0,0.4482758620689655,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,3080001974,13,9
ref-mek.7.10.1.124-ref-mek.7.10.1.136,ref-b.5.4.1.12a.2.15-ref-b.5.4.1.12a.2.25,320286,320346,ref-mek.7.10.1.124,ref-mek.7.10.1.136,7964405,7964455,ref-b.5.4.1.12a.2.15,ref-b.5.4.1.12a.2.25,ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן ,ונאמר להלן שה מה להלן פרט לכל השמות הללו אף כאן ,8,11,3130,3128.0,2474,2472.0,0.3620689655172414,0.7142857142857143,6,ונאמר להלן מה להלן אף כאן,3080001975,13,11
ref-mek.7.10.1.124-ref-mek.7.10.1.136,ref-b.5.4.9.57a.8.14-ref-b.5.4.9.57a.8.25,320286,320346,ref-mek.7.10.1.124,ref-mek.7.10.1.136,8102809,8102864,ref-b.5.4.9.57a.8.14,ref-b.5.4.9.57a.8.25,ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן ,ונאמר להלן תחת אמו מה להלן פרט לכל השמות הללו אף כאן ,8,12,3151,3151.0,2475,2472.0,0.3793103448275862,0.7333333333333334,6,ונאמר להלן מה להלן אף כאן,3080001976,13,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.5.2.24a.5.21-ref-b.2.5.2.24a.5.31,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,1748679,1748736,ref-b.2.5.2.24a.5.21,ref-b.2.5.2.24a.5.31,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן והרים ונאמר להלן והרים מה להלן בקומצו אף כאן ,1,1,621,616.0,2483,2476.0,0.421875,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001977,14,11
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.5.3.37a.1.3-ref-b.2.5.3.37a.1.14,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,1783483,1783541,ref-b.2.5.3.37a.1.3,ref-b.2.5.3.37a.1.14,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן כפרה ונאמר להלן בחורב כפרה מה להלן באנא אף כאן ,1,1,632,632.0,2484,2484.0,0.484375,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001978,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.5.3.37a.1.18-ref-b.2.5.3.37a.1.29,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,1783561,1783619,ref-b.2.5.3.37a.1.18,ref-b.2.5.3.37a.1.29,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן כפרה ונאמרה בעגלה ערופה כפרה מה להלן בשם אף כאן ,1,1,642,642.0,2485,2484.0,0.546875,0.5833333333333333,6,נאמר כאן מה להלן אף כאן,3080001979,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.5.8.74b.11.5-ref-b.2.5.8.74b.11.16,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,1900556,1900612,ref-b.2.5.8.74b.11.5,ref-b.2.5.8.74b.11.16,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן ענוי ונאמר להלן ענוי מה להלן ענוי רעבון אף כאן ,1,1,688,684.0,2486,2476.0,0.375,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001980,14,12
ref-mek.7.10.1.198-ref-mek.7.10.1.206,ref-b.2.5.8.81a.15.35-ref-b.2.5.8.81a.15.44,320676,320723,ref-mek.7.10.1.198,ref-mek.7.10.1.206,1929401,1929458,ref-b.2.5.8.81a.15.35,ref-b.2.5.8.81a.15.44,מופנה להקיש ולדון גזרה שוה נאמר כאן יגח ונאמר ,מופנה להקיש ולדון ממנו גזרה שוה נאמר עונש בעינוי ונאמר ,1,5,719,716.0,2476,2476.0,0.2545454545454545,0.4166666666666666,7,מופנה להקיש ולדון גזרה שוה נאמר ונאמר,3080001981,9,10
ref-mek.7.10.1.198-ref-mek.7.10.1.206,ref-b.2.5.8.81a.17.23-ref-b.2.5.8.81a.17.32,320676,320723,ref-mek.7.10.1.198,ref-mek.7.10.1.206,1929716,1929774,ref-b.2.5.8.81a.17.23,ref-b.2.5.8.81a.17.32,מופנה להקיש ולדון גזרה שוה נאמר כאן יגח ונאמר ,מופנה להקיש ולדון ממנו גזירה שוה נאמר עונש בעינוי ונאמר ,1,4,724,721.0,2477,2476.0,0.2678571428571428,0.4166666666666666,6,מופנה להקיש ולדון שוה נאמר ונאמר,3080001982,9,10
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.6.4.43a.10.26-ref-b.2.6.4.43a.10.38,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,2075502,2075564,ref-b.2.6.4.43a.10.26,ref-b.2.6.4.43a.10.38,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן ימים ונאמר בלולב ימים מה להלן ימים ולא לילות אף כאן ,1,13,781,778.0,2487,2476.0,0.40625,0.5454545454545454,7,נאמר כאן ונאמר מה להלן אף כאן,3080001983,14,13
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.8.1.5b.3.1-ref-b.2.8.1.5b.3.15,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,2255293,2255356,ref-b.2.8.1.5b.3.1,ref-b.2.8.1.5b.3.15,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן נדר ונאמר להלן אם נדר או נדבה מה להלן נדבה עמו אף כאן ,1,1,840,835.0,2488,2476.0,0.484375,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001984,14,15
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.2.10.2.21a.8.20-ref-b.2.10.2.21a.8.36,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,2589988,2590075,ref-b.2.10.2.21a.8.20,ref-b.2.10.2.21a.8.36,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן בלילה הזה ונאמר להלן ועברתי בארץ מצרים בלילה הזה מה להלן עד חצות אף כאן ,1,1,999,995.0,2489,2476.0,0.5308641975308642,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001985,14,17
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.1.1.3b.7.16-ref-b.3.1.1.3b.8.6,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,2849037,2849093,ref-b.3.1.1.3b.7.16,ref-b.3.1.1.3b.8.6,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן עליה ונאמר להלן עליה מה להלן במקום מצוה אף כאן ,1,1,1104,1096.0,2490,2476.0,0.375,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001986,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.1.12.104a.12.17-ref-b.3.1.12.104a.12.27,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,3189613,3189661,ref-b.3.1.12.104a.12.17,ref-b.3.1.12.104a.12.27,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ,1,1,1189,1185.0,2491,2476.0,0.375,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001987,14,11
ref-mek.7.10.1.198-ref-mek.7.10.1.216,ref-b.3.2.3.38a.10.9-ref-b.3.2.3.38a.10.36,320676,320768,ref-mek.7.10.1.198,ref-mek.7.10.1.216,3367135,3367269,ref-b.3.2.3.38a.10.9,ref-b.3.2.3.38a.10.36,מופנה להקיש ולדון גזרה שוה נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,מופנה להקיש לו ולדון הימנו גזירה שוה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,6,9,1235,1231.0,2479,2476.0,0.4924242424242424,0.5789473684210527,9,מופנה להקיש ולדון ונאמר להלן מה להלן אף כאן,3080001988,19,28
ref-mek.7.10.1.198-ref-mek.7.10.1.206,ref-b.3.4.7.48a.3.10-ref-b.3.4.7.48a.3.19,320676,320723,ref-mek.7.10.1.198,ref-mek.7.10.1.206,3863639,3863696,ref-b.3.4.7.48a.3.10,ref-b.3.4.7.48a.3.19,מופנה להקיש ולדון גזרה שוה נאמר כאן יגח ונאמר ,מופנה להקיש ולדון הימנו גזירה שוה נאמר אמו בנזיר ונאמר ,1,10,1348,1345.0,2478,2476.0,0.2727272727272727,0.4166666666666666,6,מופנה להקיש ולדון שוה נאמר ונאמר,3080001989,9,10
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.5.6.31b.8.12-ref-b.3.5.6.31b.8.23,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,4004175,4004229,ref-b.3.5.6.31b.8.12,ref-b.3.5.6.31b.8.23,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן דבר ונאמר להלן דבר מה להלן בשני עדים אף כאן ,1,1,1459,1454.0,2492,2476.0,0.3125,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001990,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.5.7.38a.4.14-ref-b.3.5.7.38a.4.27,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,4028015,4028082,ref-b.3.5.7.38a.4.14,ref-b.3.5.7.38a.4.27,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן כה תברכו ונאמר להלן אלה יעמדו לברך מה להלן בעמידה אף כאן ,1,1,1511,1507.0,2493,2476.0,0.5303030303030303,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001991,14,14
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.5.7.38a.10.5-ref-b.3.5.7.38a.10.21,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,4028812,4028887,ref-b.3.5.7.38a.10.5,ref-b.3.5.7.38a.10.21,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן ושמו את שמי ונאמר להלן לשום את שמו שם מה להלן בית הבחירה אף כאן ,1,1,1523,1515.0,2494,2476.0,0.547945205479452,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001992,14,17
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.5.9.46a.14.1-ref-b.3.5.9.46a.14.17,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,4060784,4060865,ref-b.3.5.9.46a.14.1,ref-b.3.5.9.46a.14.17,נאמר כאן על ונאמר להלן על מה להלן שאר עבודות אף כאן שאר עבודות וממקום שבאתה מה,נאמר כאן על ונאמר להלן על מה להלן שאר עבודות אף כאן שאר עבודות וממקום שבאתה מה,1,1,1556,1556.0,2495,2495.0,0.0,0.0,17,נאמר כאן על ונאמר להלן על מה להלן שאר עבודות אף כאן שאר עבודות וממקום שבאתה מה,3080001993,17,17
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.3.7.1.15a.1.16-ref-b.3.7.1.15a.1.26,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,4429454,4429502,ref-b.3.7.1.15a.1.16,ref-b.3.7.1.15a.1.26,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ,1,1,1660,1655.0,2497,2476.0,0.375,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001994,14,11
ref-mek.7.10.1.201-ref-mek.7.10.1.216,ref-b.4.3.8.120b.3.2-ref-b.4.3.8.120b.3.20,320695,320768,ref-mek.7.10.1.201,ref-mek.7.10.1.216,5797758,5797848,ref-b.4.3.8.120b.3.2,ref-b.4.3.8.120b.3.20,גזרה שוה נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,גזרה שוה דתניא נאמר כאן זה הדבר ונאמר להלן זה הדבר מה להלן אהרן ובניו וכל ישראל אף כאן ,3,4,2143,2142.0,2482,2476.0,0.4137931034482758,0.5,10,גזרה שוה נאמר כאן ונאמר להלן מה להלן אף כאן,3080001995,16,19
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.4.6.42b.5.24-ref-b.4.4.6.42b.5.39,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6097647,6097732,ref-b.4.4.6.42b.5.24,ref-b.4.4.6.42b.5.39,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן מחוץ למחנה ונאמר בפרים הנשרפין חוץ למחנה מה להלן חוץ לשלש מחנות אף כאן ,1,16,2253,2250.0,2498,2476.0,0.5625,0.6153846153846154,7,נאמר כאן ונאמר מה להלן אף כאן,3080001996,14,16
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.4.7.50b.19.4-ref-b.4.4.7.50b.19.17,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6132421,6132484,ref-b.4.4.7.50b.19.4,ref-b.4.4.7.50b.19.17,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן ,1,1,2272,2268.0,2499,2476.0,0.40625,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001997,14,14
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.4.7.50b.21.6-ref-b.4.4.7.50b.21.19,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6132603,6132666,ref-b.4.4.7.50b.21.6,ref-b.4.4.7.50b.21.19,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן ,1,1,2279,2275.0,2500,2476.0,0.40625,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001998,14,14
ref-mek.7.10.1.203-ref-mek.7.10.1.217,ref-b.4.4.7.51b.14.12-ref-b.4.4.7.51b.15.1,320704,320772,ref-mek.7.10.1.203,ref-mek.7.10.1.217,6136429,6136513,ref-b.4.4.7.51b.14.12,ref-b.4.4.7.51b.15.1,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן עשה ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן זנות עם זיקת הבעל אל ,2,6,2293,2287.0,2509,2476.0,0.5238095238095238,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080001999,15,19
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.4.8.75a.17.5-ref-b.4.4.8.75a.17.16,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6229508,6229565,ref-b.4.4.8.75a.17.5,ref-b.4.4.8.75a.17.16,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן זמה ונאמר להלן זמה מה להלן זכרים כנקבות אף כאן ,1,1,2428,2428.0,2501,2501.0,0.359375,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080002000,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.4.8.75a.18.5-ref-b.4.4.8.75a.18.16,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6229604,6229660,ref-b.4.4.8.75a.18.5,ref-b.4.4.8.75a.18.16,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן זמה ונאמר להלן זמה מה להלן למטה כלמעלה אף כאן ,1,1,2439,2439.0,2502,2501.0,0.359375,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080002001,14,12
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-b.4.10.2.7b.14.14-ref-b.4.10.2.7b.14.32,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,6778215,6778304,ref-b.4.10.2.7b.14.14,ref-b.4.10.2.7b.14.32,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן מעיני ונאמר להלן מעיני מה להלן אין חייבין אלא על העלם דבר עם שגגת מעשה אף כאן ,1,1,2764,2760.0,2503,2476.0,0.4712643678160919,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3080002002,14,19
