baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.264.1.5-ref-sifre-d.264.1.23,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.2.1,252869,252961,ref-sifre-d.264.1.5,ref-sifre-d.264.1.23,1493692,1493805,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.2.1,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן נדר ונדבה ומה ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא מניסן מהו ,4,8,867,846.0,2090,2048.0,0.4954954954954955,0.6666666666666667,7,נאמר כאן ונאמר להלן מה להלן כאן,6070001642,19,23
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.17,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,1561422,1561488,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.17,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף ,1,1,909,891.0,2069,2048.0,0.3230769230769231,0.5,7,נאמר כאן ונאמר להלן מה להלן אף,6070001643,13,13
ref-sifre-d.264.1.11-ref-sifre-d.264.1.28,ref-y.2.6.1.1.5.29-ref-y.2.6.1.1.5.38,252898,252984,ref-sifre-d.264.1.11,ref-sifre-d.264.1.28,1578215,1578265,ref-y.2.6.1.1.5.29,ref-y.2.6.1.1.5.38,מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן נדר ונדבה ומה נדר האמור כאן לא תאחר ,מה דיבור שנאמר להלן רשות אחרת אף דיבור שנאמר כאן ,18,5,936,934.0,2093,2048.0,0.6172839506172839,0.75,4,מה להלן אף כאן,6070001644,18,10
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,1595673,1595797,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,5,959,943.0,2082,2048.0,0.5882352941176471,0.7222222222222222,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001645,16,24
ref-sifre-d.264.1.34-ref-sifre-d.264.4.6,ref-y.2.8.1.1.11.128-ref-y.2.8.1.1.12.6,253010,253136,ref-sifre-d.264.1.34,ref-sifre-d.264.4.6,1640845,1640907,ref-y.2.8.1.1.11.128,ref-y.2.8.1.1.12.6,לא תאחר לשלמו ולא את חליפיו כי דרוש ידרשנו אילו חטאות ואשמות,לא תאחר לשלמו ולא את חליפיו כי דרוש ידרשנו אילו חטאות ואשמות,12,12,986,986.0,2096,2096.0,0.0,0.0,12,לא תאחר לשלמו ולא את חליפיו כי דרוש ידרשנו אילו חטאות ואשמות,6070001646,12,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,2,1,1010,991.0,2058,2048.0,0.2448979591836734,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001647,10,10
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,2,1,1033,1017.0,2059,2048.0,0.2653061224489796,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001648,10,10
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,1836010,1836122,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,1,3,1121,1106.0,2083,2048.0,0.5370370370370371,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001649,16,22
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.124,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,1928666,1928726,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.124,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף ,1,1,1230,1215.0,2070,2048.0,0.3728813559322034,0.4444444444444444,7,נאמר כאן ונאמר להלן מה להלן אף,6070001650,13,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,1272,1272.0,2071,2071.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",6070001651,28,28
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,1,1351,1351.0,2084,2071.0,0.4639175257731959,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001652,16,20
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,2,1,1421,1421.0,2060,2060.0,0.4857142857142857,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070001653,10,14
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,1,2,1453,1453.0,2085,2060.0,0.5514018691588785,0.7333333333333334,7,כאן ונאמר להלן מה להלן אף כאן,6070001654,16,21
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.76,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,2206411,2206479,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.76,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף ,1,1,1605,1588.0,2073,2048.0,0.4776119402985074,0.5833333333333333,7,נאמר כאן ונאמר להלן מה להלן אף,6070001655,13,14
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,2267819,2267892,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר ,1,1,1674,1658.0,2074,2048.0,0.6527777777777778,0.5833333333333333,3,מה להלן אף,6070001656,13,15
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,1738,1720.0,2086,2048.0,0.40625,0.4444444444444444,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,6070001657,16,19
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.57,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,2327493,2327580,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.57,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,1,1,1787,1764.0,2075,2048.0,0.4878048780487805,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,6070001658,13,16
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.97,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,2327701,2327785,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.97,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,1,1,1817,1799.0,2076,2048.0,0.4556962025316455,0.6666666666666667,7,נאמר כאן ונאמר להלן מה להלן אף,6070001659,13,16
ref-sifre-d.264.1.2-ref-sifre-d.264.1.33,ref-y.3.3.1.1.1.110-ref-y.3.3.1.1.1.125,252856,253009,ref-sifre-d.264.1.2,ref-sifre-d.264.1.33,2526213,2526299,ref-y.3.3.1.1.1.110,ref-y.3.3.1.1.1.125,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר כאן,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר,11,15,1955,1952.0,2049,2049.0,0.0493827160493827,0.0,15,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר,6070001660,16,15
ref-sifre-d.264.1.2-ref-sifre-d.264.1.33,ref-y.3.3.1.1.1.133-ref-y.3.3.1.1.1.145,252856,253009,ref-sifre-d.264.1.2,ref-sifre-d.264.1.33,2526353,2526417,ref-y.3.3.1.1.1.133,ref-y.3.3.1.1.1.145,נדר נדר מה נדר שנאמר להלן כינוי שבועה כשבועה אף נדר שנאמר כאן,נדר נדר מה נדר שנאמר להלן כינוי שבועה כשבועה אף נדר שנאמר כאן,8,8,1964,1959.0,2050,2050.0,0.0,0.0,13,נדר נדר מה נדר שנאמר להלן כינוי שבועה כשבועה אף נדר שנאמר כאן,6070001661,13,13
ref-sifre-d.264.1.2-ref-sifre-d.264.1.34,ref-y.3.4.4.1.3.33-ref-y.3.4.4.1.3.47,252856,253012,ref-sifre-d.264.1.2,ref-sifre-d.264.1.34,2748141,2748210,ref-y.3.4.4.1.3.33,ref-y.3.4.4.1.3.47,נדר נדר מה נדר שנאמר להלן דבר שהנשמה תלויה בו אף נדר שנאמר באן דבר,נדר נדר מה נדר שנאמר להלן דבר שהנשמה תלויה בו אף נדר שנאמר באן דבר,15,15,2032,2031.0,2051,2051.0,0.0,0.0,13,נדר נדר מה נדר שנאמר_להלן_דבר שהנשמה תלויה בו אף נדר שנאמר באן דבר,6070001662,15,15
ref-sifre-d.263.4.9-ref-sifre-d.264.1.17,ref-y.3.4.9.1.1.22-ref-y.3.4.9.1.1.29,252842,252930,ref-sifre-d.263.4.9,ref-sifre-d.264.1.17,2810346,2810397,ref-y.3.4.9.1.1.22,ref-y.3.4.9.1.1.29,שתבא תירש כי תדור נדר לה' נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,להביא הגוים שנודרין נדרים ונדבות כישראל אמור אף ,7,8,2051,2051.0,2048,2048.0,0.7176470588235294,0.8823529411764706,1,אף,6070001663,19,8
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.139,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,2879134,2879195,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.139,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף ,1,1,2141,2120.0,2077,2048.0,0.3389830508474576,0.5,7,נאמר כאן ונאמר להלן מה להלן אף,6070001664,13,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,2,1,2236,2220.0,2061,2048.0,0.3620689655172414,0.5,6,נאמר כאן ונאמר להלן מה להלן,6070001665,10,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,2,1,2341,2326.0,2062,2048.0,0.4242424242424242,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001666,10,13
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,2,1,2365,2351.0,2063,2048.0,0.4477611940298507,0.75,5,נאמר ונאמר להלן מה להלן,6070001667,10,14
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.146,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,3157857,3157958,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.146,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף ,1,1,2399,2381.0,2078,2048.0,0.5757575757575758,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,6070001668,13,20
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,3211011,3211117,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,1,2,2477,2456.0,2087,2048.0,0.4368932038834951,0.7333333333333334,8,כאן להלן מה האמור להלן אף האמור כאן,6070001669,16,21
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,1,2524,2508.0,2088,2048.0,0.4803921568627451,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001670,16,20
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,3226750,3226838,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,1,1,2556,2539.0,2079,2048.0,0.5411764705882353,0.6428571428571428,7,נאמר כאן ונאמר להלן מה להלן אף,6070001671,13,17
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,2,1,2582,2564.0,2064,2048.0,0.4788732394366197,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001672,10,15
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.69,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,3323464,3323533,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.69,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף ,1,1,2740,2724.0,2080,2048.0,0.4411764705882353,0.5454545454545454,7,נאמר כאן ונאמר להלן מה להלן אף,6070001673,13,14
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,3336498,3336604,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,1,1,2790,2765.0,2089,2048.0,0.5,0.6923076923076923,7,נאמר כאן להלן מה להלן אף כאן,6070001674,16,20
