baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-t,dam-lev,jac,id
ref-t.4.3.5.12.19-ref-t.4.3.5.12.32,ref-y.3.7.2.1.10.107-ref-y.3.7.2.1.10.121,857495,857570,ref-t.4.3.5.12.19,ref-t.4.3.5.12.32,2893101,2893199,ref-y.3.7.2.1.10.107,ref-y.3.7.2.1.10.121,שתי פרוטות רבן שמעון בן גמליאל או' פרוטה שאמרו אחד משש פרוטות לאיסר שלשה ,שני סב קידושין ונפרטין ונפרטין כשלשה קרבנות כמא דהואיאמר תמן נכללין בקרבן אחד ונפרטין בשלשה ,14,15,8153,8153.0,7140,7137.0,0.717391304347826,0.9047619047619048,2070005039
ref-t.4.3.5.12.2-ref-t.4.3.5.12.7,ref-y.4.6.6.1.1.8-ref-y.4.6.6.1.1.25,857398,857422,ref-t.4.3.5.12.2,ref-t.4.3.5.12.7,3387907,3387995,ref-y.4.6.6.1.1.8,ref-y.4.6.6.1.1.25,מעה כסף דינר מעה כסף שני ,מעה כסף ובית הלל אומרים שתי מעין מחלפה שיטתין דבית שמאי תמן אמר כסף דינר והכא אמר כסף ,6,18,9718,9718.0,7138,7137.0,0.7558139534883721,0.7857142857142857,2070005040
ref-t.4.3.6.5.1-ref-t.4.3.6.6.4,ref-y.3.6.3.8.4.16-ref-y.3.6.3.8.4.23,858161,858290,ref-t.4.3.6.5.1,ref-t.4.3.6.6.4,2642573,2642618,ref-y.3.6.3.8.4.16,ref-y.3.6.3.8.4.23,המוכר יין לחבירו סתם חייב באחריותו עד,המוכר יין לחבירו סתם חייב באחריותו עד,7,7,7363,7363.0,7142,7142.0,0.0,0.0,2070005041
ref-t.4.3.6.5.5-ref-t.4.3.6.5.18,ref-y.3.6.3.8.4.56-ref-y.3.6.3.8.4.67,858184,858266,ref-t.4.3.6.5.5,ref-t.4.3.6.5.18,2642792,2642858,ref-y.3.6.3.8.4.56,ref-y.3.6.3.8.4.67,חייב באחריותו עד הפסח מבוסם חייב באחריותו עד עצרת נתיישן חייב באחריותו עד החג ,ישן חייב באחריותו שתי שנים הדא אמרה מתיישן חייב באחריותו עד החג ,14,12,7366,7366.0,7145,7142.0,0.4358974358974359,0.5833333333333333,2070005042
ref-t.4.3.6.5.1-ref-t.4.3.6.5.18,ref-y.4.3.6.1.7.13-ref-y.4.3.6.1.7.19,858161,858266,ref-t.4.3.6.5.1,ref-t.4.3.6.5.18,3103601,3103640,ref-y.4.3.6.1.7.13,ref-y.4.3.6.1.7.19,המוכר יין לחבירו סתם חייב באחריותו עד הפסח מבוסם חייב באחריותו עד עצרת נתיישן חייב באחריותו עד החג ,המוכר יין לשנה חייב באחריותו עד החג ,18,7,8864,8864.0,7144,7142.0,0.6565656565656566,0.5833333333333333,2070005043
ref-t.4.3.6.9.1-ref-t.4.3.6.9.19,ref-y.4.3.6.1.5.2-ref-y.4.3.6.1.5.36,858457,858544,ref-t.4.3.6.9.1,ref-t.4.3.6.9.19,3102511,3102678,ref-y.4.3.6.1.5.2,ref-y.4.3.6.1.5.36,מאה חביות אני מוכר לך חייב להעמיד לו יין יפה כרוב חיין הנמכר באותו מקום מאה חביות אני מוכר לך חייב להעמיד לו יין יפה כרוב חיין הנמכר באותו מקום מאה חביות יין אני מובר לך חייב להעמיד לו ין י פה כרוב היין הנמכר באותו חנות מאה חביות אילו,מאה חביות אני מוכר לך חייב להעמיד לו יין יפה כרוב חיין הנמכר באותו מקום מאה חביות אני מוכר לך חייב להעמיד לו יין יפה כרוב חיין הנמכר באותו מקום מאה חביות יין אני מובר לך חייב להעמיד לו ין י פה כרוב היין הנמכר באותו חנות מאה חביות אילו,18,17,8859,8859.0,7147,7147.0,0.0,0.0,2070005044
ref-t.4.3.6.13.17-ref-t.4.3.6.14.8,ref-y.4.8.1.3.2.10-ref-y.4.8.1.3.2.16,859023,859104,ref-t.4.3.6.13.17,ref-t.4.3.6.14.8,3418070,3418106,ref-y.4.8.1.3.2.10,ref-y.4.8.1.3.2.16,שטוענו טענת חנם ואם היה חבר עיר הרי זה מותר היה ר' מאיר או' לא יסרב אדם בחבירו ,בטוענו טענת חנם לא יסרב אדם בחבירו ,18,7,9781,9779.0,7150,7150.0,0.569620253164557,0.6428571428571428,2070005045
ref-t.4.3.6.14.23-ref-t.4.3.6.14.32,ref-y.4.8.1.3.2.2-ref-y.4.8.1.3.2.12,859183,859239,ref-t.4.3.6.14.23,ref-t.4.3.6.14.32,3418026,3418086,ref-y.4.8.1.3.2.2,ref-y.4.8.1.3.2.12,ולא יפתח לו חנויות מכורות לחנוני מפני שטוענו טענת חנם ,לא ישלח לו חביות מכורות לחנווני מפני שהוא בטוענו טענת חנם ,10,11,9779,9779.0,7151,7151.0,0.1896551724137931,0.6153846153846154,2070005046
ref-t.4.3.6.21.33-ref-t.4.3.6.21.47,ref-y.3.6.5.3.2.49-ref-y.3.6.5.3.2.63,860362,860426,ref-t.4.3.6.21.33,ref-t.4.3.6.21.47,2663177,2663240,ref-y.3.6.5.3.2.49,ref-y.3.6.5.3.2.63,שקדם מקחו של זה לשבחו של זה אבל אם קדם שבחו של זה למקחו של זה ,שקדם מקחו של זה לשבחו של זה אבל אם קדם שבחו של זה למקחו של זה ,16,16,7423,7423.0,7152,7152.0,0.0,0.0,2070005047
ref-t.4.3.6.23.1-ref-t.4.3.6.23.10,ref-y.3.4.9.3.5.3-ref-y.3.4.9.3.5.12,860614,860652,ref-t.4.3.6.23.1,ref-t.4.3.6.23.10,2817715,2817761,ref-y.3.4.9.3.5.3,ref-y.3.4.9.3.5.12,העושה חצר על פי מערה שש על שש מלא מטה ,ועושה חצר על פתח המערה שש על שש כמלא המיטה ,10,10,8001,8001.0,7153,7153.0,0.16279069767441862,0.6666666666666667,2070005048
ref-t.4.3.6.25.24-ref-t.4.3.6.25.38,ref-y.4.3.7.1.1.229-ref-y.4.3.7.1.1.242,861112,861177,ref-t.4.3.6.25.24,ref-t.4.3.6.25.38,3106083,3106157,ref-y.4.3.7.1.1.229,ref-y.4.3.7.1.1.242,הגיעו פחות מיכן או יתר על כן מחזירין זה לזה מה הוא מחזיר לו מעות ,הגיעו מוציאו לפחות מחבל מחזירו את למידה בחבל הלכה נ' ומהו מחזיר לו מעות ,15,14,8867,8867.0,7154,7154.0,0.5,0.75,2070005049
ref-t.4.3.6.26.10-ref-t.4.3.6.26.18,ref-y.3.2.11.6.1.3-ref-y.3.2.11.6.1.9,861267,861316,ref-t.4.3.6.26.10,ref-t.4.3.6.26.18,2499966,2500003,ref-y.3.2.11.6.1.3,ref-y.3.2.11.6.1.9,שום הדיינין שפחת שתות או הוסיף שתות,שום הדיינין שפחת שתות או הוסיף שתות,7,7,6947,6947.0,7155,7155.0,0.0,0.0,2070005050
ref-t.4.3.6.26.10-ref-t.4.3.6.26.18,ref-y.3.2.11.6.2.20-ref-y.3.2.11.6.2.26,861267,861316,ref-t.4.3.6.26.10,ref-t.4.3.6.26.18,2500621,2500658,ref-y.3.2.11.6.2.20,ref-y.3.2.11.6.2.26,שום הדיינים שפחת שתות או הותיר שתות,שום הדיינים שפחת שתות או הותיר שתות,7,7,6954,6954.0,7156,7156.0,0.0,0.0,2070005051
ref-t.4.3.6.26.17-ref-t.4.3.6.26.31,ref-y.4.3.7.1.1.229-ref-y.4.3.7.1.1.242,861306,861370,ref-t.4.3.6.26.17,ref-t.4.3.6.26.31,3106083,3106157,ref-y.4.3.7.1.1.229,ref-y.4.3.7.1.1.242,הגיעו פחות מכן או יתר על כן מחזירין זה לזה מה הוא מחזיר לו מעות ,הגיעו מוציאו לפחות מחבל מחזירו את למידה בחבל הלכה נ' ומהו מחזיר לו מעות ,15,14,8868,8867.0,7159,7155.0,0.5,0.75,2070005052
ref-t.4.3.6.26.49-ref-t.4.3.6.26.57,ref-y.3.2.11.6.1.3-ref-y.3.2.11.6.1.9,861459,861508,ref-t.4.3.6.26.49,ref-t.4.3.6.26.57,2499966,2500003,ref-y.3.2.11.6.1.3,ref-y.3.2.11.6.1.9,שום הדיינין שפחת שתות או הוסיף שתות,שום הדיינין שפחת שתות או הוסיף שתות,7,7,6949,6949.0,7160,7160.0,0.0,0.0,2070005053
ref-t.4.3.6.26.49-ref-t.4.3.6.26.57,ref-y.3.2.11.6.2.20-ref-y.3.2.11.6.2.26,861459,861508,ref-t.4.3.6.26.49,ref-t.4.3.6.26.57,2500621,2500658,ref-y.3.2.11.6.2.20,ref-y.3.2.11.6.2.26,שום הדיינים שפחת שתות או הותיר שתות,שום הדיינים שפחת שתות או הותיר שתות,7,7,6956,6956.0,7161,7161.0,0.0,0.0,2070005054
ref-t.4.3.6.26.56-ref-t.4.3.6.26.69,ref-y.4.3.7.1.1.229-ref-y.4.3.7.1.1.242,861498,861559,ref-t.4.3.6.26.56,ref-t.4.3.6.26.69,3106083,3106157,ref-y.4.3.7.1.1.229,ref-y.4.3.7.1.1.242,הגיעו פחות מכן או יתר על כן מחזירין זה לזה מהו מחזיר לו מעות ,הגיעו מוציאו לפחות מחבל מחזירו את למידה בחבל הלכה נ' ומהו מחזיר לו מעות ,14,14,8869,8867.0,7164,7160.0,0.4861111111111111,0.75,2070005055
ref-t.4.3.7.3.38-ref-t.4.3.7.3.81,ref-y.2.3.8.1.1.57-ref-y.2.3.8.1.1.79,862627,862852,ref-t.4.3.7.3.38,ref-t.4.3.7.3.81,1351480,1351600,ref-y.2.3.8.1.1.57,ref-y.2.3.8.1.1.79,שהוא בנו ובשעת מיתתו אמ' בני הוא נאמן היו מוחזקין בו שהוא בנו ובשעת מיתתו אמ' אינו בני אינו נאמן שאין בנו ובשעת מיתתו אמ' בניו הוא נאמן היו מוחזקין בו שהוא בנו ובשעת מיתתו אמ' אחי הוא אינו נאמן שהוא אחיו ובשעת מיתתו ,היא ובנה מתים משהביאה שתי שערות היא ובנה חיים עיברה עד שלא הביאה שתי שערות וילדה משהביאה שתי שערות היא חיה ובנה מת ,44,23,3510,3510.0,7172,7165.0,0.6944444444444444,0.9444444444444444,2070005056
ref-t.4.3.7.3.83-ref-t.4.3.7.3.107,ref-y.2.12.2.1.8.121-ref-y.2.12.2.1.8.130,862857,862979,ref-t.4.3.7.3.83,ref-t.4.3.7.3.107,1943969,1944029,ref-y.2.12.2.1.8.121,ref-y.2.12.2.1.8.130,עבדין הכא אומנותיה דהן בנאי אומנותיה דהן נגר אומנותיה דהן,עבדין הכא אומנותיה דהן בנאי אומנותיה דהן נגר אומנותיה דהן,24,9,5090,5090.0,7177,7177.0,0.0,0.0,2070005057
ref-t.4.3.7.3.38-ref-t.4.3.7.3.79,ref-y.3.1.1.2.8.37-ref-y.3.1.1.2.8.58,862627,862839,ref-t.4.3.7.3.38,ref-t.4.3.7.3.79,2060301,2060417,ref-y.3.1.1.2.8.37,ref-y.3.1.1.2.8.58,שהוא בנו ובשעת מיתתו אמ' בני הוא נאמן היו מוחזקין בו שהוא בנו ובשעת מיתתו אמ' אינו בני אינו נאמן שאין בנו ובשעת מיתתו אמ' בניו הוא נאמן היו מוחזקין בו שהוא בנו ובשעת מיתתו אמ' אחי הוא אינו נאמן שהוא אחיו ,ובנה מתים משהביאה שתי שערות היא ובנה חיים עיברה עד שלא הביאה שתי שערות וילדה משהביאה שתי שערות היא חיה ובנה מת ,42,22,5416,5416.0,7171,7165.0,0.7058823529411765,0.9444444444444444,2070005058
ref-t.4.3.7.3.40-ref-t.4.3.7.3.54,ref-y.3.1.6.6.4.3-ref-y.3.1.6.6.4.13,862637,862713,ref-t.4.3.7.3.40,ref-t.4.3.7.3.54,2128574,2128630,ref-y.3.1.6.6.4.3,ref-y.3.1.6.6.4.13,ובשעת מיתתו אמ' בני הוא נאמן היו מוחזקין בו שהוא בנו ובשעת מיתתו אמ' אינו ,בנים ומתו מונה משעת מיתה יכולה היא מימר רוחא חנקת בניה ,15,11,5729,5729.0,7173,7165.0,0.7027027027027027,0.9285714285714286,2070005059
ref-t.4.3.7.3.4-ref-t.4.3.7.3.124,ref-y.3.7.4.7.1.77-ref-y.3.7.4.7.1.137,862452,863064,ref-t.4.3.7.3.4,ref-t.4.3.7.3.124,2948297,2948598,ref-y.3.7.4.7.1.77,ref-y.3.7.4.7.1.137,שהוא בנו ו בשעת מיתתו אמר אינו בנו אינו נאמן שאינו בנו ובשעת מיתתו אמר בני הוא נאמן אית תניי תני על קדמיתא נאמן,שהוא בנו ו בשעת מיתתו אמר אינו בנו אינו נאמן שאינו בנו ובשעת מיתתו אמר בני הוא נאמן היה עומד בצד המוכסין ואמ' בני הוא וחזר ואמר עבדי הוא נאמן עבדי הוא וחזר ואמר בני הוא אינו נאמן אית תניי תני נאמן,103,24,8279,8276.0,7165,7165.0,0.47959183673469385,0.4444444444444444,2070005060
ref-t.4.3.7.3.4-ref-t.4.3.7.3.124,ref-y.4.3.8.7.1.3-ref-y.4.3.8.7.1.44,862452,863064,ref-t.4.3.7.3.4,ref-t.4.3.7.3.124,3114502,3114706,ref-y.4.3.8.7.1.3,ref-y.4.3.8.7.1.44,נאמן אם היו מוחזקין בו שהוא בנו ובשעת מיתתו אמר אינו בני ושאינו בנו אמר בני נאמן היה עומד בצד המוכם ואמר בני הוא וחזר ואמר עבדי הוא נאמן עבדי הוא וחזר ואמר בני הוא אינו נאמן היה עומד בצד המוכם ואמר בני הוא וחזר ואמר עבדי הוא נאמן עבדי הוא וחזר ואמר בני הוא,האומר זה בני נאמן אם היו מוחזקין בו שהוא בנו ובשעת מיתתו אמר אינו בני ושאינו בנו אמר בני נאמן היה עומד בצד המוכם ואמר בני הוא וחזר ואמר עבדי הוא נאמן עבדי הוא וחזר ואמר בני,120,42,8930,8929.0,7166,7166.0,0.4296875,0.06666666666666665,2070005061
ref-t.4.3.7.7.1-ref-t.4.3.7.7.25,ref-y.4.3.8.3.1.15-ref-y.4.3.8.3.1.40,863663,863790,ref-t.4.3.7.7.1,ref-t.4.3.7.7.25,3110928,3111061,ref-y.4.3.8.3.1.15,ref-y.4.3.8.3.1.40,כיצד אין נוטל בראוי כבמוחזק מת אביו בחיי אביו נוטל פי שנים מנכסי אביו ואין נוטל פי שנים מנכסי אבי אביו ואם היה אביו בכור ,כיצד יורש בראוי כבמחוזק כיצד מת אביו בחיי אבי אביו נוטל פי שנים מניכסי אביו ואין נוטל פי שנים מנכסי אבי אביו ואם היה אביו בכור ,25,26,8921,8921.0,7180,7180.0,0.13385826771653545,0.07692307692307687,2070005062
ref-t.4.3.7.8.18-ref-t.4.3.7.8.29,ref-y.4.3.8.2.1.53-ref-y.4.3.8.2.1.63,863915,863979,ref-t.4.3.7.8.18,ref-t.4.3.7.8.29,3109121,3109180,ref-y.4.3.8.2.1.53,ref-y.4.3.8.2.1.63,חלק אחי אביהן לפי שלא ניתנה הארץ אלא ליוצאי מצרים ולא נתחלקה ,חלק אביהן בתו' אחי אביהן רבי יאשיה אמר ליוצאי מצרים נתחלקה ,12,11,8894,8890.0,7186,7181.0,0.45901639344262296,0.6,2070005063
ref-t.4.3.7.8.1-ref-t.4.3.7.8.33,ref-y.4.3.8.2.1.137-ref-y.4.3.8.2.1.175,863827,864005,ref-t.4.3.7.8.1,ref-t.4.3.7.8.33,3109589,3109816,ref-y.4.3.8.2.1.137,ref-y.4.3.8.2.1.175,מיוצאי מצרים ולא מעומדים בערבות מואב מעומדים בערבות מואב ולא מיוצאי מצרים נטל חלק אחד בנות צלפחד נטלו חמשה חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב ושהיה בבור נטלו שני חלקים וחלק אביהן בתוך אחי אביהן,מיוצאי מצרים ולא מעומדים בערבות מואב מעומדים בערבות מואב ולא מיוצאי מצרים נטל חלק אחד בנות צלפחד נטלו חמשה חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב ושהיה בבור נטלו שני חלקים וחלק אביהן בתוך אחי אביהן,33,39,8899,8899.0,7181,7181.0,0.0,0.0,2070005064
ref-t.4.3.7.8.3-ref-t.4.3.7.8.33,ref-y.4.3.8.2.3.3-ref-y.4.3.8.2.3.14,863838,864005,ref-t.4.3.7.8.3,ref-t.4.3.7.8.33,3109937,3110004,ref-y.4.3.8.2.3.3,ref-y.4.3.8.2.3.14,נטלו שלש' חלקי' חלקן עם יוצאי מצרי' וחלקן,נטלו שלש' חלקי' חלקן עם יוצאי מצרי' וחלקן,16,8,8906,8906.0,7183,7183.0,0.0,0.0,2070005065
ref-t.4.3.7.9.2-ref-t.4.3.7.9.42,ref-y.4.3.8.2.3.41-ref-y.4.3.8.2.4.70,864060,864270,ref-t.4.3.7.9.2,ref-t.4.3.7.9.42,3110142,3110560,ref-y.4.3.8.2.3.41,ref-y.4.3.8.2.4.70,אביהן ואמותיהן הדא היא דכתיב ובני קרח לא מתו רבי מושלו משל למה הדבר דומה לשני אחים שותפין שיצאו ממצרים לזה תשע' בנים ולזה בן אחד וירשו בית עשרת כורין כל אחד ואחד נוטל לתך החזירום לאבותיהן וחלקום נמצא בן זה נוטל מחצה,אביהן ואמותיהן הדא היא דכתיב ובני קרח לא מתו רבי מושלו משל למה הדבר דומה לשני אחים שותפין שיצאו ממצרים לזה תשע' בנים ולזה בן אחד וירשו בית עשרת כורין כל אחד ואחד נוטל לתך החזירום לאבותיהן וחלקום נמצא בן זה נוטל מחצה ובני זה נוטלין מחצה רבי דוסתי בן יהודה מושלו משל למה הדבר דומה לשני אחים כהנים שותפין שהיו עומדין על הגורן לזה תשעה בנים ולזה בן אחד ונטלו בית י' קבין החזירום לאבותיהן וחלקום נמצא בן,38,43,8914,8914.0,7188,7188.0,0.45979899497487436,0.2195121951219512,2070005066
ref-t.4.3.7.9.49-ref-t.4.3.7.9.77,ref-y.4.3.8.2.1.119-ref-y.4.3.8.2.1.170,864296,864469,ref-t.4.3.7.9.49,ref-t.4.3.7.9.77,3109474,3109789,ref-y.4.3.8.2.1.119,ref-y.4.3.8.2.1.170,חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב ושהיה בבור נטלו שני חלקים,ליוצאי מצרים ולעומדים בערבות מואב נתחלקה הארץ כיצד מי שהיה מיוצאי מצרים ומעומדי' בערבות מואב נטל שני חלקים מיוצאי מצרים ולא מעומדים בערבות מואב מעומדים בערבות מואב ולא מיוצאי מצרים נטל חלק אחד בנות צלפחד נטלו חמשה חלקי' חלקן עם יוצאי,28,41,8896,8896.0,7192,7192.0,0.7167381974248928,0.4782608695652174,2070005067
ref-t.4.3.7.9.49-ref-t.4.3.7.9.79,ref-y.4.3.8.2.3.5-ref-y.4.3.8.2.3.17,864296,864490,ref-t.4.3.7.9.49,ref-t.4.3.7.9.79,3109947,3110022,ref-y.4.3.8.2.3.5,ref-y.4.3.8.2.3.17,חלקי' חלקן עם יוצאי מצרי' וחלקן עם העומדים בערבות מואב ונטלו חלק,חלקי' חלקן עם יוצאי מצרי' וחלקן עם העומדים בערבות מואב ונטלו חלק,16,12,8908,8908.0,7191,7191.0,0.0,0.0,2070005068
ref-t.4.3.7.9.88-ref-t.4.3.7.9.94,ref-y.4.3.8.2.3.38-ref-y.4.3.8.2.3.42,864526,864569,ref-t.4.3.7.9.88,ref-t.4.3.7.9.94,3110124,3110157,ref-y.4.3.8.2.3.38,ref-y.4.3.8.2.3.42,הבנים ירשו בזכות אבות אבותיהן ובזכות אמות ,ובניהם בזכות אבי אביהן ואמותיהן ,7,5,8913,8912.0,7197,7197.0,0.4523809523809524,0.6666666666666667,2070005069
ref-t.4.3.7.9.107-ref-t.4.3.7.9.117,ref-y.4.3.8.2.1.119-ref-y.4.3.8.2.1.138,864630,864701,ref-t.4.3.7.9.107,ref-t.4.3.7.9.117,3109474,3109602,ref-y.4.3.8.2.1.119,ref-y.4.3.8.2.1.138,ולעומדים בערבות מואב נתחלקה הארץ כיצד מי שהיה מיוצאי מצרים ומעומדי' בערבות מואב נטל שני חלקים מיוצאי מצרים,ליוצאי מצרים ולעומדים בערבות מואב נתחלקה הארץ כיצד מי שהיה מיוצאי מצרים ומעומדי' בערבות מואב נטל שני חלקים מיוצאי מצרים,10,16,8895,8895.0,7199,7199.0,0.1092436974789916,0.0,2070005070
ref-t.4.3.7.9.107-ref-t.4.3.7.10.1,ref-y.4.3.8.2.1.154-ref-y.4.3.8.2.1.168,864630,864717,ref-t.4.3.7.9.107,ref-t.4.3.7.10.1,3109694,3109779,ref-y.4.3.8.2.1.154,ref-y.4.3.8.2.1.168,חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב ושהיה בבור נטלו חמשה חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב,נטלו חמשה חלקי' חלקן עם יוצאי מצרים וחלקן עם העומדים בערבות מואב ושהיה בבור נטלו,14,12,8901,8901.0,7200,7200.0,0.5384615384615384,0.0,2070005071
ref-t.4.3.7.9.103-ref-t.4.3.7.9.119,ref-y.4.3.8.2.3.1-ref-y.4.3.8.2.3.17,864608,864711,ref-t.4.3.7.9.103,ref-t.4.3.7.9.119,3109925,3110022,ref-y.4.3.8.2.3.1,ref-y.4.3.8.2.3.17,יהושע וכלב נטלו שלשה חלקים בנחלה שהן מיוצאי מצרים ומן העומדים בערבות מואב ושנטלו חלקן של מרגלים ,יהושע וכלב נטלו שלש' חלקי' חלקן עם יוצאי מצרי' וחלקן עם העומדים בערבות מואב ונטלו חלק מרגלים ,17,17,8905,8905.0,7198,7198.0,0.22916666666666666,0.5454545454545454,2070005072
