baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.5.2.13.10.4-ref-m.5.2.13.10.21,ref-sifre-d.81.5.22-ref-sifre-d.81.5.52,683234,683343,ref-m.5.2.13.10.4,ref-m.5.2.13.10.21,128304,128489,ref-sifre-d.81.5.22,ref-sifre-d.81.5.52,יקריבנה במקדש ואם הקריבה בבית חוניו לא יצא שאקריבנה בבית חוניו יקריבנה במקדש ואם הקריב בבית חוניו יצא ,מקריבים אותו לעבודה זרה ואם המקריב הקריב אותו לעבודה זרה חייב דבר שמקריבים אותו לעבודה זרה אם הקריבו למזבח כיוצא בו פטור ודבר שאין מקריבים למזבח והקריבו לעבודה זרה אם מקריב ,18,31,199,199.0,828,828.0,0.6763005780346821,0.8421052631578947,2,ואם הקריב,1060000610,18,31
ref-m.5.3.2.9.3-ref-m.5.3.2.9.15,ref-sifre-d.71.15.4-ref-sifre-d.71.15.15,687737,687798,ref-m.5.3.2.9.3,ref-m.5.3.2.9.15,116837,116898,ref-sifre-d.71.15.4,ref-sifre-d.71.15.15,לא לתוך ימים ולא לתוך נהרות ולא לתוך כלים אבל שוחט הוא לתוך ,ולא לתוך ימים ולא לתוך נהרות ולא לתוך כלים כמים ולא לתוך ,13,12,150,150.0,829,829.0,0.1833333333333333,0.2857142857142857,9,לתוך ימים ולא לתוך נהרות ולא לתוך כלים לתוך,1060000611,13,12
ref-m.5.3.5.3.60-ref-m.5.3.5.3.69,ref-sifre-d.81.6.32-ref-sifre-d.81.6.52,693490,693535,ref-m.5.3.5.3.60,ref-m.5.3.5.3.69,128676,128777,ref-sifre-d.81.6.32,ref-sifre-d.81.6.52,ואת בתה ואת בת בתה סופג שמונים שחטה ואת בת ,"ואת בנותיהם אין לי אלא בנים ובנות אבות ואמהות מנין ת""ל כי גם את בניהם ואת בנותיהם אמר ר' יעקב אני ",10,14,200,200.0,830,830.0,0.6938775510204082,0.9411764705882352,2,ואת ואת,1060000612,10,21
ref-m.5.3.5.5.17-ref-m.5.3.5.5.33,ref-sifre-d.212.3.4-ref-sifre-d.212.3.13,694267,694357,ref-m.5.3.5.5.17,ref-m.5.3.5.5.33,215317,215377,ref-sifre-d.212.3.4,ref-sifre-d.212.3.13,נאמר במעשה בראשית יום אחד ונאמר באותו ואת בנו יום אחד מה יום אחד האמור במעשה בראשית ,נאמרה עשיה בראש ונאמרה עשיה בצפרנים מה עשיה האמורה בראש ,11,10,528,528.0,831,831.0,0.5595238095238095,0.8,1,מה,1060000613,17,10
ref-m.5.3.5.5.17-ref-m.5.3.5.5.33,ref-sifre-d.212.4.4-ref-sifre-d.212.4.13,694267,694357,ref-m.5.3.5.5.17,ref-m.5.3.5.5.33,215430,215488,ref-sifre-d.212.4.4,ref-sifre-d.212.4.13,נאמר במעשה בראשית יום אחד ונאמר באותו ואת בנו יום אחד מה יום אחד האמור במעשה בראשית ,נאמר עשיה בראש ונאמר עשיה בצפרנים מה עשיה האמורה בראש ,11,10,529,529.0,832,831.0,0.5357142857142857,0.8,3,נאמר ונאמר מה,1060000614,17,10
ref-m.5.3.8.4.30-ref-m.5.3.8.4.88,ref-sifre-d.104.8.4-ref-sifre-d.104.9.44,697887,698179,ref-m.5.3.8.4.30,ref-m.5.3.8.4.88,141873,142178,ref-sifre-d.104.8.4,ref-sifre-d.104.9.44,חיה ועוף אינם מן התורה שנאמר לא תבשל גדי בחלב אמו שלש פעמים פרט לחיה ועוף ובהמה טמאה רי יוסי הגלילי אומר נאמר לא תאכלו כל נבלה,חיה ועוף אינם מן התורה שנאמר לא תבשל גדי בחלב אמו שלש פעמים פרט לחיה ועוף ובהמה טמאה רי יוסי הגלילי אומר נאמר לא תאכלו כל נבלה,27,27,235,235.0,833,833.0,0.0,0.0,25,חיה ועוף אינם מן התורה שנאמר לא תבשל גדי בחלב אמו שלש פעמים פרט לחיה ועוף ובהמה טמאה רי יוסי_הגלילי_אומר נאמר לא תאכלו כל נבלה,1060000615,27,27
ref-m.5.3.8.4.36-ref-m.5.3.8.4.42,ref-sifre-d.104.10.3-ref-sifre-d.104.10.11,697919,697950,ref-m.5.3.8.4.36,ref-m.5.3.8.4.42,142187,142227,ref-sifre-d.104.10.3,ref-sifre-d.104.10.11,לא תבשל גדי בחלב אמו שלש פעמים ,לא תבשל גדי בחלב אמו למה נאמר שלש פעמים ,7,9,239,239.0,836,833.0,0.225,0.1428571428571429,7,לא תבשל גדי בחלב אמו שלש פעמים,1060000616,7,9
ref-m.5.3.10.1.18-ref-m.5.3.10.1.34,ref-sifre-d.76.7.7-ref-sifre-d.76.7.25,700678,700785,ref-m.5.3.10.1.18,ref-m.5.3.10.1.34,123239,123341,ref-sifre-d.76.7.7,ref-sifre-d.76.7.25,בדין ומה אם החולין שאינן חייבין בחזה ושוק חייבין במתנות קדשים שחייבין בחזה ושוק אינו דין שחייבין ,דין הוא ומה נבלה שאין חייבים על בשולה חייבים על אכילתה בשר בחלב שחייבים על בשולו אינו דין שחייבים ,17,19,189,189.0,838,838.0,0.4693877551020408,0.85,3,ומה אינו דין,1060000617,17,19
ref-m.5.3.10.1.19-ref-m.5.3.10.1.34,ref-sifre-d.76.8.4-ref-sifre-d.76.8.20,700684,700785,ref-m.5.3.10.1.19,ref-m.5.3.10.1.34,123537,123630,ref-sifre-d.76.8.4,ref-sifre-d.76.8.20,ומה אם החולין שאינן חייבין בחזה ושוק חייבין במתנות קדשים שחייבין בחזה ושוק אינו דין שחייבין ,ומה פסח שאין חייבים על בשולו חייבים על אכילתו בשר בחלב שחייבים על בשולו אינו דין שחייבים ,16,17,190,190.0,839,838.0,0.4673913043478261,0.85,3,ומה אינו דין,1060000618,16,17
ref-m.5.3.10.1.21-ref-m.5.3.10.1.36,ref-sifre-d.165.2.3-ref-sifre-d.165.2.27,700692,700804,ref-m.5.3.10.1.21,ref-m.5.3.10.1.36,186948,187101,ref-sifre-d.165.2.3,ref-sifre-d.165.2.27,"כל הקדשים יהיו חייבים במתנות ודין הוא ומה חולין שאינם חייבים בחזה ושוק חייבים במתנות קדשים שחייבים בחזה ושוק אינו דין שיהיו חייבים במתנות ת""ל","כל הקדשים יהיו חייבים במתנות ודין הוא ומה חולין שאינם חייבים בחזה ושוק חייבים במתנות קדשים שחייבים בחזה ושוק אינו דין שיהיו חייבים במתנות ת""ל",25,25,388,388.0,840,840.0,0.0,0.0,23,"כל הקדשים יהיו חייבים במתנות ודין_הוא_ומה חולין שאינם חייבים בחזה ושוק חייבים במתנות קדשים שחייבים בחזה ושוק אינו דין שיהיו חייבים במתנות ת""ל",1060000619,25,25
ref-m.5.3.10.2.1-ref-m.5.3.10.2.7,ref-sifre-d.71.5.1-ref-sifre-d.71.5.7,700875,700915,ref-m.5.3.10.2.1,ref-m.5.3.10.2.7,115383,115418,ref-sifre-d.71.5.1,ref-sifre-d.71.5.7,כל הקדשים שקדם מום קבוע להקדשן ונפדו ,יכול אם קדם מום קבוע להקדשן ונפדו ,2,7,142,142.0,842,842.0,0.2162162162162162,0.5555555555555556,4,מום קבוע להקדשן ונפדו,1060000620,7,7
ref-m.5.3.10.4.1-ref-m.5.3.10.4.18,ref-sifre-d.165.5.12-ref-sifre-d.165.5.29,701630,701734,ref-m.5.3.10.4.1,ref-m.5.3.10.4.18,187259,187361,ref-sifre-d.165.5.12,ref-sifre-d.165.5.29,גר שנתגייר והיתה לו פרה נשחטה עד שלא נתגייר פטור משנתגייר חייב ספק פטור שהמוציא מחבירו עליו הראיה ,גר שנתגייר והיה לו פרה נשחטה עד שלא נתגייר פטור משנתגייר חייב ספק פטור והמוציא מחברו עליו הראיה ,13,13,392,392.0,843,843.0,0.0306122448979591,0.1875,15,גר שנתגייר לו פרה נשחטה עד שלא נתגייר פטור משנתגייר חייב ספק פטור עליו הראיה,1060000621,18,18
ref-m.5.3.11.1.25-ref-m.5.3.11.1.39,ref-sifre-d.165.8.7-ref-sifre-d.165.8.25,702057,702151,ref-m.5.3.11.1.25,ref-m.5.3.11.1.39,187825,187935,ref-sifre-d.165.8.7,ref-sifre-d.165.8.25,נוהגים בבקר ובצאן במרובה ובמועט וראשית הגז אינו נוהג אלא ברחלות ואינו נוהג אלא במרובה ,שנוהג בין במרובה בין במועט מדבר שנוהג בין במרובה בין במועט ואל יוכיח ראשית הגז שאינו נוהג אלא במרובה ,15,19,395,393.0,844,844.0,0.5445544554455446,0.625,5,במרובה הגז נוהג אלא במרובה,1060000622,15,19
ref-m.5.3.11.2.7-ref-m.5.3.11.2.37,ref-sifre-d.166.7.6-ref-sifre-d.166.8.8,702184,702346,ref-m.5.3.11.2.7,ref-m.5.3.11.2.37,188805,188946,ref-sifre-d.166.7.6,ref-sifre-d.166.8.8,שתי רחלות שנאמר והיה ביום ההוא יחיה איש עגלת בקר ושתי צאן ובית הלל אומרים חמש שנאמר וחמש צאן עשויות,חייב בראשית הגז בית שמאי אומרים שתי רחלות שנאמר והיה ביום ההוא יחיה איש עגלת בקר ושתי צאן ובית הלל אומרים חמש שנאמר וחמש צאן עשויות,20,26,404,404.0,845,845.0,0.2442748091603053,0.3333333333333333,18,שתי רחלות שנאמר והיה ביום ההוא יחיה איש עגלת בקר ושתי צאן ובית_הלל_אומרים חמש שנאמר וחמש צאן עשויות,1060000623,20,26
ref-m.5.3.11.2.65-ref-m.5.3.11.2.74,ref-sifre-d.11.1.85-ref-sifre-d.11.1.98,702494,702536,ref-m.5.3.11.2.65,ref-m.5.3.11.2.74,14961,15019,ref-sifre-d.11.1.85,ref-sifre-d.11.1.98,תתן לו שיהא בו כדי מתנה לא הספיק ליתנו לו ,ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך ,10,14,9,5.0,850,847.0,0.631578947368421,0.9230769230769232,3,לו כדי לו,1060000624,10,14
ref-m.5.3.11.2.64-ref-m.5.3.11.2.74,ref-sifre-d.117.8.7-ref-sifre-d.117.8.18,702487,702536,ref-m.5.3.11.2.64,ref-m.5.3.11.2.74,155555,155616,ref-sifre-d.117.8.7,ref-sifre-d.117.8.18,שנאמר תתן לו שיהא בו כדי מתנה לא הספיק ליתנו לו ,ליתן ונתן נותנים לו שכר אמירה ושכר מעשה אמר ליתן ולא הספיק ,11,12,294,293.0,849,847.0,0.6610169491525424,0.8333333333333334,2,לו הספיק,1060000625,11,12
ref-m.5.3.11.2.48-ref-m.5.3.11.2.105,ref-sifre-d.166.2.6-ref-sifre-d.166.7.8,702403,702690,ref-m.5.3.11.2.48,ref-m.5.3.11.2.105,188429,188822,ref-sifre-d.166.2.6,ref-sifre-d.166.7.8,משקל ה' סלעים ביהודה שהם עשרה בגליל מלובן כדי לעשות ממנו בגד קטן שנאמר תתן לו שיהא בו כדי מתנה,ראשית השטף ראשית גז צאנך פרט לטרפה ראשית גז בין בארץ בין בחוץ לארץ צאנך ולא של אחרים מכאן אמרו הלוקח גז צאנו של נכרי פטור מראשית הגז גז צאנו של חברו אם שייר המוכר חייב ואם לאו הלוקח חייב שנאמר תתן לו שיהיה לו כדי,20,46,396,396.0,847,847.0,0.7641509433962265,0.8974358974358975,4,שנאמר תתן לו כדי,1060000626,20,46
ref-m.5.3.12.1.41-ref-m.5.3.12.1.47,ref-sifre-d.227.3.11-ref-sifre-d.227.3.16,703024,703073,ref-m.5.3.12.1.41,ref-m.5.3.12.1.47,227944,227987,ref-sifre-d.227.3.11,ref-sifre-d.227.3.16,שאינו מזומן כגון אווזין ותרנגולין שקננו בפרדס ,שאני מוציא אווזים ותרנגולים שקננו בפרדס ,7,6,577,577.0,853,853.0,0.2608695652173913,0.7,2,שקננו בפרדס,1060000627,7,6
ref-m.5.3.12.2.1-ref-m.5.3.12.2.17,ref-sifre-d.227.9.2-ref-sifre-d.227.9.22,703125,703202,ref-m.5.3.12.2.1,ref-m.5.3.12.2.17,228443,228542,ref-sifre-d.227.9.2,ref-sifre-d.227.9.22,טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח תלמוד לומר והאם רובצת על,עוף טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח תלמוד לומר והאם רובצת על,20,21,580,580.0,855,855.0,0.0416666666666666,0.0,20,טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח תלמוד לומר והאם רובצת על,1060000628,20,21
ref-m.5.3.12.1.44-ref-m.5.3.12.2.4,ref-sifre-d.227.12.1-ref-sifre-d.227.12.10,703042,703144,ref-m.5.3.12.1.44,ref-m.5.3.12.2.4,228823,228892,ref-sifre-d.227.12.1,ref-sifre-d.227.12.10,אווזין ותרנגולין שקננו בפרדס אבל אם קננו בבית וכן יוני הרדסיאות פטור משילוח עוף טמא פטור מלשלח ,האווזים ותרנגולים שמרדו ושקננו בפרדס חייב לשלח בבית פטור מלשלח ,17,10,586,582.0,854,853.0,0.5263157894736842,0.7,4,בפרדס בבית פטור מלשלח,1060000629,17,10
ref-m.5.3.12.3.15-ref-m.5.3.12.3.46,ref-sifre-d.227.2.9-ref-sifre-d.227.3.9,703337,703499,ref-m.5.3.12.3.15,ref-m.5.3.12.3.46,227817,227938,ref-sifre-d.227.2.9,ref-sifre-d.227.3.9,אין שם אלא אפרוח אחד או ביצה אחת חייב לשלח תלמוד לומר קן קן מכל מקום,אין שם אלא אפרוח אחד או ביצה אחת חייב לשלח תלמוד לומר קן קן מכל מקום,16,16,574,574.0,859,859.0,0.0,0.0,16,אין שם אלא אפרוח אחד או ביצה אחת חייב לשלח תלמוד לומר קן קן מכל מקום,1060000630,16,16
ref-m.5.3.12.3.38-ref-m.5.3.12.3.66,ref-sifre-d.227.7.1-ref-sifre-d.227.9.17,703447,703616,ref-m.5.3.12.3.38,ref-m.5.3.12.3.66,228139,228516,ref-sifre-d.227.7.1,ref-sifre-d.227.9.17,והאם רובצת על האפרוחים מה אפרוחים בני קיימא יצאו מתים אף ביצים בני קיימא יצאו מוזרות מה ביצים צריכים לאמם אף אפרוחים צריכים לאמם יצאו מפריחים שאין צריכים לאמם והאם רובצת כשהיא רובצת עליהם פרט למעופפת יכול אף על פי שכנפיה נוגעים בהם תלמוד לומר והאם רובצת על האפרוחים אף על פי שאינה עמהם יכול עוף טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח,והאם רובצת על האפרוחים מה אפרוחים בני קיימא יצאו מתים אף ביצים בני קיימא יצאו מוזרות מה ביצים צריכים לאמם אף אפרוחים צריכים לאמם יצאו מפריחים שאין צריכים לאמם והאם רובצת כשהיא רובצת עליהם פרט למעופפת יכול אף על פי שכנפיה נוגעים בהם תלמוד לומר והאם רובצת על האפרוחים אף על פי שאינה עמהם יכול עוף טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח,71,71,579,578.0,862,862.0,0.0,0.0,67,והאם רובצת על האפרוחים מה אפרוחים בני קיימא יצאו מתים אף ביצים בני קיימא יצאו מוזרות מה ביצים צריכים לאמם אף אפרוחים צריכים לאמם יצאו מפריחים שאין צריכים לאמם והאם רובצת כשהיא רובצת עליהם פרט למעופפת יכול אף_על_פי שכנפיה נוגעים בהם תלמוד לומר והאם רובצת על האפרוחים אף_על_פי שאינה עמהם יכול עוף טמא הרובץ על ביצי עוף טהור וטהור רובץ על ביצי עוף טמא יהא חייב לשלח,1060000631,71,71
ref-m.5.3.12.3.6-ref-m.5.3.12.3.25,ref-sifre-d.227.11.23-ref-sifre-d.227.13.3,703288,703386,ref-m.5.3.12.3.6,ref-m.5.3.12.3.25,228797,228909,ref-sifre-d.227.11.23,ref-sifre-d.227.13.3,ושקננו בפרדס חייב לשלח בבית פטור מלשלח אפרוחים או ביצים,חייב לשלח שנאמר שלח תשלח האווזים ותרנגולים שמרדו ושקננו בפרדס חייב לשלח בבית פטור מלשלח אפרוחים או ביצים,10,18,585,585.0,857,857.0,0.4711538461538461,0.3571428571428571,10,ושקננו בפרדס חייב לשלח בבית פטור מלשלח אפרוחים או ביצים,1060000632,10,18
ref-m.5.3.12.3.67-ref-m.5.3.12.3.96,ref-sifre-d.227.11.3-ref-sifre-d.227.11.27,703617,703777,ref-m.5.3.12.3.67,ref-m.5.3.12.3.96,228700,228822,ref-sifre-d.227.11.3,ref-sifre-d.227.11.27,תשלח את האם זו מצות עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח,האם זו מצות לא תעשה שלח תשלח את האם זו מצות עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח תשלח את האם זו מצות עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח,18,42,582,582.0,866,866.0,0.5615763546798029,0.0769230769230768,16,תשלח את האם זו_מצות_עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח,1060000633,18,42
ref-m.5.3.12.3.64-ref-m.5.3.12.3.104,ref-sifre-d.227.15.31-ref-sifre-d.228.2.4,703598,703818,ref-m.5.3.12.3.64,ref-m.5.3.12.3.104,229365,229565,ref-sifre-d.227.15.31,ref-sifre-d.228.2.4,אם שילחה והחזיר בדרך את פניו פטור מלשלח שלח תשלח את האם זו מצות עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח תשלח הא אם שלחה וחזרה לתוך ידו פטור מלשלח שלח תשלח את האם,אם שילחה והחזיר בדרך את פניו פטור מלשלח שלח תשלח את האם זו מצות עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח תשלח הא אם שלחה וחזרה לתוך ידו פטור מלשלח שלח תשלח את האם,40,40,588,588.0,864,864.0,0.0,0.0,38,אם שילחה והחזיר בדרך את פניו פטור מלשלח שלח תשלח את האם זו_מצות_עשה שלחה וחזרה שלחה וחזרה אפילו ארבעה וחמשה פעמים חייב לשלח שנאמר שלח תשלח הא אם שלחה וחזרה לתוך ידו פטור מלשלח שלח תשלח את האם,1060000634,40,40
ref-m.5.3.12.3.76-ref-m.5.3.12.3.93,ref-sifre-d.228.3.6-ref-sifre-d.228.4.4,703670,703757,ref-m.5.3.12.3.76,ref-m.5.3.12.3.93,229625,229702,ref-sifre-d.228.3.6,ref-sifre-d.228.4.4,בשלוח שנאמר שלח תשלח וחכמים פוטרים האם פרט לקורא זכר הנוטל אם מעל הבנים,בשלוח שנאמר שלח תשלח וחכמים פוטרים האם פרט לקורא זכר הנוטל אם מעל הבנים,14,14,591,591.0,869,869.0,0.0,0.0,14,בשלוח שנאמר שלח תשלח וחכמים פוטרים האם פרט לקורא זכר הנוטל אם מעל הבנים,1060000635,14,14
ref-m.5.3.12.4.1-ref-m.5.3.12.5.29,ref-sifre-d.228.4.1-ref-sifre-d.228.6.24,703819,704101,ref-m.5.3.12.4.1,ref-m.5.3.12.5.29,229682,230009,ref-sifre-d.228.4.1,ref-sifre-d.228.6.24,הנוטל אם על הבנים רבי יהודה אומר לוקה ואינו משלח וחכמים אומרים משלח ואינו לוקה זה הכלל כל מצות לא תעשה שיש בה קום עשה אין לוקין עליה לא יטול אדם אם על בנים אפילו לטהר את המצורע ומה אם מצוה קלה שהיא כאיסר אמרה תורה למען ייטב לך והארכת ימים קל וחומר על מצות חמורות שבתורה ,הנוטל אם מעל הבנים רבי יוסי ברבי יהודה אומר לוקה ואינו משלח וחכמים אומרים משלח ואינו לוקה זה הכלל כל מצות עשה שיש בה קום עשה אין חייבים עליה לא תקח האם על הבנים אפילו לטהר בה את המצורע והארכת ימים והרי הדברים קל וחומר מה מצוה קלה שהיא כאיסור אמרה תורה יטב לך והארכת ימים כתוב בה אריכות ימים מצות חמורות שבתורה ,51,63,594,591.0,872,872.0,0.2806451612903226,0.3541666666666666,35,הנוטל אם הבנים לוקה ואינו משלח וחכמים אומרים משלח ואינו לוקה מצות שיש בה קום עשה אין עליה לא על אפילו לטהר את המצורע מצוה קלה שהיא אמרה תורה לך והארכת ימים מצות חמורות שבתורה,1060000636,57,63
