baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.5.1.13.8.13-ref-t.5.1.13.8.18,ref-bible.0102.40.17.8-ref-bible.102.40.18.8,1064993,1065031,ref-t.5.1.13.8.13,ref-t.5.1.13.8.18,190227,190279,ref-bible.0102.40.17.8,ref-bible.0102.40.18.8,הוקם המשכן והוקם המשכן יקרבו במשכן ,הוקם המשכן ויקם משה את המשכן ויתן את אדניו וישם ,6,10,173,173.0,956,956.0,0.5,0.75,3,הוקם המשכן המשכן,2090000816,6,10
ref-t.5.1.13.20.16-ref-t.5.1.13.20.22,ref-bible.0105.12.9.1-ref-bible.105.12.9.7,1067386,1067414,ref-t.5.1.13.20.16,ref-t.5.1.13.20.22,365467,365495,ref-bible.0105.12.9.1,ref-bible.0105.12.9.7,כי לא באתם עד עתה אל המנוחה ,כי לא באתם עד עתה אל המנוחה ,7,7,452,452.0,957,957.0,0.0,0.0,7,כי לא באתם עד עתה אל המנוחה,2090000817,7,7
ref-t.5.1.13.20.24-ref-t.5.1.13.20.32,ref-bible.0208.12.8.1-ref-bible.208.12.9.4,1067421,1067468,ref-t.5.1.13.20.24,ref-t.5.1.13.20.32,889785,889860,ref-bible.0208.12.8.1,ref-bible.0208.12.9.4,העיט צבוע נחלתוי לי ואו' היתה לי נחלתי כאריה ,היתה לי נחלתי כאריה ביער נתנה עלי בקולה על כן שנאתיה העיט צבוע נחלתי לי ,9,15,813,813.0,958,958.0,0.6944444444444444,0.5833333333333333,4,היתה לי נחלתי כאריה,2090000818,9,15
ref-t.5.1.13.20.48-ref-t.5.1.13.20.64,ref-bible.0301.132.12.10-ref-bible.0301.132.14.8,1067540,1067618,ref-t.5.1.13.20.48,ref-t.5.1.13.20.64,1245843,1245930,ref-bible.0301.132.12.10,ref-bible.0301.132.14.8,כי בחר יהוה בציון אוה למושב לו זאת מנוחתי עדי עד פה אשב כי אותיה,עדי עד ישבו לכסא לך כי בחר יהוה בציון אוה למושב לו זאת מנוחתי עדי עד פה אשב כי אותיה,15,20,978,978.0,959,959.0,0.238095238095238,0.1818181818181817,15,כי בחר יהוה בציון אוה למושב לו זאת מנוחתי עדי עד פה אשב כי אותיה,2090000819,15,20
ref-t.5.2.1.8.14-ref-t.5.2.1.9.10,ref-bible.0202.4.8.5-ref-bible.202.4.8.13,1068864,1068956,ref-t.5.2.1.8.14,ref-t.5.2.1.9.10,472374,472414,ref-bible.0202.4.8.5,ref-bible.0202.4.8.13,הליכתה כשירה שלא כדרך הליכתה פסולה מצות שחיטה מוליך ומביא הוליך ולא הביא הביא ולא הוליך ,תלכי עמי והלכתי ואם לא תלכי עמי לא אלך ,16,9,579,577.0,961,961.0,0.7045454545454546,0.8571428571428572,0,,2090000820,16,9
ref-t.5.2.1.16.13-ref-t.5.2.1.16.19,ref-bible.0103.27.5.2-ref-bible.103.27.5.8,1070142,1070173,ref-t.5.2.1.16.13,ref-t.5.2.1.16.19,250091,250121,ref-bible.0103.27.5.2,ref-bible.0103.27.5.8,מבן שלשים שנה ועד בן חמשים שנה ,מבן חמש שנים ועד בן עשרים שנה ,7,7,319,315.0,962,962.0,0.2903225806451613,0.5555555555555556,4,מבן ועד בן שנה,2090000821,7,7
ref-t.5.2.2.24.136-ref-t.5.2.2.24.143,ref-bible.0302.5.8.1-ref-bible.302.5.8.8,1076405,1076442,ref-t.5.2.2.24.136,ref-t.5.2.2.24.143,1260553,1260590,ref-bible.0302.5.8.1,ref-bible.0302.5.8.8,הרחק מעליה דרכך ואל תקרב אל פתח ביתה ,הרחק מעליה דרכך ואל תקרב אל פתח ביתה ,8,8,985,985.0,963,963.0,0.0,0.0,8,הרחק מעליה דרכך ואל תקרב אל פתח ביתה,2090000822,8,8
ref-t.5.2.3.20.5-ref-t.5.2.3.20.21,ref-bible.0103.11.2.10-ref-bible.0103.11.5.5,1080978,1081065,ref-t.5.2.3.20.5,ref-t.5.2.3.20.21,210316,210523,ref-bible.0103.11.2.10,ref-bible.0103.11.5.5,מכל הבהמה אשר על הארץ כל מפרסת פרסה ושסעת שסע פרסת מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה את הגמל כי מעלה גרה הוא ופרסה איננו מפריס טמא הוא לכם ואת השפן כי מעלה גרה,מכל הבהמה אשר על הארץ כל מפרסת פרסה ושסעת שסע פרסת מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה את הגמל כי מעלה גרה הוא ופרסה איננו מפריס טמא הוא לכם ואת השפן כי מעלה גרה,34,34,225,225.0,966,966.0,0.0,0.0,40,מכל הבהמה אשר על הארץ כל מפרסת פרסה ושסעת שסע פרסת מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה את הגמל כי מעלה גרה הוא ופרסה איננו מפריס טמא_הוא_לכם ואת השפן כי מעלה גרה,2090000823,42,42
ref-t.5.2.3.20.8-ref-t.5.2.3.20.21,ref-bible.0103.11.6.1-ref-bible.103.11.7.11,1080994,1081065,ref-t.5.2.3.20.8,ref-t.5.2.3.20.21,210556,210669,ref-bible.0103.11.6.1,ref-bible.0103.11.7.11,היא מפרסת פרסה ושוסעת שסע פרסות מעלת גרה בבהמה אותה תאכלו כל מעלת גרה ,ואת הארנבת כי מעלת גרה הוא ופרסה לא הפריסה טמאה הוא לכם ואת החזיר כי מפריס פרסה הוא ושסע שסע פרסה והוא גרה ,14,23,228,228.0,971,964.0,0.7102803738317757,0.6428571428571428,3,מעלת גרה גרה,2090000824,14,23
ref-t.5.2.3.20.2-ref-t.5.2.3.20.20,ref-bible.0103.11.26.1-ref-bible.0103.11.27.3,1080964,1081061,ref-t.5.2.3.20.2,ref-t.5.2.3.20.20,211657,211765,ref-bible.0103.11.26.1,ref-bible.0103.11.27.3,לכל הבהמה אשר הוא מפרסת פרסה ושסע איננה שסעת וגרה איננה מעלה טמאים הם לכם כל הנגע בהם יטמא וכל הולך על,לכל הבהמה אשר הוא מפרסת פרסה ושסע איננה שסעת וגרה איננה מעלה טמאים הם לכם כל הנגע בהם יטמא וכל הולך על,22,22,229,229.0,964,964.0,0.0,0.0,22,לכל הבהמה אשר הוא מפרסת פרסה ושסע איננה שסעת וגרה איננה מעלה טמאים הם לכם כל הנגע בהם יטמא וכל הולך על,2090000825,22,22
ref-t.5.2.3.20.5-ref-t.5.2.3.20.21,ref-bible.0105.14.6.1-ref-bible.0105.14.7.20,1080978,1081065,ref-t.5.2.3.20.5,ref-t.5.2.3.20.21,369441,369613,ref-bible.0105.14.6.1,ref-bible.0105.14.7.20,וכל בהמה מפרסת פרסה ושסעת שסע שתי פרסות מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה השסועה את הגמל ואת הארנבת ואת השפן כי מעלה גרה המה,וכל בהמה מפרסת פרסה ושסעת שסע שתי פרסות מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה השסועה את הגמל ואת הארנבת ואת השפן כי מעלה גרה המה,25,25,466,466.0,968,968.0,0.0,0.0,33,וכל בהמה מפרסת פרסה ושסעת שסע שתי פרסות מעלת גרה בבהמה אתה תאכלו אך את זה לא תאכלו ממעלי הגרה וממפריסי הפרסה השסועה את הגמל ואת הארנבת ואת השפן כי מעלה גרה המה,2090000826,33,33
ref-t.5.2.3.20.39-ref-t.5.2.3.20.44,ref-bible.0301.69.32.1-ref-bible.301.69.32.6,1081146,1081178,ref-t.5.2.3.20.39,ref-t.5.2.3.20.44,1198665,1198699,ref-bible.0301.69.32.1,ref-bible.0301.69.32.6,ותיטב לייי משור פר מקרין מפריס ,ותיטב ליהוה משור פר מקרן מפריס ,6,6,965,965.0,973,973.0,0.1290322580645161,0.0,4,ותיטב משור פר מפריס,2090000827,6,6
ref-t.5.2.3.21.28-ref-t.5.2.3.21.33,ref-bible.0301.69.32.1-ref-bible.301.69.32.6,1081308,1081342,ref-t.5.2.3.21.28,ref-t.5.2.3.21.33,1198665,1198699,ref-bible.0301.69.32.1,ref-bible.0301.69.32.6,ותיטב לייי משור פר מקרין ומפריס ,ותיטב ליהוה משור פר מקרן מפריס ,6,6,966,965.0,974,974.0,0.15625,0.3333333333333333,3,ותיטב משור פר,2090000828,6,6
ref-t.5.2.3.27.79-ref-t.5.2.3.27.97,ref-bible.0303.41.7.1-ref-bible.0303.41.8.3,1082756,1082854,ref-t.5.2.3.27.79,ref-t.5.2.3.27.97,1332001,1332045,ref-bible.0303.41.7.1,ref-bible.0303.41.8.3,גאוה אפיקי מגנים סגור חותם צר אחד,גאוה אפיקי מגנים סגור חותם צר אחד,7,7,1027,1027.0,975,975.0,0.0,0.0,7,גאוה אפיקי מגנים סגור חותם צר אחד,2090000829,7,7
ref-t.5.2.3.27.89-ref-t.5.2.3.27.93,ref-bible.0303.41.22.1-ref-bible.303.41.22.5,1082807,1082832,ref-t.5.2.3.27.89,ref-t.5.2.3.27.93,1332521,1332546,ref-bible.0303.41.22.1,ref-bible.0303.41.22.5,תחתיו חדודי חרס ירפד חרוץ ,תחתיו חדודי חרש ירפד חרוץ ,5,5,1030,1030.0,978,975.0,0.0384615384615384,0.3333333333333333,4,תחתיו חדודי ירפד חרוץ,2090000830,5,5
ref-t.5.2.4.5.19-ref-t.5.2.4.5.25,ref-bible.0103.22.28.4-ref-bible.103.22.28.10,1084076,1084107,ref-t.5.2.4.5.19,ref-t.5.2.4.5.25,238249,238280,ref-bible.0103.22.28.4,ref-bible.0103.22.28.10,אתו ואת בנו לא תשחטו ביום אחד ,אתו ואת בנו לא תשחטו ביום אחד ,7,7,296,296.0,979,979.0,0.0,0.0,7,אתו ואת בנו לא תשחטו ביום אחד,2090000831,7,7
ref-t.5.2.6.8.2-ref-t.5.2.6.8.17,ref-bible.0209.1.26.9-ref-bible.209.1.26.18,1087863,1087948,ref-t.5.2.6.8.2,ref-t.5.2.6.8.17,981889,981942,ref-bible.0209.1.26.9,ref-bible.0209.1.26.18,דם שעל הסכין ודם שעל הכנפים חייב לכסות רבן שמעון בן גמליאל אומ' הואיל ונתכסה דם ,דמות כסא ועל דמות הכסא דמות כמראה אדם עליו מלמעלה ,16,10,842,842.0,980,980.0,0.725,0.9333333333333332,0,,2090000832,16,10
ref-t.5.2.10.8.2-ref-t.5.2.10.8.16,ref-bible.0105.18.3.16-ref-bible.105.18.4.9,1098018,1098101,ref-t.5.2.10.8.2,ref-t.5.2.10.8.16,376496,376565,ref-bible.0105.18.3.16,ref-bible.0105.18.4.9,גז צאנו של חבירו ולא הפריש ממנו ראשית הגז הלוקח פטור חומר בזרוע בלחיים ובקיבה ,הזרע והלחיים והקבה ראשית דגנך תירשך ויצהרך וראשית גז צאנך תתן לו ,15,12,485,485.0,981,981.0,0.7307692307692307,0.8,1,ראשית,2090000833,15,12
ref-t.5.2.10.14.9-ref-t.5.2.10.15.15,ref-bible.0105.22.6.23-ref-bible.105.22.7.7,1099009,1099096,ref-t.5.2.10.14.9,ref-t.5.2.10.15.15,383344,383393,ref-bible.0105.22.6.23,ref-bible.0105.22.7.7,ולקח הנוטל אם מעל הבנים ר' יהודה אומ' לוקח ואינו משלח וחכמים אומ' משלח ואינו לוקח ,תקח האם על הבנים שלח תשלח את האם ואת הבנים תקח ,16,6,505,505.0,982,982.0,0.6097560975609756,0.7142857142857143,1,הבנים,2090000834,16,11
ref-t.5.2.10.16.59-ref-t.5.2.10.16.65,ref-bible.0105.22.7.9-ref-bible.105.22.7.13,1099441,1099478,ref-t.5.2.10.16.59,ref-t.5.2.10.16.65,383397,383422,ref-bible.0105.22.7.9,ref-bible.0105.22.7.13,למען ייטב לך בעולם הזה והארכת ימים ,למען ייטב לך והארכת ימים ,7,5,506,506.0,983,983.0,0.2857142857142857,0.2857142857142857,5,למען ייטב לך והארכת ימים,2090000835,7,5
ref-t.5.3.1.16.43-ref-t.5.3.1.16.63,ref-bible.0209.37.26.6-ref-bible.209.37.26.15,1102546,1102662,ref-t.5.3.1.16.43,ref-t.5.3.1.16.63,1053853,1053911,ref-bible.0209.37.26.6,ref-bible.0209.37.26.15,ונותנו לתוך כלי שרת ומקדשו בתוך כלי שרת ומלקט את הלבונה ונותנה על גביו ומעלה אותו על גבי המזבח ומולחו ונותנו ,עולם יהיה אותם ונתתים והרביתי אותם ונתתי את מקדשי בתוכם ,21,10,876,876.0,984,984.0,0.7614678899082569,0.95,1,את,2090000836,21,10
ref-t.5.3.1.17.80-ref-t.5.3.1.17.87,ref-bible.0103.6.15.10-ref-bible.103.6.16.5,1103142,1103182,ref-t.5.3.1.17.80,ref-t.5.3.1.17.87,201034,201067,ref-bible.0103.6.15.10,ref-bible.0103.6.16.5,כליל לאישים שנ' וכל מנחת כהן כליל תהיה ,כליל תקטר וכל מנחת כהן כליל תהיה ,8,7,208,208.0,985,985.0,0.2564102564102564,0.375,6,כליל וכל מנחת כהן כליל תהיה,2090000837,8,7
ref-t.5.3.4.7.30-ref-t.5.3.4.7.49,ref-bible.0313.29.22.11-ref-bible.313.29.22.17,1110105,1110211,ref-t.5.3.4.7.30,ref-t.5.3.4.7.49,1569881,1569930,ref-bible.0313.29.22.11,ref-bible.0313.29.22.17,נזרק דם הזבח פסולין משנזרק דם הזבח כשירין שתי הלחם שחסרו עד שלא נזרק דמן של כבשין פסולין משנזרק דמן ,ויזרקו הדם המזבחה וישחטו הכבשים ויזרקו הדם ,20,7,1207,1206.0,986,986.0,0.73,0.875,0,,2090000838,20,7
ref-t.5.3.6.6.12-ref-t.5.3.6.6.20,ref-bible.0103.2.12.1-ref-bible.103.2.12.9,1117987,1118034,ref-t.5.3.6.6.12,ref-t.5.3.6.6.20,193575,193623,ref-bible.0103.2.12.1,ref-bible.0103.2.12.9,קרבן ראשית תקריבו אותם לייי ואל המזבח לא יעלו ,קרבן ראשית תקריבו אתם ליהוה ואל המזבח לא יעלו ,9,9,189,189.0,987,987.0,0.0869565217391304,0.0,7,קרבן ראשית תקריבו ואל המזבח לא יעלו,2090000839,9,9
ref-t.5.3.6.8.14-ref-t.5.3.6.8.21,ref-bible.0103.2.11.9-ref-bible.103.2.11.16,1118204,1118237,ref-t.5.3.6.8.14,ref-t.5.3.6.8.21,193530,193563,ref-bible.0103.2.11.9,ref-bible.0103.2.11.16,כי כל שאר וכל דבש לא תקטירו ממנו ,כי כל שאר וכל דבש לא תקטירו ממנו ,8,8,188,188.0,988,988.0,0.0,0.0,8,כי כל שאר וכל דבש לא תקטירו ממנו,2090000840,8,8
ref-t.5.3.6.9.14-ref-t.5.3.6.9.21,ref-bible.0103.2.11.1-ref-bible.103.2.11.8,1118304,1118341,ref-t.5.3.6.9.14,ref-t.5.3.6.9.21,193490,193529,ref-bible.0103.2.11.1,ref-bible.0103.2.11.8,כל המנחה אשר תקריבו לייי לא תעשה חמץ ,כל המנחה אשר תקריבו ליהוה לא תעשה חמץ ,8,8,187,187.0,989,989.0,0.0789473684210526,0.0,7,כל המנחה אשר תקריבו לא תעשה חמץ,2090000841,8,8
ref-t.5.3.6.11.23-ref-t.5.3.6.11.27,ref-bible.0103.14.4.9-ref-bible.103.14.4.13,1118784,1118809,ref-t.5.3.6.11.23,ref-t.5.3.6.11.27,218486,218512,ref-bible.0103.14.4.9,ref-bible.0103.14.4.13,עץ ארז ואזוב ושני תולעת ,ועץ ארז ושני תולעת ואזב ,5,5,237,236.0,990,990.0,0.5,0.0,3,ארז ושני תולעת,2090000842,5,5
ref-t.5.3.6.11.23-ref-t.5.3.6.11.27,ref-bible.0103.14.49.7-ref-bible.103.14.49.11,1118784,1118809,ref-t.5.3.6.11.23,ref-t.5.3.6.11.27,222055,222081,ref-bible.0103.14.49.7,ref-bible.0103.14.49.11,עץ ארז ואזוב ושני תולעת ,ועץ ארז ושני תולעת ואזב ,5,5,244,243.0,991,990.0,0.5,0.0,3,ארז ושני תולעת,2090000843,5,5
ref-t.5.3.6.11.23-ref-t.5.3.6.11.27,ref-bible.0103.14.51.3-ref-bible.103.14.51.9,1118784,1118809,ref-t.5.3.6.11.23,ref-t.5.3.6.11.27,222135,222171,ref-bible.0103.14.51.3,ref-bible.0103.14.51.9,עץ ארז ואזוב ושני תולעת ,עץ הארז ואת האזב ואת שני התולעת ,5,7,249,248.0,992,990.0,0.3125,0.1666666666666666,1,עץ,2090000844,5,7
ref-t.5.3.6.11.23-ref-t.5.3.6.11.27,ref-bible.0103.14.52.10-ref-bible.103.14.52.14,1118784,1118809,ref-t.5.3.6.11.23,ref-t.5.3.6.11.27,222311,222344,ref-bible.0103.14.52.10,ref-bible.0103.14.52.14,עץ ארז ואזוב ושני תולעת ,ובעץ הארז ובאזב ובשני התולעת ,5,5,253,252.0,993,990.0,0.2413793103448276,0.75,0,,2090000845,5,5
ref-t.5.3.6.11.23-ref-t.5.3.6.11.27,ref-bible.0104.19.6.3-ref-bible.104.19.6.7,1118784,1118809,ref-t.5.3.6.11.23,ref-t.5.3.6.11.27,298267,298292,ref-bible.0104.19.6.3,ref-bible.0104.19.6.7,עץ ארז ואזוב ושני תולעת ,עץ ארז ואזוב ושני תולעת ,5,5,380,379.0,994,990.0,0.0,0.0,5,עץ ארז ואזוב ושני תולעת,2090000846,5,5
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-bible.0102.28.5.6-ref-bible.102.28.5.13,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,160357,160403,ref-bible.0102.28.5.6,ref-bible.0102.28.5.13,תכלת וארגמן ותולעת שני ושש ,התכלת ואת הארגמן ואת תולעת השני ואת השש ,5,8,128,128.0,995,995.0,0.325,0.1666666666666666,0,,2090000847,5,8
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-bible.0102.35.25.10-ref-bible.102.35.25.17,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,178775,178819,ref-bible.0102.35.25.10,ref-bible.0102.35.25.17,תכלת וארגמן ותולעת שני ושש ,התכלת ואת הארגמן את תולעת השני ואת השש ,5,8,154,152.0,996,995.0,0.3333333333333333,0.1666666666666666,0,,2090000848,5,8
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-bible.0102.35.35.11-ref-bible.102.35.35.15,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,179407,179442,ref-bible.0102.35.35.11,ref-bible.0102.35.35.15,תכלת וארגמן ותולעת שני ושש ,בתכלת ובארגמן בתולעת השני ובשש ,5,5,155,155.0,997,995.0,0.1612903225806451,0.5714285714285714,0,,2090000849,5,5
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-bible.0102.38.23.10-ref-bible.102.38.23.14,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,185674,185710,ref-bible.0102.38.23.10,ref-bible.0102.38.23.14,תכלת וארגמן ותולעת שני ושש ,בתכלת ובארגמן ובתולעת השני ובשש ,5,5,163,161.0,998,995.0,0.15625,0.75,0,,2090000850,5,5
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-bible.0102.39.3.9-ref-bible.102.39.3.16,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,186611,186663,ref-bible.0102.39.3.9,ref-bible.0102.39.3.16,תכלת וארגמן ותולעת שני ושש ,התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש ,5,8,164,164.0,999,995.0,0.4130434782608695,0.1666666666666666,0,,2090000851,5,8
ref-t.5.3.7.1.6-ref-t.5.3.7.1.18,ref-bible.0102.30.23.10-ref-bible.102.30.24.8,1121599,1121671,ref-t.5.3.7.1.6,ref-t.5.3.7.1.18,167966,168061,ref-bible.0102.30.23.10,ref-bible.0102.30.24.8,וקנמן בשם מחציתו חמשים ומאתים וקדה חמש מאות בשקל הקדש ושמן זית הין ,וקנמן בשם מחציתו חמשים ומאתים וקנה בשם חמשים ומאתים וקדה חמש מאות בשקל הקדש ושמן זית הין ,13,17,135,135.0,1000,1000.0,0.247191011235955,0.0714285714285714,13,וקנמן בשם מחציתו חמשים ומאתים וקדה חמש מאות בשקל הקדש ושמן זית הין,2090000852,13,17
ref-t.5.3.7.7.21-ref-t.5.3.7.7.30,ref-bible.0102.40.22.1-ref-bible.102.40.23.5,1122830,1122881,ref-t.5.3.7.7.21,ref-t.5.3.7.7.30,190575,190658,ref-bible.0102.40.22.1,ref-bible.0102.40.23.5,ויתן את השלחן באהל מועד וגו' ויערך ערך לחם לפני ,ויתן את השלחן באהל מועד על ירך המשכן צפנה מחוץ לפרכת ויערך עליו ערך לחם לפני ,10,16,174,174.0,1001,1001.0,0.4155844155844156,0.4666666666666667,9,ויתן את השלחן באהל מועד ויערך ערך לחם לפני,2090000853,10,16
