baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.336.1.18-ref-sifre-d.336.1.23,ref-b.2.1.18.127a.14.17-ref-b.2.1.18.127a.14.22,347695,347733,ref-sifre-d.336.1.18,ref-sifre-d.336.1.23,803055,803093,ref-b.2.1.18.127a.14.17,ref-b.2.1.18.127a.14.22,בעולם הזה והקרן קיימת לו לעולם הבא ,בעולם הזה והקרן קיימת לו לעולם הבא ,1,1,249,249.0,3778,3777.0,0.0,0.0,7,בעולם הזה והקרן קיימת לו לעולם הבא,6080002937,7,7
ref-sifre-d.336.1.18-ref-sifre-d.336.1.23,ref-b.2.1.18.127a.15.12-ref-b.2.1.18.127a.15.17,347695,347733,ref-sifre-d.336.1.18,ref-sifre-d.336.1.23,803272,803310,ref-b.2.1.18.127a.15.12,ref-b.2.1.18.127a.15.17,בעולם הזה והקרן קיימת לו לעולם הבא ,בעולם הזה והקרן קיימת לו לעולם הבא ,1,1,251,250.0,3779,3777.0,0.0,0.0,7,בעולם הזה והקרן קיימת לו לעולם הבא,6080002938,7,7
ref-sifre-d.336.1.18-ref-sifre-d.336.1.23,ref-b.3.7.1.39b.3.7-ref-b.3.7.1.39b.3.12,347695,347733,ref-sifre-d.336.1.18,ref-sifre-d.336.1.23,4523945,4523983,ref-b.3.7.1.39b.3.7,ref-b.3.7.1.39b.3.12,בעולם הזה והקרן קיימת לו לעולם הבא ,בעולם הזה והקרן קיימת לו לעולם הבא ,1,1,2020,2019.0,3780,3777.0,0.0,0.0,7,בעולם הזה והקרן קיימת לו לעולם הבא,6080002939,7,7
ref-sifre-d.336.1.16-ref-sifre-d.336.1.23,ref-b.3.7.1.40a.4.11-ref-b.3.7.1.40a.4.19,347687,347733,ref-sifre-d.336.1.16,ref-sifre-d.336.1.23,4526856,4526915,ref-b.3.7.1.40a.4.11,ref-b.3.7.1.40a.4.19,מתן שכר בעולם הזה והקרן קיימת לו לעולם הבא ,אותן ואוכל פירותיהן בעולם הזה והקרן קיימת לו לעולם הבא ,3,4,2029,2029.0,3777,3777.0,0.2545454545454545,0.3333333333333333,7,בעולם הזה והקרן קיימת לו לעולם הבא,6080002940,9,10
ref-sifre-d.336.1.30-ref-sifre-d.336.1.36,ref-b.4.4.11.99b.5.7-ref-b.4.4.11.99b.5.14,347757,347795,ref-sifre-d.336.1.30,ref-sifre-d.336.1.36,6340949,6340992,ref-b.4.4.11.99b.5.7,ref-b.4.4.11.99b.5.14,נכתב ואחות לוטן תמנע ותמנע היתה פלגש ,לכתוב אלא ואחות לוטן תמנע ותמנע היתה פלגש ,7,8,2983,2983.0,3782,3781.0,0.1428571428571428,0.1428571428571429,6,ואחות לוטן תמנע ותמנע היתה פלגש,6080002941,7,8
ref-sifre-d.336.1.30-ref-sifre-d.336.1.35,ref-b.4.4.11.99b.7.4-ref-b.4.4.11.99b.7.13,347757,347790,ref-sifre-d.336.1.30,ref-sifre-d.336.1.35,6341336,6341384,ref-b.4.4.11.99b.7.4,ref-b.4.4.11.99b.7.13,נכתב ואחות לוטן תמנע ותמנע היתה ,אחות לוטן תמנע מאי היא תמנע בת מלכים הואי דכתיב ,6,10,2984,2984.0,3781,3781.0,0.625,0.4285714285714286,2,לוטן תמנע,6080002942,6,10
ref-sifre-d.336.2.8-ref-sifre-d.336.2.13,ref-b.2.1.18.127a.15.6-ref-b.2.1.18.127a.15.12,348143,348189,ref-sifre-d.336.2.8,ref-sifre-d.336.2.13,803234,803283,ref-b.2.1.18.127a.15.6,ref-b.2.1.18.127a.15.12,הדברים שהעושה אותם אוכל פירותיהם בעולם הזה ,דברים שאדם עושה אותם ואוכל פירותיהן בעולם הזה ,7,8,250,250.0,3784,3783.0,0.1521739130434782,0.5,3,אותם בעולם הזה,6080002943,7,8
ref-sifre-d.336.2.11-ref-sifre-d.336.2.25,ref-b.3.7.1.39b.3.5-ref-b.3.7.1.39b.3.18,348164,348254,ref-sifre-d.336.2.11,ref-sifre-d.336.2.25,4523931,4524003,ref-b.3.7.1.39b.3.5,ref-b.3.7.1.39b.3.18,אוכל פירותיהם בעולם הזה ואריכות ימים לעולם הבא ומפורש כן בתלמוד תורה וכיבוד אב ואם ,אוכל פירותיהן בעולם הזה והקרן קיימת לו לעולם הבא אלו הן כבוד אב ואם ,15,8,2019,2019.0,3785,3783.0,0.3855421686746988,0.6666666666666667,7,אוכל בעולם הזה לעולם הבא אב ואם,6080002944,15,14
ref-sifre-d.336.2.33-ref-sifre-d.336.2.37,ref-b.3.7.1.39b.7.24-ref-b.3.7.1.39b.7.31,348285,348315,ref-sifre-d.336.2.33,ref-sifre-d.336.2.37,4524738,4524782,ref-b.3.7.1.39b.7.24,ref-b.3.7.1.39b.7.31,למען יאריכון ימיך בשילוח הקן ,למען יאריכן ימיך ולמען ייטב לך בשילוח הקן ,5,8,2023,2021.0,3788,3783.0,0.3571428571428571,0.375,4,למען ימיך בשילוח הקן,6080002945,5,8
ref-sifre-d.336.2.33-ref-sifre-d.336.2.37,ref-b.3.7.1.40a.6.29-ref-b.3.7.1.40a.7.9,348285,348315,ref-sifre-d.336.2.33,ref-sifre-d.336.2.37,4527262,4527320,ref-b.3.7.1.40a.6.29,ref-b.3.7.1.40a.7.9,וארך ימיך בשילוח הקן נמי כתיב למען ייטב לך והארכת ימים,וארך ימיך בשילוח הקן נמי כתיב למען ייטב לך והארכת ימים,11,11,2032,2032.0,3789,3789.0,0.0,0.0,11,וארך ימיך בשילוח הקן נמי כתיב למען ייטב לך והארכת ימים,6080002946,11,11
ref-sifre-d.336.2.23-ref-sifre-d.336.2.37,ref-b.5.3.12.142a.3.20-ref-b.5.3.12.142a.3.31,348239,348315,ref-sifre-d.336.2.23,ref-sifre-d.336.2.37,7923757,7923822,ref-b.5.3.12.142a.3.20,ref-b.5.3.12.142a.3.31,בכבוד אב ואם כתיב למען יאריכון ימיך ולמען ייטב לך בשילוח הקן,בכבוד אב ואם כתיב למען יאריכון ימיך ולמען ייטב לך בשילוח הקן,12,12,3781,3781.0,3786,3786.0,0.0,0.0,12,בכבוד אב ואם כתיב למען יאריכון ימיך ולמען ייטב לך בשילוח הקן,6080002947,12,12
ref-sifre-d.336.2.3-ref-sifre-d.336.2.17,ref-b.6.7.2.16b.5.21-ref-b.6.7.2.16b.6.4,348121,348214,ref-sifre-d.336.2.3,ref-sifre-d.336.2.17,8554976,8555026,ref-b.6.7.2.16b.5.21,ref-b.6.7.2.16b.6.4,תאריכו ימים זה אחד מן הדברים שהעושה אותם אוכל פירותיהם בעולם הזה ואריכות ימים לעולם הבא ,"בעוה""ז כדי שיאריכו ימיכם לעוהב אמר ר' זירא מדברי ",16,7,4011,4011.0,3783,3783.0,0.75,1.0,0,,6080002948,16,7
ref-sifre-d.336.2.40-ref-sifre-d.336.2.47,ref-b.4.2.8.102a.23.16-ref-b.4.2.8.102a.23.24,348325,348359,ref-sifre-d.336.2.40,ref-sifre-d.336.2.47,5444677,5444715,ref-b.4.2.8.102a.23.16,ref-b.4.2.8.102a.23.24,שלח תשלח את האם ואת הבנים תקח לך ,שלח תשלח את האם והדר את הבנים תקח לך ,8,9,2303,2303.0,3791,3791.0,0.1081081081081081,0.125,7,שלח תשלח את האם הבנים תקח לך,6080002949,8,9
ref-sifre-d.336.2.40-ref-sifre-d.336.2.47,ref-b.5.3.12.139b.4.3-ref-b.5.3.12.139b.4.10,348325,348359,ref-sifre-d.336.2.40,ref-sifre-d.336.2.47,7913424,7913458,ref-b.5.3.12.139b.4.3,ref-b.5.3.12.139b.4.10,שלח תשלח את האם ואת הבנים תקח לך ,שלח תשלח את האם ואת הבנים תקח לך ,8,8,3763,3763.0,3792,3791.0,0.0,0.0,8,שלח תשלח את האם ואת הבנים תקח לך,6080002950,8,8
ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,ref-b.1.1.9.64a.13.13-ref-b.1.1.9.64a.13.19,348403,348436,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,355734,355767,ref-b.1.1.9.64a.13.13,ref-b.1.1.9.64a.13.19,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך למודי ה' ורב שלום בניך ,7,7,171,171.0,3803,3793.0,0.0,0.0,7,וכל בניך למודי ה' ורב שלום בניך,6080002951,7,7
ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,ref-b.3.1.16.122b.11.13-ref-b.3.1.16.122b.11.19,348403,348436,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,3253681,3253714,ref-b.3.1.16.122b.11.13,ref-b.3.1.16.122b.11.19,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך למודי ה' ורב שלום בניך ,7,7,1343,1343.0,3804,3793.0,0.0,0.0,7,וכל בניך למודי ה' ורב שלום בניך,6080002952,7,7
ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,ref-b.3.4.9.66b.4.13-ref-b.3.4.9.66b.4.19,348403,348436,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,3900381,3900414,ref-b.3.4.9.66b.4.13,ref-b.3.4.9.66b.4.19,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך למודי ה' ורב שלום בניך ,7,7,1508,1508.0,3805,3793.0,0.0,0.0,7,וכל בניך למודי ה' ורב שלום בניך,6080002953,7,7
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.3.7.1.39b.7.24-ref-b.3.7.1.39b.7.37,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,4524738,4524813,ref-b.3.7.1.39b.7.24,ref-b.3.7.1.39b.7.37,למען יאריכן ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,למען יאריכן ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,14,14,2022,2022.0,3793,3793.0,0.0,0.0,14,למען יאריכן ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,6080002954,14,14
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.3.7.1.39b.8.32-ref-b.3.7.1.39b.8.40,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,4524970,4525018,ref-b.3.7.1.39b.8.32,ref-b.3.7.1.39b.8.40,למען ייטב לך והארכת ימים ,למען ייטב לך לעולם שכולו טוב ולמען יאריכן ימיך ,5,9,2025,2025.0,3795,3793.0,0.5319148936170213,0.7,3,למען ייטב לך,6080002955,5,9
ref-sifre-d.336.2.48-ref-sifre-d.336.2.57,ref-b.3.7.1.40a.4.28-ref-b.3.7.1.40a.5.10,348360,348412,ref-sifre-d.336.2.48,ref-sifre-d.336.2.57,4526951,4527055,ref-b.3.7.1.40a.4.28,ref-b.3.7.1.40a.5.10,והבאת שלום שבין אדם לחבירו ותלמוד תורה כנגד כולם בכיבוד אב ואם כתיב למען יאריכן ימיך ולמען ייטב לך,והבאת שלום שבין אדם לחבירו ותלמוד תורה כנגד כולם בכיבוד אב ואם כתיב למען יאריכן ימיך ולמען ייטב לך,17,17,2030,2030.0,3801,3801.0,0.0,0.0,17,והבאת שלום שבין אדם לחבירו ותלמוד תורה כנגד כולם בכיבוד_אב_ואם כתיב למען יאריכן ימיך ולמען ייטב לך,6080002956,17,17
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.3.7.1.40a.7.5-ref-b.3.7.1.40a.7.9,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,4527295,4527320,ref-b.3.7.1.40a.7.5,ref-b.3.7.1.40a.7.9,למען ייטב לך והארכת ימים ,למען ייטב לך והארכת ימים ,5,5,2034,2032.0,3796,3793.0,0.0,0.0,5,למען ייטב לך והארכת ימים,6080002957,5,5
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.5.3.12.142a.3.24-ref-b.5.3.12.142a.3.37,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,7923777,7923853,ref-b.5.3.12.142a.3.24,ref-b.5.3.12.142a.3.37,למען יאריכון ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,למען יאריכון ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,14,14,3783,3783.0,3797,3797.0,0.0,0.0,14,למען יאריכון ימיך ולמען ייטב לך בשילוח הקן כתיב למען ייטב לך והארכת ימים,6080002958,14,14
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.5.3.12.142a.4.30-ref-b.5.3.12.142a.4.38,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,7923998,7924049,ref-b.5.3.12.142a.4.30,ref-b.5.3.12.142a.4.38,למען ייטב לך והארכת ימים ,למען יאריכון ימיך בעולם שכולו ארוך ולמען ייטב לך ,5,9,3785,3785.0,3799,3793.0,0.6530612244897959,0.7272727272727273,3,למען ייטב לך,6080002959,5,9
ref-sifre-d.336.2.48-ref-sifre-d.336.2.52,ref-b.5.3.12.142a.9.42-ref-b.5.3.12.142a.9.50,348360,348385,ref-sifre-d.336.2.48,ref-sifre-d.336.2.52,7924803,7924852,ref-b.5.3.12.142a.9.42,ref-b.5.3.12.142a.9.50,למען ייטב לך והארכת ימים ,למען ייטב לך בעולם שכלו טוב ולמען יאריכון ימיך ,5,9,3786,3786.0,3800,3793.0,0.5319148936170213,0.7,3,למען ייטב לך,6080002960,5,9
ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,ref-b.5.7.6.28b.8.11-ref-b.5.7.6.28b.8.17,348403,348436,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,8459347,8459380,ref-b.5.7.6.28b.8.11,ref-b.5.7.6.28b.8.17,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך למודי ה' ורב שלום בניך ,7,7,3986,3986.0,3806,3793.0,0.0,0.0,7,וכל בניך למודי ה' ורב שלום בניך,6080002961,7,7
ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,ref-b.5.9.4.32b.6.32-ref-b.5.9.4.32b.6.38,348403,348436,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,8506809,8506843,ref-b.5.9.4.32b.6.32,ref-b.5.9.4.32b.6.38,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך לימודי ה' ורב שלום בניך ,7,7,4006,4006.0,3807,3793.0,0.0303030303030303,0.0,6,וכל בניך ה' ורב שלום בניך,6080002962,7,7
ref-sifre-d.339.3.24-ref-sifre-d.339.3.32,ref-b.2.5.2.23b.4.14-ref-b.2.5.2.23b.5.3,350478,350528,ref-sifre-d.339.3.24,ref-sifre-d.339.3.32,1747136,1747185,ref-b.2.5.2.23b.4.14,ref-b.2.5.2.23b.5.3,והפשט את אהרן את בגדיו הפשיטו בגדי כהונה והלבישן ,שפושט בגדי קודש ולובש בגדי חול תלמוד לומר ופשט ,9,9,532,532.0,3808,3808.0,0.7346938775510204,0.8333333333333334,1,בגדי,6080002963,9,9
ref-sifre-d.339.3.60-ref-sifre-d.339.3.72,ref-b.4.4.11.92b.3.10-ref-b.4.4.11.92b.3.25,350674,350732,ref-sifre-d.339.3.60,ref-sifre-d.339.3.72,6296114,6296195,ref-b.4.4.11.92b.3.10,ref-b.4.4.11.92b.3.25,אמר משה אשרי מי שמת במיתה זו לכך נאמר כאשר מת אהרן אחיך ,ואמרו שירה ומתו מה שירה אמרו ה' ממית בצדק ומחיה ברחמים ר' יהושע אומר שירה זו ,13,14,2952,2952.0,3809,3809.0,0.7012987012987013,0.7333333333333334,1,זו,6080002964,13,14
ref-sifre-d.342.1.11-ref-sifre-d.342.1.14,ref-b.1.1.1.5a.5.32-ref-b.1.1.1.5a.5.35,351497,351516,ref-sifre-d.342.1.11,ref-sifre-d.342.1.14,14180,14198,ref-b.1.1.1.5a.5.32,ref-b.1.1.1.5a.5.35,מזי רעב ולחומי רשף ,מזי רעב ולחמי רשף ,4,4,6,5.0,3810,3810.0,0.0526315789473684,0.0,3,מזי רעב רשף,6080002965,4,4
ref-sifre-d.342.1.11-ref-sifre-d.342.1.14,ref-b.1.1.1.5a.6.31-ref-b.1.1.1.5a.6.34,351497,351516,ref-sifre-d.342.1.11,ref-sifre-d.342.1.14,14373,14391,ref-b.1.1.1.5a.6.31,ref-b.1.1.1.5a.6.34,מזי רעב ולחומי רשף ,מזי רעב ולחמי רשף ,4,4,8,7.0,3811,3810.0,0.0526315789473684,0.0,3,מזי רעב רשף,6080002966,4,4
ref-sifre-d.342.1.15-ref-sifre-d.342.1.19,ref-b.4.1.6.60b.2.24-ref-b.4.1.6.60b.2.28,351517,351545,ref-sifre-d.342.1.15,ref-sifre-d.342.1.19,4875445,4875473,ref-b.4.1.6.60b.2.24,ref-b.4.1.6.60b.2.28,מחוץ תשכל חרב ומחדרים אימה ,מחוץ תשכל חרב ומחדרים אימה ,5,5,2127,2127.0,3812,3812.0,0.0,0.0,5,מחוץ תשכל חרב ומחדרים אימה,6080002967,5,5
ref-sifre-d.342.1.15-ref-sifre-d.342.1.20,ref-b.4.1.6.60b.4.23-ref-b.4.1.6.60b.4.33,351517,351553,ref-sifre-d.342.1.15,ref-sifre-d.342.1.20,4875673,4875735,ref-b.4.1.6.60b.4.23,ref-b.4.1.6.60b.4.33,מחוץ תשכל חרב ומחדרים אימה ובחורב ,"מחוץ תשכל חרב ומחדרים אימה אע""ג דמחדרים אימה מחוץ תשכל חרב ",6,11,2128,2128.0,3813,3812.0,0.4576271186440678,0.375,5,מחוץ תשכל חרב ומחדרים אימה,6080002968,6,11
ref-sifre-d.342.2.4-ref-sifre-d.342.2.21,ref-b.4.4.11.105a.2.16-ref-b.4.4.11.105a.2.47,351640,351749,ref-sifre-d.342.2.4,ref-sifre-d.342.2.21,6373777,6373957,ref-b.4.4.11.105a.2.16,ref-b.4.4.11.105a.2.47,לנביא אמר להן נביא לישראל חזרו בתשובה אבותיכם שחטאו היכן הם אמרו להן ונביאיכם שלא חטאו היכן הם שנאמר אבותיכם איה הם והנביאים הלעולם יחיו אמר להן חזרו והודו שנאמר אך דברי,לנביא אמר להן נביא לישראל חזרו בתשובה אבותיכם שחטאו היכן הם אמרו להן ונביאיכם שלא חטאו היכן הם שנאמר אבותיכם איה הם והנביאים הלעולם יחיו אמר להן חזרו והודו שנאמר אך דברי,32,32,3015,3015.0,3814,3814.0,0.0,0.0,32,לנביא אמר להן נביא לישראל חזרו בתשובה אבותיכם שחטאו היכן הם אמרו להן ונביאיכם שלא חטאו היכן הם שנאמר אבותיכם איה הם והנביאים הלעולם יחיו אמר להן חזרו והודו שנאמר אך דברי,6080002969,32,32
ref-sifre-d.342.2.41-ref-sifre-d.342.2.48,ref-b.1.1.6.43b.4.15-ref-b.1.1.6.43b.4.20,351839,351885,ref-sifre-d.342.2.41,ref-sifre-d.342.2.48,231255,231292,ref-b.1.1.6.43b.4.15,ref-b.1.1.6.43b.4.20,ואמר להם נחמות ילכו יונקותיו ויהי כזית הודו ,שנאמר ילכו יונקותיו ויהי כזית הודו ,8,6,129,129.0,3816,3816.0,0.2727272727272727,0.5,5,ילכו יונקותיו ויהי כזית הודו,6080002970,8,6
ref-sifre-d.342.2.57-ref-sifre-d.342.2.60,ref-b.2.5.8.86a.14.11-ref-b.2.5.8.86a.14.14,351932,351953,ref-sifre-d.342.2.57,ref-sifre-d.342.2.60,1950372,1950394,ref-b.2.5.8.86a.14.11,ref-b.2.5.8.86a.14.14,ארפא משובתם אהבם נדבה ,ארפא משובתם אוהבם נדבה ,4,4,627,627.0,3817,3817.0,0.0434782608695652,0.0,3,ארפא משובתם נדבה,6080002971,4,4
ref-sifre-d.342.2.57-ref-sifre-d.342.2.60,ref-b.2.5.8.86b.6.47-ref-b.2.5.8.86b.6.50,351932,351953,ref-sifre-d.342.2.57,ref-sifre-d.342.2.60,1951901,1951923,ref-b.2.5.8.86b.6.47,ref-b.2.5.8.86b.6.50,ארפא משובתם אהבם נדבה ,ארפא משובתם אוהבם נדבה ,4,4,630,630.0,3818,3817.0,0.0434782608695652,0.0,3,ארפא משובתם נדבה,6080002972,4,4
ref-sifre-d.342.2.57-ref-sifre-d.342.2.60,ref-b.2.5.8.86b.7.17-ref-b.2.5.8.86b.7.20,351932,351953,ref-sifre-d.342.2.57,ref-sifre-d.342.2.60,1952014,1952036,ref-b.2.5.8.86b.7.17,ref-b.2.5.8.86b.7.20,ארפא משובתם אהבם נדבה ,ארפא משובתם אוהבם נדבה ,4,4,631,631.0,3819,3817.0,0.0434782608695652,0.0,3,ארפא משובתם נדבה,6080002973,4,4
ref-sifre-d.342.2.90-ref-sifre-d.342.2.101,ref-b.2.1.2.33a.1.17-ref-b.2.1.2.33a.1.28,352129,352193,ref-sifre-d.342.2.90,ref-sifre-d.342.2.101,461889,461953,ref-b.2.1.2.33a.1.17,ref-b.2.1.2.33a.1.28,יתר הגזם אכל הארבה ויתר הארבה אכל הילק ויתר הילק אכל החסיל ,יתר הגזם אכל הארבה ויתר הארבה אכל הילק ויתר הילק אכל החסיל ,12,12,186,186.0,3820,3820.0,0.0,0.0,12,יתר הגזם אכל הארבה ויתר הארבה אכל הילק ויתר הילק אכל החסיל,6080002974,12,12
ref-sifre-d.342.2.119-ref-sifre-d.342.2.132,ref-b.2.1.2.32b.9.13-ref-b.2.1.2.32b.9.25,352288,352368,ref-sifre-d.342.2.119,ref-sifre-d.342.2.132,461668,461748,ref-b.2.1.2.32b.9.13,ref-b.2.1.2.32b.9.25,אמר שמעו את הדבר הזה פרות הבשן אשר בהר שומרון העושקות דלים הרוצצות אביונים ,שנאמר שמעו הדבר הזה פרות הבשן אשר בהר שומרון העושקות דלים הרוצצות אביונים ,14,13,185,184.0,3821,3821.0,0.0666666666666666,0.1999999999999999,12,שמעו הדבר הזה פרות הבשן אשר בהר שומרון העושקות דלים הרוצצות אביונים,6080002975,14,13
ref-sifre-d.342.2.142-ref-sifre-d.342.2.152,ref-b.2.8.1.17a.15.50-ref-b.2.8.1.17a.16.13,352429,352479,ref-sifre-d.342.2.142,ref-sifre-d.342.2.152,2294849,2294964,ref-b.2.8.1.17a.15.50,ref-b.2.8.1.17a.16.13,נושא עון ועובר על פשע למי נושא עון לעובר פשע לשארית נחלתו אמר רבי אחא בר חנינא אליה וקוץ בה לשארית נחלתו ולא,נושא עון ועובר על פשע למי נושא עון לעובר פשע לשארית נחלתו אמר רבי אחא בר חנינא אליה וקוץ בה לשארית נחלתו ולא,19,19,766,766.0,3822,3822.0,0.0,0.0,19,נושא עון ועובר על פשע למי נושא עון לעובר פשע לשארית נחלתו אמר_רבי_אחא_בר_חנינא אליה וקוץ בה לשארית נחלתו ולא,6080002976,19,19
ref-sifre-d.342.2.160-ref-sifre-d.342.2.163,ref-b.2.8.1.17a.12.16-ref-b.2.8.1.17a.12.19,352510,352536,ref-sifre-d.342.2.160,ref-sifre-d.342.2.163,2294288,2294314,ref-b.2.8.1.17a.12.16,ref-b.2.8.1.17a.12.19,ישוב ירחמנו יכבוש עונותינו ,ישוב ירחמנו יכבוש עונותינו ,4,4,765,765.0,3824,3824.0,0.0,0.0,4,ישוב ירחמנו יכבוש עונותינו,6080002977,4,4
ref-sifre-d.342.2.187-ref-sifre-d.342.2.194,ref-b.1.1.1.6b.29.15-ref-b.1.1.1.6b.29.24,352675,352710,ref-sifre-d.342.2.187,ref-sifre-d.342.2.194,25138,25188,ref-b.1.1.1.6b.29.15,ref-b.1.1.1.6b.29.24,קולות שנאמר קול ששון וקול שמחה קול חתן וקול כלה,קולות שנאמר קול ששון וקול שמחה קול חתן וקול כלה,10,10,23,23.0,3826,3826.0,0.0,0.0,10,קולות שנאמר קול ששון וקול שמחה קול חתן וקול כלה,6080002978,10,10
