,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
1922,2583,ref-b.3.4.2.12b.3.4-ref-b.3.4.2.12b.3.19,ref-sifre-n.154.3.50-ref-sifre-n.154.3.65,3792399,3792487,522983,523103,ref-b.3.4.2.12b.3.4,ref-b.3.4.2.12b.3.19,272764,272849,43551,43580,ref-sifre-n.154.3.50,ref-sifre-n.154.3.65,האומר לאפוטרופוס שלו כל נדרים שתדור אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה יכול יהו מופרין האומר לאפוטרופוס שלו כל נדרים שתדור אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה,אמר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה,179,154,1036.0,2580.0,0.2737430167597765,0.3125,3070001923
1923,2585,ref-b.4.2.8.96a.20.8-ref-b.4.2.8.96a.20.27,ref-sifre-n.154.3.50-ref-sifre-n.154.3.70,5426230,5426338,753007,753318,ref-b.4.2.8.96a.20.8,ref-b.4.2.8.96a.20.27,272764,272872,43551,43582,ref-sifre-n.154.3.50,ref-sifre-n.154.3.70,"האומר לאפוטרופוס כל נדרים שתהא אשתי נודרת מכאן עד שאבא ממקום פלוני הפר לה והפיר לה האומר לאפוטרופוס כל נדרים שתהא אשתי נודרת מכאן עד שאבא ממקום פלוני הפר לה והפיר לה יכול יהו מופרין ת""ל",אמר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה שומע אני,185,155,1682.0,2580.0,0.32972972972972975,0.2941176470588235,3070001924
1924,2587,ref-b.3.3.9.72b.8.4-ref-b.3.3.9.72b.8.16,ref-sifre-n.154.3.51-ref-sifre-n.154.3.65,3740596,3740671,515678,515791,ref-b.3.3.9.72b.8.4,ref-b.3.3.9.72b.8.16,272768,272849,43552,43580,ref-sifre-n.154.3.51,ref-sifre-n.154.3.65,לאפוטרופוס כל נדרים שנודרת אשתי מכאן ועד שאבא ממקום פלוני הפר והפר לה יכול יהו מופרין לאפוטרופוס כל נדרים שנודרת אשתי מכאן ועד שאבא ממקום פלוני הפר והפר לה,לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה,155,150,974.0,2580.0,0.2,0.2857142857142857,3070001925
1925,2589,ref-b.3.3.9.72b.6.6-ref-b.3.3.9.72b.6.26,ref-sifre-n.154.3.55-ref-sifre-n.154.3.65,3740387,3740491,515745,515759,ref-b.3.3.9.72b.6.6,ref-b.3.3.9.72b.6.26,272795,272849,43570,43580,ref-sifre-n.154.3.55,ref-sifre-n.154.3.65,נדרים שתדורי עד שאבא ממקום פלוני הרי הן קיימין לא אמר כלום הרי הן מופרין רבי אליעזר אומר מופר והא לא ,נודרת אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה ,14,10,972.0,2580.0,0.6534653465346535,0.7058823529411764,3070001926
1926,2590,ref-b.3.3.9.79a.3.3-ref-b.3.3.9.79a.3.18,ref-sifre-n.154.3.60-ref-sifre-n.154.3.76,3750501,3750584,517154,517166,ref-b.3.3.9.79a.3.3,ref-b.3.3.9.79a.3.18,272821,272900,43575,43588,ref-sifre-n.154.3.60,ref-sifre-n.154.3.76,בהקם מבהפר בהפר מבהקם מנא לן אמר רבי יוחנן נשאלין על ההקם ואין נשאלין על ההפר ,"ממקום פלוני הפר לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר הבעל מופר ",12,13,1002.0,2580.0,0.6794871794871795,0.8888888888888888,3070001927
1927,2591,ref-b.3.3.10.83a.2.3-ref-b.3.3.10.83a.2.16,ref-sifre-n.154.3.62-ref-sifre-n.154.3.76,3757882,3757950,518142,518259,ref-b.3.3.10.83a.2.3,ref-b.3.3.10.83a.2.16,272834,272900,43563,43588,ref-sifre-n.154.3.62,ref-sifre-n.154.3.76,מפר למתענה ואין מפר לשאין מתענה דלמא מן יין דאית לה צערא הפר לה מן חרצן ומן זג לא הפר לה דהא לא אית לה מפר למתענה ואין מפר לשאין מתענה דלמא מן יין דאית לה צערא הפר לה,"הפר לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם",166,101,1028.0,2580.0,0.6566265060240963,0.8235294117647058,3070001928
1928,2592,ref-b.3.3.10.83a.7.20-ref-b.3.3.10.83b.1.7,ref-sifre-n.154.3.63-ref-sifre-n.154.3.76,3758545,3758612,518244,518360,ref-b.3.3.10.83a.7.20,ref-b.3.3.10.83b.1.7,272838,272900,43564,43588,ref-sifre-n.154.3.63,ref-sifre-n.154.3.76,מפר למתענה ואין מפר לשאין מתענה דלמא מיין דאית לה צערא הפר לה מפר למתענה ואין מפר לשאין מתענה דלמא מיין דאית לה צערא הפר לה,"לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם",123,97,1030.0,2580.0,0.6422764227642277,0.8333333333333334,3070001929
1929,2595,ref-b.3.2.7.71a.8.15-ref-b.3.2.7.71a.8.33,ref-sifre-n.154.3.63-ref-sifre-n.154.3.80,3478155,3478246,478819,478832,ref-b.3.2.7.71a.8.15,ref-b.3.2.7.71a.8.33,272838,272919,43578,43590,ref-sifre-n.154.3.63,ref-sifre-n.154.3.80,ולא הפר לה רבי מאיר ורבי יהודה אומרים היא נתנה אצבע בין שיניה לפיכך אם רצה הבעל להפר יפר ,"לה והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר הבעל מופר ואם לאו אינו מופר ",13,12,907.0,2580.0,0.6404494382022472,0.8333333333333334,3070001930
1930,2596,ref-b.3.3.10.80b.6.24-ref-b.3.3.10.80b.6.30,ref-sifre-n.155.1.1-ref-sifre-n.155.1.7,3753260,3753291,517586,517592,ref-b.3.3.10.80b.6.24,ref-b.3.3.10.80b.6.30,272985,273017,43597,43603,ref-sifre-n.155.1.1,ref-sifre-n.155.1.7,כל נדר וכל שבועת אסר לענות נפש ,כל נדר וכל שבועת איסר לענות נפש ,6,6,1016.0,2596.0,0.03125,0.0,3070001931
1931,2597,ref-b.3.3.10.81b.2.8-ref-b.3.3.10.81b.2.22,ref-sifre-n.155.1.21-ref-sifre-n.155.1.28,3755321,3755395,517872,517886,ref-b.3.3.10.81b.2.8,ref-b.3.3.10.81b.2.22,273077,273113,43610,43617,ref-sifre-n.155.1.21,ref-sifre-n.155.1.28,שיש בהן עינוי נפש מפר בין בינו לבינה בין בינה לבין אחרים שאין בהן עינוי ,שיש בהן ענוי נפש בין שאין בהן ענוי ,14,7,1020.0,2597.0,0.5138888888888888,0.4444444444444444,3070001932
1932,2598,ref-b.3.3.10.80b.6.24-ref-b.3.3.10.80b.6.30,ref-sifre-n.155.1.31-ref-sifre-n.155.1.37,3753260,3753291,517586,517592,ref-b.3.3.10.80b.6.24,ref-b.3.3.10.80b.6.30,273122,273154,43620,43626,ref-sifre-n.155.1.31,ref-sifre-n.155.1.37,כל נדר וכל שבועת אסר לענות נפש ,כל נדר וכל שבועת איסר לענות נפש ,6,6,1016.0,2598.0,0.03125,0.0,3070001933
1933,2599,ref-b.4.4.7.64b.6.17-ref-b.4.4.7.64b.6.30,ref-sifre-n.155.1.52-ref-sifre-n.155.1.68,6188711,6188771,861869,861880,ref-b.4.4.7.64b.6.17,ref-b.4.4.7.64b.6.30,273228,273304,43636,43648,ref-sifre-n.155.1.52,ref-sifre-n.155.1.68,"בנו ובתו באש אין לי אלא בנו ובתו בן בנו ובן בתו מנין ת""ל ","בינו לבינה מנין ת""ל אלה החקים אשר צוה ה' את משה בין איש לאשתו בין אב לבתו ",11,12,1899.0,2599.0,0.6486486486486487,0.46153846153846156,3070001934
1934,2600,ref-b.3.3.10.81b.2.8-ref-b.3.3.10.81b.2.22,ref-sifre-n.155.1.72-ref-sifre-n.155.1.79,3755321,3755395,517872,517886,ref-b.3.3.10.81b.2.8,ref-b.3.3.10.81b.2.22,273318,273356,43650,43657,ref-sifre-n.155.1.72,ref-sifre-n.155.1.79,שיש בהן עינוי נפש מפר בין בינו לבינה בין בינה לבין אחרים שאין בהן עינוי ,שיש בהן ענוי נפש ובין שאין בהן ענוי ,14,7,1020.0,2600.0,0.5,0.33333333333333337,3070001935
1935,2601,ref-b.3.3.10.80b.6.24-ref-b.3.3.10.80b.6.30,ref-sifre-n.155.1.82-ref-sifre-n.155.1.88,3753260,3753291,517586,517592,ref-b.3.3.10.80b.6.24,ref-b.3.3.10.80b.6.30,273365,273397,43660,43666,ref-sifre-n.155.1.82,ref-sifre-n.155.1.88,כל נדר וכל שבועת אסר לענות נפש ,כל נדר וכל שבועת איסר לענות נפש ,6,6,1016.0,2601.0,0.03125,0.0,3070001936
1936,2602,ref-b.3.3.10.81b.2.31-ref-b.3.3.10.81b.2.40,ref-sifre-n.155.1.128-ref-sifre-n.155.1.139,3755437,3755481,517895,517903,ref-b.3.3.10.81b.2.31,ref-b.3.3.10.81b.2.40,273575,273630,43697,43707,ref-sifre-n.155.1.128,ref-sifre-n.155.1.139,מפר כיצד אמרה קונם פירות עלי הרי זה יפר קונם ,מפר כאיזה צד אמר קונם פירות העולם עלי הרי זה יפר קונם ,8,10,1024.0,2602.0,0.2037037037037037,0.125,3070001937
1937,2603,ref-b.3.3.10.82a.3.15-ref-b.3.3.10.82a.5.4,ref-sifre-n.155.1.135-ref-sifre-n.155.1.155,3756933,3757056,518002,518127,ref-b.3.3.10.82a.3.15,ref-b.3.3.10.82a.5.4,273611,273704,43690,43723,ref-sifre-n.155.1.135,ref-sifre-n.155.1.155,שאינו מפר אבל הנאת פלוני עלי מפר תנן פירות מדינה זו עלי יביא לה ממדינה אחרת אמר רב יוסף דקאמרה שתביא תא שמע פירות חנוני זה עלי על פלוני שאינו מפר אבל הנאת פלוני עלי מפר תנן פירות מדינה זו עלי יביא לה ממדינה אחרת אמר רב יוסף דקאמרה שתביא תא,עלי הרי זה יפר קונם פירות מדינה זו עלי יביא לה מן מדינה אחרת פירות חנוני זה עלי אין יכול להפר עלי יביא לה מן מדינה אחרת פירות חנוני זה עלי אין יכול להפר,239,152,1025.0,2602.0,0.5899581589958159,0.7083333333333333,3070001938
1938,2605,ref-b.3.3.10.79b.5.22-ref-b.3.3.10.79b.5.34,ref-sifre-n.155.1.164-ref-sifre-n.155.1.179,3751804,3751875,517247,517361,ref-b.3.3.10.79b.5.22,ref-b.3.3.10.79b.5.34,273741,273812,43717,43744,ref-sifre-n.155.1.164,ref-sifre-n.155.1.179,אינו מפר והכי קתני אלו נדרים שהוא מפר בין לעצמו ובין לאחרים נדרים מפר לאחרים אינו מפר והכי קתני אלו נדרים שהוא מפר בין לעצמו ובין לאחרים נדרים,אלא בו הוא מפר אין לי אלא בעל שאינו מפר אלא נדר שיש בינו לבינה ונדר הוא מפר אין לי אלא בעל שאינו מפר אלא נדר שיש בינו,142,117,1012.0,2605.0,0.676056338028169,0.7333333333333334,3070001939
1939,2607,ref-b.3.3.10.79b.2.1-ref-b.3.3.10.79b.2.25,ref-sifre-n.155.1.166-ref-sifre-n.155.1.193,3751219,3751343,517154,517276,ref-b.3.3.10.79b.2.1,ref-b.3.3.10.79b.2.25,273748,273879,43719,43755,ref-sifre-n.155.1.166,ref-sifre-n.155.1.193,נדרי ענוי נפש הוא דמפר שאין בהן ענוי נפש אינו מפר והא תניא בין איש לאשתו בין אב לבתו מלמד שהבעל מפר נדרים שבינו לבינה נדרי ענוי נפש הוא דמפר שאין בהן ענוי נפש אינו מפר והא תניא בין איש לאשתו בין אב לבתו מלמד שהבעל,הוא מפר אין לי אלא בעל שאינו מפר אלא נדר שיש בינו לבינה ונדר שיש בהם עינוי נפש האב מנין הרי אתה דן הואיל והאב מפר והבעל מפר שיש בהם עינוי נפש האב מנין הרי אתה דן,213,161,1010.0,2605.0,0.6338028169014085,0.72,3070001940
1940,2608,ref-b.3.2.7.71a.13.11-ref-b.3.2.7.71a.13.21,ref-sifre-n.155.1.167-ref-sifre-n.155.1.183,3478971,3479031,478920,478929,ref-b.3.2.7.71a.13.11,ref-b.3.2.7.71a.13.21,273752,273831,43734,43748,ref-sifre-n.155.1.167,ref-sifre-n.155.1.183,מיפר ורמינהו אלו דברים שהבעל מיפר דברים שיש בהן עינוי נפש ,מפר אין לי אלא בעל שאינו מפר אלא נדר שיש בינו לבינה ונדר שיש בהם עינוי נפש ,9,14,908.0,2605.0,0.5733333333333334,0.6,3070001941
1941,2610,ref-b.3.3.10.81b.2.8-ref-b.3.3.10.81b.2.18,ref-sifre-n.155.1.177-ref-sifre-n.155.1.183,3755321,3755373,517770,517882,ref-b.3.3.10.81b.2.8,ref-b.3.3.10.81b.2.18,273795,273831,43728,43748,ref-sifre-n.155.1.177,ref-sifre-n.155.1.183,שיש בהן עינוי נפש מפר בין בינו לבינה בין בינה לבין אחרים שאין בהן עינוי שיש בהן עינוי נפש מפר בין בינו לבינה בין בינה לבין,בינו לבינה ונדר שיש בהם עינוי נפש בינו לבינה ונדר שיש בהם עינוי נפש,122,67,1020.0,2605.0,0.6475409836065574,0.5454545454545454,3070001942
1942,2612,ref-b.3.3.9.71a.4.27-ref-b.3.3.9.71a.4.45,ref-sifre-n.155.1.222-ref-sifre-n.155.1.235,3738514,3738614,515366,515480,ref-b.3.3.9.71a.4.27,ref-b.3.3.9.71a.4.45,274015,274074,43754,43781,ref-sifre-n.155.1.222,ref-sifre-n.155.1.235,אביה ובעלה האחרון מפירין נדריה שמע בעלה והפר לה ולא הספיק האב לשמוע עד שמת הבעל חוזר האב ומפר אביה ובעלה האחרון מפירין נדריה שמע בעלה והפר לה ולא הספיק האב לשמוע עד,והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר כל נדר,164,100,968.0,2612.0,0.6341463414634146,0.6428571428571428,3070001943
1943,2613,ref-b.3.3.1.3a.7.15-ref-b.3.3.1.3a.7.32,ref-sifre-n.155.1.222-ref-sifre-n.155.1.235,3614256,3614348,497464,497569,ref-b.3.3.1.3a.7.15,ref-b.3.3.1.3a.7.32,274015,274074,43754,43781,ref-sifre-n.155.1.222,ref-sifre-n.155.1.235,ומה נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף ומה נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף נזירות האב מיפר נזירות בתו ובעל מיפר,והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר כל נדר והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר כל נדר,138,111,922.0,2612.0,0.6376811594202898,0.5,3070001944
1944,2615,ref-b.3.3.1.4b.4.3-ref-b.3.3.1.4b.4.20,ref-sifre-n.155.1.222-ref-sifre-n.155.1.235,3617113,3617205,497873,497978,ref-b.3.3.1.4b.4.3,ref-b.3.3.1.4b.4.20,274015,274074,43754,43781,ref-sifre-n.155.1.222,ref-sifre-n.155.1.235,ומה נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף ומה נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף נזירות האב מיפר נזירות בתו ובעל מיפר,והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר כל נדר והאב מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר כל נדר,138,111,935.0,2612.0,0.6376811594202898,0.5,3070001945
1945,2618,ref-b.3.3.9.68b.3.13-ref-b.3.3.9.69a.1.13,ref-sifre-n.155.1.223-ref-sifre-n.155.1.233,3735398,3735500,514931,515046,ref-b.3.3.9.68b.3.13,ref-b.3.3.9.69a.1.13,274021,274067,43755,43779,ref-sifre-n.155.1.223,ref-sifre-n.155.1.233,יכול להפר שאין הבעל מיפר אלא בשותפות שמע אביה והפר לה ולא הספיק הבעל לשמוע עד שמת חוזר האב ומפר יכול להפר שאין הבעל מיפר אלא בשותפות שמע אביה והפר לה ולא הספיק הבעל לשמוע,מפר והבעל מפר מה האב מפר כל מפר והבעל מפר מה האב מפר כל נדר אף הבעל מפר,170,71,965.0,2612.0,0.6823529411764706,0.7333333333333334,3070001946
1946,2620,ref-b.3.3.10.80b.6.24-ref-b.3.3.10.80b.6.30,ref-sifre-n.155.1.240-ref-sifre-n.155.1.246,3753260,3753291,517586,517592,ref-b.3.3.10.80b.6.24,ref-b.3.3.10.80b.6.30,274091,274123,43786,43792,ref-sifre-n.155.1.240,ref-sifre-n.155.1.246,כל נדר וכל שבועת אסר לענות נפש ,כל נדר וכל שבועת איסר לענות נפש ,6,6,1016.0,2620.0,0.03125,0.0,3070001947
1947,2621,ref-b.3.2.4.47a.6.1-ref-b.3.2.4.47a.6.7,ref-sifre-n.155.1.252-ref-sifre-n.155.1.258,3392418,3392461,467101,467107,ref-b.3.2.4.47a.6.1,ref-b.3.2.4.47a.6.7,274155,274189,43798,43804,ref-sifre-n.155.1.252,ref-sifre-n.155.1.258,בהפרת נדריה מנלן דכתיב בנעוריה בית אביה ,"יפר כל נדריה ת""ל בנעוריה בית אביה ",6,6,899.0,2621.0,0.35,0.6,3070001948
1948,2622,ref-b.4.4.7.54a.4.5-ref-b.4.4.7.54a.5.13,ref-sifre-n.155.1.255-ref-sifre-n.155.1.264,6145218,6145319,855592,855610,ref-b.4.4.7.54a.4.5,ref-b.4.4.7.54a.5.13,274168,274225,43801,43810,ref-sifre-n.155.1.255,ref-sifre-n.155.1.264,"ת""ל ערות אביך לא תגלה ערות אביך זו אשת אביך אתה אומר אשת אביך או אינו אלא ערות אביך ממש נאמר כאן ערות ","ת""ל בנעוריה בית אביה נעורים בבית אביה אמרתי ולא נעורים ",18,9,1872.0,2621.0,0.6764705882352942,0.7333333333333334,3070001949
1949,2623,ref-b.3.1.2.22b.11.7-ref-b.3.1.2.22b.11.19,ref-sifre-n.155.1.256-ref-sifre-n.155.1.261,2911372,2911428,401633,401645,ref-b.3.1.2.22b.11.7,ref-b.3.1.2.22b.11.19,274172,274207,43802,43807,ref-sifre-n.155.1.256,ref-sifre-n.155.1.261,ערות אחותך בת אביך או בת אמך ערות בת אשת אביך מולדת אביך ,בנעוריה בית אביה נעורים בבית אביה ,12,5,763.0,2621.0,0.6666666666666666,0.8,3070001950
1950,2624,ref-b.3.2.3.40b.4.5-ref-b.3.2.3.40b.5.10,ref-sifre-n.155.1.256-ref-sifre-n.155.1.265,3372677,3372761,464296,464369,ref-b.3.2.3.40b.4.5,ref-b.3.2.3.40b.5.10,274172,274231,43788,43811,ref-sifre-n.155.1.256,ref-sifre-n.155.1.265,בנעוריה בית אביה כל שבח נעוריה לאביה ואלא הא דאמר רב הונא אמר רב מנין שמעשה הבת לאביה שנאמר אמר קרא בנעוריה בית אביה כל שבח נעוריה לאביה ואלא הא דאמר רב הונא,בנעוריה בית אביה נעורים בבית אביה אמרתי אביה נעורים בבית אביה אמרתי ולא נעורים בבית,157,83,880.0,2621.0,0.5987261146496815,0.6,3070001951
1951,2625,ref-b.3.2.4.46b.6.21-ref-b.3.2.4.46b.7.10,ref-sifre-n.155.1.256-ref-sifre-n.155.1.265,3391160,3391244,466839,466916,ref-b.3.2.4.46b.6.21,ref-b.3.2.4.46b.7.10,274172,274231,43788,43811,ref-sifre-n.155.1.256,ref-sifre-n.155.1.265,בנעוריה בית אביה כל שבח נעורים לאביה ואלא הא דאמר רב הונא אמר רב מנין שמעשה הבת לאביה שנאמר אמר קרא בנעוריה בית אביה כל שבח נעורים לאביה ואלא הא דאמר רב הונא,בנעוריה בית אביה נעורים בבית אביה אמרתי אביה נעורים בבית אביה אמרתי ולא נעורים בבית,157,83,892.0,2621.0,0.5923566878980892,0.6,3070001952
