baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.6.5.4.12.14-ref-m.6.5.4.12.21,ref-sifre-n.126.1.45-ref-sifre-n.126.1.53,947170,947215,ref-m.6.5.4.12.14,ref-m.6.5.4.12.21,218829,218878,ref-sifre-n.126.1.45,ref-sifre-n.126.1.53,עד שלא נזקק לטומאה משנזקק לטומאה ספקו טמא ,עד שלא נזקק לטומאה הרי הוא מטמא משנזקק לטומאה ,8,9,462,460.0,633,633.0,0.391304347826087,0.2857142857142857,33,עד שלא נזקק לטומאה משנזקק לטומאה ,0.28260869565217395,1050000464
ref-m.6.5.5.3.6-ref-m.6.5.5.3.20,ref-sifre-n.124.1.630-ref-sifre-n.124.1.643,948003,948088,ref-m.6.5.5.3.6,ref-m.6.5.5.3.20,213954,214017,ref-sifre-n.124.1.630,ref-sifre-n.124.1.643,זה טבול יום רבי_נתן_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,זה טבול יום רבי_נתן_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,10,10,448,448.0,634,634.0,0.0,0.0,62,זה טבול יום רבי_נתן_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,0.0,1050000465
ref-m.6.5.5.3.6-ref-m.6.5.5.3.20,ref-sifre-n.129.1.56-ref-sifre-n.129.1.69,948003,948088,ref-m.6.5.5.3.6,ref-m.6.5.5.3.20,225043,225107,ref-sifre-n.129.1.56,ref-sifre-n.129.1.69,זה טבול יום ר'_עקיבא_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,זה טבול יום ר'_עקיבא_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,10,10,518,518.0,635,635.0,0.0,0.0,63,זה טבול יום ר'_עקיבא_אומר_נאמר_כאן טהור ונאמר להלן טהור מה טהור,0.0,1050000466
ref-m.6.5.5.9.11-ref-m.6.5.5.9.32,ref-sifre-n.26.1.138-ref-sifre-n.26.1.150,949328,949438,ref-m.6.5.5.9.11,ref-m.6.5.5.9.32,43969,44040,ref-sifre-n.26.1.138,ref-sifre-n.26.1.150,נטמאת והוא_אומר_לא נטמאתי רבי_מאיר_מטמא_וחכמים אומרים הוא נאמן על_ידי_עצמו עד אומר נטמא ושנים אומרים לא נטמא ,טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא יטמא ,15,13,170,166.0,638,638.0,0.6788990825688074,0.8947368421052632,39,טמאתול טמא ממו אמרי א ן על טואו לא טמא ,0.6422018348623852,1050000467
ref-m.6.5.6.1.15-ref-m.6.5.6.2.16,ref-sifre-n.7.3.322-ref-sifre-n.7.3.350,949736,950037,ref-m.6.5.6.1.15,ref-m.6.5.6.2.16,16836,16983,ref-sifre-n.7.3.322,ref-sifre-n.7.3.350,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,24,24,50,50.0,639,639.0,0.0,0.0,139,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,0.0,1050000468
ref-m.6.5.6.3.32-ref-m.6.5.6.3.42,ref-sifre-n.7.3.323-ref-sifre-n.7.3.338,950365,950421,ref-m.6.5.6.3.32,ref-m.6.5.6.3.42,16840,16925,ref-sifre-n.7.3.323,ref-sifre-n.7.3.338,טמא ופתוח לרשות הרבים ספק נכנס ספק לא נכנס ספיקו טהור ,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו ,11,13,52,40.0,641,641.0,0.6666666666666666,0.5,34,טמא ותח רשות הרבים ספק   לא ספיקו ,0.5802469135802469,1050000469
ref-m.6.5.6.3.59-ref-m.6.5.6.4.17,ref-sifre-n.7.3.322-ref-sifre-n.7.3.348,950493,950633,ref-m.6.5.6.3.59,ref-m.6.5.6.4.17,16836,16976,ref-sifre-n.7.3.322,ref-sifre-n.7.3.348,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה,22,22,48,48.0,643,643.0,0.0,0.0,132,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה,0.0,1050000470
ref-m.6.5.6.3.59-ref-m.6.5.6.4.13,ref-sifre-n.7.3.434-ref-sifre-n.7.3.458,950493,950607,ref-m.6.5.6.3.59,ref-m.6.5.6.4.13,17381,17509,ref-sifre-n.7.3.434,ref-sifre-n.7.3.458,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,20,20,60,60.0,642,642.0,0.0,0.0,121,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,0.0,1050000471
ref-m.6.5.6.4.54-ref-m.6.5.6.4.76,ref-sifre-n.7.3.322-ref-sifre-n.7.3.339,950807,950915,ref-m.6.5.6.4.54,ref-m.6.5.6.4.76,16836,16929,ref-sifre-n.7.3.322,ref-sifre-n.7.3.339,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,15,15,47,43.0,646,646.0,0.0,0.0,88,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,0.0,1050000472
ref-m.6.5.6.4.54-ref-m.6.5.6.4.76,ref-sifre-n.7.3.434-ref-sifre-n.7.3.458,950807,950915,ref-m.6.5.6.4.54,ref-m.6.5.6.4.76,17381,17509,ref-sifre-n.7.3.434,ref-sifre-n.7.3.458,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,20,20,64,61.0,647,647.0,0.0,0.0,121,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,0.0,1050000473
ref-m.6.5.6.4.55-ref-m.6.5.6.4.75,ref-sifre-n.129.5.81-ref-sifre-n.129.5.96,950811,950911,ref-m.6.5.6.4.55,ref-m.6.5.6.4.75,226555,226638,ref-sifre-n.129.5.81,ref-sifre-n.129.5.96,טומאה ספק טהרה ואפילו טומאה ספק_נגע_ספק_לא_נגע_ספיקו טמא רבי_אלעזר_אומר ספק ביאה טהור ספק מגע טומאה ,"שיטמא בגדים אין_לי_אלא טהורים טמאים מנין אמרת_ק""ו_הוא אם טהורים מטמאים ק""ו לטמאים ",14,12,541,537.0,648,646.0,0.78,1.0,36,טמא י א__לאו טמא יאמרק א טהור מטומא ,0.64,1050000474
ref-m.6.5.8.2.2-ref-m.6.5.8.2.17,ref-sifre-n.1.4.53-ref-sifre-n.1.4.65,954171,954254,ref-m.6.5.8.2.2,ref-m.6.5.8.2.17,2092,2158,ref-sifre-n.1.4.53,ref-sifre-n.1.4.65,כלים אצל עם הארץ טמאים טמא מת וטמאין מדרס אם מכירו שהוא אוכל בתרומה טהורין מטמא ,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא ,16,13,1,1.0,651,651.0,0.6375,0.9090909090909091,37,כל ה מטמא מוטמא מר מו שא אכל מ  מטמא ,0.5375,1050000475
ref-m.6.6.4.1.9-ref-m.6.6.4.1.17,ref-sifre-n.126.1.329-ref-sifre-n.126.1.334,964944,964989,ref-m.6.6.4.1.9,ref-m.6.6.4.1.17,220224,220254,ref-sifre-n.126.1.329,ref-sifre-n.126.1.334,כלי אבנים כלי גללים וכלי אדמה,כלי אבנים כלי גללים וכלי אדמה,6,6,472,472.0,652,652.0,0.0,0.0,29,כלי אבנים כלי גללים וכלי אדמה,0.0,1050000476
ref-m.6.6.4.1.12-ref-m.6.6.4.1.17,ref-sifre-n.126.1.624-ref-sifre-n.126.1.629,964961,964989,ref-m.6.6.4.1.12,ref-m.6.6.4.1.17,221690,221720,ref-sifre-n.126.1.624,ref-sifre-n.126.1.629,כלי גללים כלי אבנים כלי אדמה ,כלי גללים כלי אבנים וכלי אדמה ,6,6,487,482.0,654,652.0,0.03333333333333333,0.19999999999999996,29,כלי גללים כלי אבנים כלי אדמה ,0.033333333333333326,1050000477
ref-m.6.6.4.1.12-ref-m.6.6.4.1.17,ref-sifre-n.126.1.647-ref-sifre-n.126.1.652,964961,964989,ref-m.6.6.4.1.12,ref-m.6.6.4.1.17,221807,221835,ref-sifre-n.126.1.647,ref-sifre-n.126.1.652,כלי גללים כלי אבנים כלי אדמה ,כלי גללים כלי אבנים כלי אדמה ,6,6,497,489.0,655,652.0,0.0,0.0,29,כלי גללים כלי אבנים כלי אדמה ,0.0,1050000478
ref-m.6.7.4.6.40-ref-m.6.7.4.6.46,ref-sifre-n.106.1.37-ref-sifre-n.106.1.43,981620,981654,ref-m.6.7.4.6.40,ref-m.6.7.4.6.46,144833,144865,ref-sifre-n.106.1.37,ref-sifre-n.106.1.43,דיו לבא מן הדין להיות כנדון ממה ,דיו לבא מן הדין להיות כנדון מה ,7,7,268,266.0,656,656.0,0.03125,0.1428571428571429,31,דיו לבא מן הדין להיות כנדון מה ,0.03125,1050000479
ref-m.6.7.5.3.13-ref-m.6.7.5.3.21,ref-sifre-n.127.1.29-ref-sifre-n.127.1.35,982359,982412,ref-m.6.7.5.3.13,ref-m.6.7.5.3.21,222144,222182,ref-sifre-n.127.1.29,ref-sifre-n.127.1.35,בן יום אחד מיטמא בזיבה ומיטמא בנגעים ומיטמא בטמא ,שטמאה טומאת שבעה והנוגע בה טמא טומאת ,9,7,508,504.0,657,657.0,0.673469387755102,0.9090909090909091,22,טמאה טמא בנגע טמא טמא ,0.5510204081632653,1050000480
ref-m.6.7.5.3.13-ref-m.6.7.5.3.21,ref-sifre-n.130.1.3-ref-sifre-n.130.1.21,982359,982412,ref-m.6.7.5.3.13,ref-m.6.7.5.3.21,226948,227040,ref-sifre-n.130.1.3,ref-sifre-n.130.1.21,בן יום אחד מיטמא בזיבה ומיטמא בנגעים ומיטמא בטמא ,יגע בהם הטמא יטמא למה_נאמר_לפי_שהוא_אומר בחלל חרב בא_הכתוב_ולימד_על החרב שהיא טמאה טומאת ,9,12,553,545.0,658,657.0,0.7303370786516854,0.8571428571428572,28,ים א יטמא המיא ב ומיטמא טמא ,0.6853932584269663,1050000481
ref-m.6.7.5.6.3-ref-m.6.7.5.6.32,ref-sifre-n.22.1.166-ref-sifre-n.22.1.180,983092,983241,ref-m.6.7.5.6.3,ref-m.6.7.5.6.32,33380,33454,ref-sifre-n.22.1.166,ref-sifre-n.22.1.180,בן שתים עשרה ויום אחד נדריו נבדקין בן שלש עשרה שנה ויום אחד נדריו קיימים,בן שתים עשרה ויום אחד נדריו נבדקין בן שלש עשרה שנה ויום אחד נדריו קיימים,15,15,137,137.0,659,659.0,0.0,0.0,72,בן שתים עשרה ויום אחד נדריו נבדקין בן שלש עשרה שנה ויום אחד נדריו קיימים,0.0,1050000482
ref-m.6.7.5.6.33-ref-m.6.7.5.6.40,ref-sifre-n.22.1.169-ref-sifre-n.22.1.180,983242,983285,ref-m.6.7.5.6.33,ref-m.6.7.5.6.40,33393,33454,ref-sifre-n.22.1.169,ref-sifre-n.22.1.180,ויום אחד נדריו קיימין ובודקין כל שלש עשרה ,ויום אחד נדריו נבדקין בן שלש עשרה שנה ויום אחד נדריו קיימים ,8,12,139,137.0,665,665.0,0.6,0.4545454545454546,31,ויום אחד נדריו בדקין  שלש עשרה ,0.4833333333333333,1050000483
ref-m.6.7.5.6.3-ref-m.6.7.5.6.33,ref-sifre-n.22.1.212-ref-sifre-n.22.1.219,983092,983251,ref-m.6.7.5.6.3,ref-m.6.7.5.6.33,33621,33659,ref-sifre-n.22.1.212,ref-sifre-n.22.1.219,בן שלש עשרה שנה ויום אחד נדריו קיימים,בן שלש עשרה שנה ויום אחד נדריו קיימים,8,8,141,141.0,660,660.0,0.0,0.0,37,בן שלש עשרה שנה ויום אחד נדריו קיימים,0.0,1050000484
ref-m.6.7.5.6.4-ref-m.6.7.5.6.16,ref-sifre-n.153.4.178-ref-sifre-n.153.4.184,983097,983163,ref-m.6.7.5.6.4,ref-m.6.7.5.6.16,266294,266327,ref-sifre-n.153.4.178,ref-sifre-n.153.4.184,"בת י""ב שנה ויום אחד נדריה קיימים","בת י""ב שנה ויום אחד נדריה קיימים",7,7,619,619.0,661,661.0,0.0,0.0,32,"בת י""ב שנה ויום אחד נדריה קיימים",0.0,1050000485
ref-m.6.7.6.11.10-ref-m.6.7.6.11.21,ref-sifre-n.111.1.82-ref-sifre-n.111.1.97,985334,985401,ref-m.6.7.6.11.10,ref-m.6.7.6.11.21,160071,160154,ref-sifre-n.111.1.82,ref-sifre-n.111.1.97,בכל מצות האמורות בתורה וכן תנוק שהביא שתי שערות חייב בכל מצות ,מכל מצות האמורות בתורה תלמוד לומר וכי תשגו ולא תעשו את כל המצות באו כל המצות ,12,16,322,322.0,666,666.0,0.4675324675324675,0.7777777777777778,46,כל מצות האמורות בתורה וכ תו א שת ות ב כל מצות ,0.4025974025974026,1050000486
ref-m.6.7.9.4.25-ref-m.6.7.9.5.2,ref-sifre-n.160.6.73-ref-sifre-n.160.6.82,988946,989011,ref-m.6.7.9.4.25,ref-m.6.7.9.5.2,287681,287730,ref-sifre-n.160.6.73,ref-sifre-n.160.6.82,בזו ואם לא היו ראויות לראות רואין אותן כאילו הן ראויות שלש נשים ,זה כראי ברזל ולא ראי ברזל כראי שלשתם הצד השוה ,13,10,686,686.0,667,667.0,0.671875,0.8571428571428572,26,זה ראי ר וא אי  ראי שלש ש ,0.59375,1050000487
ref-m.6.7.9.5.46-ref-m.6.7.9.5.64,ref-sifre-n.124.1.615-ref-sifre-n.124.1.628,989264,989377,ref-m.6.7.9.5.46,ref-m.6.7.9.5.64,213877,213945,ref-sifre-n.124.1.615,ref-sifre-n.124.1.628,מהן ונמצאת טהורה היא טהורה ושתים טמאות בדקו שתים ומצאו טהורות הן טהורות ושלישית טמאה שלשתן ומצאו טהורות כולן ,המזה טהור האוסף לא יהיה טהור הא_מה_תלמוד_לומר טהור טהור מכל טומאה ,19,11,447,446.0,668,668.0,0.6697247706422018,0.875,42,המ טהורה הי טהור תמודומ טהור טהור מל ומאה ,0.6146788990825688,1050000488
ref-m.6.8.2.3.10-ref-m.6.8.2.3.26,ref-sifre-n.129.5.81-ref-sifre-n.129.5.96,995016,995097,ref-m.6.8.2.3.10,ref-m.6.8.2.3.26,226555,226638,ref-sifre-n.129.5.81,ref-sifre-n.129.5.96,טמא קרוב לטהורה טהור_מחצה_למחצה טמא ברזל טמא שבללו עם ברזל טהור אם_רוב_מן הטמא ,"שיטמא בגדים אין_לי_אלא טהורים טמאים מנין אמרת_ק""ו_הוא אם טהורים מטמאים ק""ו לטמאים ",13,12,542,537.0,669,669.0,0.7682926829268293,1.0,36,טמא ב ל טהור טמא מ ו ם טהור אםו טמא ,0.5609756097560976,1050000489
ref-m.6.9.4.6.27-ref-m.6.9.4.6.36,ref-sifre-n.129.5.30-ref-sifre-n.129.5.43,1010011,1010066,ref-m.6.9.4.6.27,ref-m.6.9.4.6.36,226300,226373,ref-sifre-n.129.5.30,ref-sifre-n.129.5.43,לטמא אדם ולטמא בגדים ועל גביו מדף לטמא אוכלין ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,10,14,535,528.0,670,670.0,0.39436619718309857,0.8125,44,טמא אדם לטמא בגדים ו בי מד לטמא אוכלי ומשקי ,0.3802816901408451,1050000490
ref-m.6.9.4.6.27-ref-m.6.9.4.6.36,ref-sifre-n.129.5.142-ref-sifre-n.129.5.155,1010011,1010066,ref-m.6.9.4.6.27,ref-m.6.9.4.6.36,226865,226938,ref-sifre-n.129.5.142,ref-sifre-n.129.5.155,לטמא אדם ולטמא בגדים ועל גביו מדף לטמא אוכלין ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,10,14,551,545.0,671,670.0,0.39436619718309857,0.8125,44,טמא אדם לטמא בגדים ו בי מד לטמא אוכלי ומשקי ,0.3802816901408451,1050000491
ref-m.6.9.5.4.7-ref-m.6.9.5.5.1,ref-sifre-n.26.1.137-ref-sifre-n.26.1.164,1011636,1011760,ref-m.6.9.5.4.7,ref-m.6.9.5.5.1,43966,44112,ref-sifre-n.26.1.137,ref-sifre-n.26.1.164,על הטמא חבורי טמא על הטהור וחבורי טהור על הטמא טמא רבי_שמעון_אומר מקצת טמא על הטהור טמא ומקצת טהור על הטמא טהור הטמא ,על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו_ולאמו_לא יטמא לאביו_ולאמו_לא יטמא אבל מטמא ,23,24,169,166.0,673,672.0,0.65,0.9,65,על טמאוי טמא ל ור ברי ר על טמא א ימא מת מ ל ור טמא ומול טמא  טמא ,0.5357142857142857,1050000492
ref-m.6.9.5.4.12-ref-m.6.9.5.4.30,ref-sifre-n.129.2.2-ref-sifre-n.129.2.12,1011658,1011754,ref-m.6.9.5.4.12,ref-m.6.9.5.4.30,225568,225621,ref-sifre-n.129.2.2,ref-sifre-n.129.2.12,הטהור וחבורי טהור על הטמא טמא רבי_שמעון_אומר מקצת טמא על הטהור טמא ומקצת טהור על הטמא טהור ,הטהור על הטמא טהור על הטמא טהור טהור על הטהור טמא ,17,11,525,524.0,674,672.0,0.5714285714285714,0.5714285714285714,42,הטהור על הטמא טור על הטמא ו טהור על הטהור ,0.5384615384615384,1050000493
ref-m.6.9.5.4.6-ref-m.6.9.5.4.25,ref-sifre-n.129.5.81-ref-sifre-n.129.5.96,1011631,1011728,ref-m.6.9.5.4.6,ref-m.6.9.5.4.25,226555,226638,ref-sifre-n.129.5.81,ref-sifre-n.129.5.96,"שיטמא בגדים אין_לי_אלא טהורים טמאים מנין אמרת_ק""ו_הוא אם טהורים מטמאים ק""ו לטמאים","שיטמא בגדים אין_לי_אלא טהורים טמאים מנין אמרת_ק""ו_הוא אם טהורים מטמאים ק""ו לטמאים",12,12,543,543.0,672,672.0,0.0,0.0,81,"שיטמא בגדים אין_לי_אלא טהורים טמאים מנין אמרת_ק""ו_הוא אם טהורים מטמאים ק""ו לטמאים",0.0,1050000494
