baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-y,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-y.4.4.10.2.16.53-ref-y.4.4.10.2.16.70,ref-bible.0105.1.15.12-ref-bible.0105.1.15.19,3293087,3293172,ref-y.4.4.10.2.16.53,ref-y.4.4.10.2.16.70,338339,338382,ref-bible.0105.1.15.12,ref-bible.0105.1.15.19,אלפים ושרי מאות ושרי חמשים ושרי עשרת,שרי אלפים ושרי מאות ושרי חמשים ושרי עשרת,7,8,1112,1112.0,2974,2974.0,0.1,0.0,7,אלפים ושרי מאות ושרי חמשים ושרי עשרת,7090002565,7,8
ref-y.4.4.10.2.16.97-ref-y.4.4.10.2.16.110,ref-bible.0104.25.6.1-ref-bible.104.25.6.13,3293315,3293388,ref-y.4.4.10.2.16.97,ref-y.4.4.10.2.16.110,311219,311289,ref-bible.0104.25.6.1,ref-bible.0104.25.6.13,והנה איש מבני ישר' בא ויקרב אל אחיו את המריינית לעיני משה מהו לעיני ,והנה איש מבני ישראל בא ויקרב אל אחיו את המדינית לעיני משה ולעיני ,14,13,1028,1027.0,2980,2980.0,0.1029411764705882,0.3846153846153846,10,והנה איש מבני בא ויקרב אל אחיו את לעיני משה,7090002566,14,13
ref-y.4.4.10.2.16.318-ref-y.4.4.10.2.16.321,ref-bible.0301.106.30.1-ref-bible.301.106.30.4,3294451,3294477,ref-y.4.4.10.2.16.318,ref-y.4.4.10.2.16.321,1228158,1228184,ref-bible.0301.106.30.1,ref-bible.0301.106.30.4,ויעמד פינחס ויפלל ותעצר ,ויעמד פינחס ויפלל ותעצר ,4,4,2616,2616.0,2981,2981.0,0.0,0.0,4,ויעמד פינחס ויפלל ותעצר,7090002567,4,4
ref-y.4.4.10.2.17.64-ref-y.4.4.10.2.17.73,ref-bible.0201.13.22.1-ref-bible.201.13.22.11,3294799,3294849,ref-y.4.4.10.2.17.64,ref-y.4.4.10.2.17.73,439382,439438,ref-bible.0201.13.22.1,ref-bible.0201.13.22.11,ואת בלעם בן בעור הקוסם הרגו בני ישראל על חלליהם ,ואת בלעם בן בעור הקוסם הרגו בני ישראל בחרב אל חלליהם ,10,11,1461,1461.0,2982,2982.0,0.1132075471698113,0.2727272727272727,9,ואת בלעם בן בעור הקוסם הרגו בני ישראל חלליהם,7090002568,10,11
ref-y.4.4.10.2.18.62-ref-y.4.4.10.2.18.75,ref-bible.0203.22.17.2-ref-bible.203.22.17.14,3295400,3295469,ref-y.4.4.10.2.18.62,ref-y.4.4.10.2.18.75,567357,567421,ref-bible.0203.22.17.2,ref-bible.0203.22.17.14,המלך לרצים הניצבים עליו סובו והמיתו את כחני יי' כי גם ידם עם דוד ,המלך לרצים הנצבים עליו סבו והמיתו כהני יהוה כי גם ידם עם דוד ,14,13,1623,1623.0,2983,2983.0,0.1384615384615384,0.2857142857142857,9,המלך לרצים עליו והמיתו כי גם ידם עם דוד,7090002569,14,13
ref-y.4.4.10.2.18.107-ref-y.4.4.10.2.18.118,ref-bible.0203.22.17.25-ref-bible.203.22.18.3,3295619,3295682,ref-y.4.4.10.2.18.107,ref-y.4.4.10.2.18.118,567465,567532,ref-bible.0203.22.17.25,ref-bible.0203.22.18.3,ולא אבו עבדי המלך לשלוח את ידם בכהני יי' ויאמר המלך לדוייג ,ולא אבו עבדי המלך לשלח את ידם לפגע בכהני יהוה ויאמר המלך לדויג ,12,13,1624,1624.0,2984,2984.0,0.1587301587301587,0.1666666666666666,9,ולא אבו עבדי המלך את ידם בכהני ויאמר המלך,7090002570,12,13
ref-y.4.4.10.2.18.133-ref-y.4.4.10.2.18.141,ref-bible.0203.22.18.5-ref-bible.203.22.18.13,3295750,3295800,ref-y.4.4.10.2.18.133,ref-y.4.4.10.2.18.141,567540,567589,ref-bible.0203.22.18.5,ref-bible.0203.22.18.13,סוב אתה ופגע בכהני יי' ויסב דואג האדומי ויפגע ,סב אתה ופגע בכהנים ויסב דויג דואג האדמי ויפגע ,9,9,1625,1625.0,2985,2985.0,0.1956521739130435,0.375,5,אתה ופגע ויסב דואג ויפגע,7090002571,9,9
ref-y.4.4.10.2.18.193-ref-y.4.4.10.2.18.198,ref-bible.0303.20.15.1-ref-bible.303.20.15.6,3296078,3296112,ref-y.4.4.10.2.18.193,ref-y.4.4.10.2.18.198,1310799,1310830,ref-bible.0303.20.15.1,ref-bible.0303.20.15.6,חיל בלע ויקיאנו מבטנו יורישינו אל ,חיל בלע ויקאנו מבטנו יורשנו אל ,6,6,2803,2803.0,2986,2986.0,0.088235294117647,0.0,4,חיל בלע מבטנו אל,7090002572,6,6
ref-y.4.4.10.2.19.58-ref-y.4.4.10.2.19.70,ref-bible.0201.3.14.9-ref-bible.201.3.15.3,3296407,3296469,ref-y.4.4.10.2.19.58,ref-y.4.4.10.2.19.70,415787,415834,ref-bible.0201.3.14.9,ref-bible.0201.3.15.3,שבא דוד לשאת את ארון ברית יי' לא נשאו כתורה וירכיבו את ארון ,נשאי הארון הברית לפני העם וכבוא נשאי הארון ,13,8,1422,1422.0,2987,2987.0,0.6,0.8571428571428572,0,,7090002573,13,8
ref-y.4.4.10.2.19.143-ref-y.4.4.10.2.19.152,ref-bible.0204.6.13.2-ref-bible.204.6.13.11,3296868,3296918,ref-y.4.4.10.2.19.143,ref-y.4.4.10.2.19.152,598928,598978,ref-bible.0204.6.13.2,ref-bible.0204.6.13.11,כי צעדו נושאי ארון יי' ששה צעדים ויזבח שור ומריא ,כי צעדו נשאי ארון יהוה ששה צעדים ויזבח שור ומריא ,10,10,1685,1685.0,2988,2988.0,0.0816326530612244,0.1111111111111111,8,כי צעדו ארון ששה צעדים ויזבח שור ומריא,7090002574,10,10
ref-y.4.4.10.2.19.193-ref-y.4.4.10.2.19.204,ref-bible.0104.7.8.13-ref-bible.104.7.9.10,3297138,3297195,ref-y.4.4.10.2.19.193,ref-y.4.4.10.2.19.204,268639,268705,ref-bible.0104.7.8.13,ref-bible.0104.7.9.10,אמרת ליה ולבני קהת לא נתן כי עבודת הקדש עליהם בכתף ישאו ,איתמר בן אהרן הכהן ולבני קהת לא נתן כי עבדת הקדש עלהם בכתף ישאו ,12,14,950,950.0,2989,2989.0,0.25,0.2727272727272727,8,ולבני קהת לא נתן כי הקדש בכתף ישאו,7090002575,12,14
ref-y.4.4.10.2.19.406-ref-y.4.4.10.2.19.417,ref-bible.0204.16.23.1-ref-bible.204.16.23.10,3298184,3298245,ref-y.4.4.10.2.19.406,ref-y.4.4.10.2.19.417,622884,622935,ref-bible.0204.16.23.1,ref-bible.0204.16.23.10,ועצת אחיתופל אשר יעץ בימים ההם כאשר ישאל וגו' איש קרי ולא ,ועצת אחיתפל אשר יעץ בימים ההם כאשר ישאל איש בדבר ,12,10,1715,1715.0,2990,2990.0,0.2241379310344827,0.3333333333333333,8,ועצת אשר יעץ בימים ההם כאשר ישאל איש,7090002576,12,10
ref-y.4.4.10.2.19.426-ref-y.4.4.10.2.19.434,ref-bible.0204.17.23.1-ref-bible.204.17.23.9,3298290,3298337,ref-y.4.4.10.2.19.426,ref-y.4.4.10.2.19.434,625125,625171,ref-bible.0204.17.23.1,ref-bible.0204.17.23.9,ואחיתופל ראה כי לא נעשתה עצתו ויחבוש את חמורו ,ואחיתפל ראה כי לא נעשתה עצתו ויחבש את החמור ,9,9,1716,1716.0,2991,2991.0,0.0869565217391304,0.0,6,ראה כי לא נעשתה עצתו את,7090002577,9,9
ref-y.4.4.10.2.21.55-ref-y.4.4.10.2.21.70,ref-bible.0206.6.1.1-ref-bible.206.6.1.15,3298869,3298951,ref-y.4.4.10.2.21.55,ref-y.4.4.10.2.21.70,725375,725451,ref-bible.0206.6.1.1,ref-bible.0206.6.1.15,ויאמרו בני הנביאים אל אלישע הנה נא וגו' המקום אשר אנחנו יושבים שם לפניך צר ממנו ,ויאמרו בני הנביאים אל אלישע הנה נא המקום אשר אנחנו ישבים שם לפניך צר ממנו ,10,9,1923,1923.0,2992,2992.0,0.075,0.0714285714285714,14,ויאמרו בני הנביאים אל אלישע הנה נא המקום אשר אנחנו שם לפניך צר ממנו,7090002578,16,15
ref-y.4.4.10.2.22.5-ref-y.4.4.10.2.22.11,ref-bible.0101.12.11.6-ref-bible.101.12.11.14,3299020,3299052,ref-y.4.4.10.2.22.5,ref-y.4.4.10.2.22.11,20059,20097,ref-bible.0101.12.11.6,ref-bible.0101.12.11.14,אומרת לאישה הנה נא ידעתי כי איש ,ויאמר אל שרי אשתו הנה נא ידעתי כי אשה ,7,9,69,68.0,2994,2993.0,0.3421052631578947,0.625,4,הנה נא ידעתי כי,7090002579,7,9
ref-y.4.4.10.2.22.3-ref-y.4.4.10.2.22.14,ref-bible.0205.17.23.15-ref-bible.205.17.24.13,3299006,3299067,ref-y.4.4.10.2.22.3,ref-y.4.4.10.2.22.14,696271,696337,ref-bible.0205.17.23.15,ref-bible.0205.17.24.13,שבן השונמית אומרת לאישה הנה נא ידעתי כי איש אלהים קדוש הוא ,בנך ותאמר האשה אל אליהו עתה זה ידעתי כי איש אלהים אתה ודבר יהוה ,12,14,1859,1859.0,2993,2993.0,0.484375,0.8,4,ידעתי כי איש אלהים,7090002580,12,14
ref-y.4.4.10.2.22.5-ref-y.4.4.10.2.22.17,ref-bible.0206.4.9.1-ref-bible.206.4.9.14,3299020,3299083,ref-y.4.4.10.2.22.5,ref-y.4.4.10.2.22.17,719974,720038,ref-bible.0206.4.9.1,ref-bible.0206.4.9.14,אומרת לאישה הנה נא ידעתי כי איש אלהים קדוש הוא עובר עלינו תמיד ,ותאמר אל אישה הנה נא ידעתי כי איש אלהים קדוש הוא עבר עלינו תמיד ,13,14,1909,1908.0,2995,2993.0,0.09375,0.2727272727272727,10,הנה נא ידעתי כי איש אלהים קדוש הוא עלינו תמיד,7090002581,13,14
ref-y.4.4.10.2.23.18-ref-y.4.4.10.2.23.31,ref-bible.0206.4.29.5-ref-bible.206.4.29.18,3299489,3299555,ref-y.4.4.10.2.23.18,ref-y.4.4.10.2.23.31,721449,721517,ref-bible.0206.4.29.5,ref-bible.0206.4.29.18,קח משענתי בידך ולך כי תמצא איש לא תברכנו וכי יברכך איש לא תעננו ,וקח משענתי בידך ולך כי תמצא איש לא תברכנו וכי יברכך איש לא תעננו ,14,14,1915,1915.0,2996,2996.0,0.0153846153846153,0.0,13,משענתי בידך ולך כי תמצא איש לא תברכנו וכי יברכך איש לא תעננו,7090002582,14,14
ref-y.4.4.10.2.23.65-ref-y.4.4.10.2.23.69,ref-bible.0203.2.6.2-ref-bible.203.2.6.6,3299707,3299735,ref-y.4.4.10.2.23.65,ref-y.4.4.10.2.23.69,519454,519482,ref-bible.0203.2.6.2,ref-bible.0203.2.6.6,ממית ומחיה מוריד שאול ויעל ,ממית ומחיה מוריד שאול ויעל ,5,5,1562,1561.0,2997,2997.0,0.0,0.0,5,ממית ומחיה מוריד שאול ויעל,7090002583,5,5
ref-y.4.4.10.2.23.93-ref-y.4.4.10.2.23.97,ref-bible.0206.5.1.1-ref-bible.206.5.1.5,3299836,3299855,ref-y.4.4.10.2.23.93,ref-y.4.4.10.2.23.97,722775,722796,ref-bible.0206.5.1.1,ref-bible.0206.5.1.5,נעמן שר צבא מלך ארם ,ונעמן שר צבא מלך ארם ,5,5,1918,1918.0,2998,2998.0,0.0476190476190476,0.3333333333333333,4,שר צבא מלך ארם,7090002584,5,5
ref-y.4.4.10.2.23.124-ref-y.4.4.10.2.23.130,ref-bible.0206.5.16.9-ref-bible.206.5.17.1,3300002,3300039,ref-y.4.4.10.2.23.124,ref-y.4.4.10.2.23.130,724269,724297,ref-bible.0206.5.16.9,ref-bible.0206.5.17.1,ויפצר בו לקחת וימאן אתא גיחזי ואמר ,ויפצר בו לקחת וימאן ויאמר ,7,5,1919,1919.0,2999,2999.0,0.2857142857142857,0.3333333333333333,4,ויפצר בו לקחת וימאן,7090002585,7,5
ref-y.4.4.10.2.23.126-ref-y.4.4.10.2.23.139,ref-bible.0206.5.20.23-ref-bible.0206.5.21.2,3300012,3300082,ref-y.4.4.10.2.23.126,ref-y.4.4.10.2.23.139,724689,724731,ref-bible.0206.5.20.23,ref-bible.0206.5.21.2,רצתי אחריו ולקחתי מאתו מאומה וירדף גיחזי,רצתי אחריו ולקחתי מאתו מאומה וירדף גיחזי,7,7,1921,1920.0,3000,3000.0,0.0,0.0,7,רצתי אחריו ולקחתי מאתו מאומה וירדף גיחזי,7090002586,7,7
ref-y.4.4.10.2.23.152-ref-y.4.4.10.2.23.182,ref-bible.0206.5.25.8-ref-bible.206.5.26.15,3300150,3300302,ref-y.4.4.10.2.23.152,ref-y.4.4.10.2.23.182,725136,725258,ref-bible.0206.5.25.8,ref-bible.0206.5.26.15,אלישע אמר ליה מאיין ולאיין גיחזי מיאנתה מתן שכרן של צדיקין אמר לו לא הלך עבדך אנה ואנה ויאמר לא ליבי הלך כאשר הלך איש מעל מרכבתו לקראתך העת לקחת כסף ,אלישע מאן מאין גחזי ויאמר לא הלך עבדך אנה ואנה ויאמר אליו לא לבי הלך כאשר הפך איש מעל מרכבתו לקראתך העת לקחת את הכסף ,31,25,1922,1922.0,3002,3002.0,0.3557046979865771,0.4399999999999999,15,אלישע הלך עבדך אנה ואנה ויאמר לא הלך כאשר איש מעל מרכבתו לקראתך העת לקחת,7090002587,31,25
ref-y.4.4.10.2.23.196-ref-y.4.4.10.2.23.201,ref-bible.0206.7.3.1-ref-bible.206.7.3.6,3300375,3300410,ref-y.4.4.10.2.23.196,ref-y.4.4.10.2.23.201,728405,728439,ref-bible.0206.7.3.1,ref-bible.0206.7.3.6,וארבעה אנשים היו מצורעים פתח השער ,וארבעה אנשים היו מצרעים פתח השער ,6,6,1927,1927.0,3003,3003.0,0.0294117647058823,0.0,5,וארבעה אנשים היו פתח השער,7090002588,6,6
ref-y.4.4.10.2.26.23-ref-y.4.4.10.2.26.35,ref-bible.0303.34.33.1-ref-bible.303.34.33.12,3300911,3300971,ref-y.4.4.10.2.26.23,ref-y.4.4.10.2.26.35,1325089,1325145,ref-bible.0303.34.33.1,ref-bible.0303.34.33.12,המעמך ישלמנה כי מאסת אלא כי אתה תבחר ולא אני ומה ידעת דבר ,המעמך ישלמנה כי מאסת כי אתה תבחר ולא אני ומה ידעת דבר ,13,12,2829,2829.0,3004,3004.0,0.0689655172413793,0.0,12,המעמך ישלמנה כי מאסת כי אתה תבחר ולא אני ומה ידעת דבר,7090002589,13,12
ref-y.4.4.10.2.26.77-ref-y.4.4.10.2.26.92,ref-bible.0301.60.9.1-ref-bible.301.60.10.7,3301190,3301269,ref-y.4.4.10.2.26.77,ref-y.4.4.10.2.26.92,1191899,1191979,ref-bible.0301.60.9.1,ref-bible.0301.60.10.7,לי גלעד ולי מנשה אפרים מעוז ראשי יהודה מחוקקי מואב סיר רחצי על אדום אשליך נעלי ,לי גלעד ולי מנשה ואפרים מעוז ראשי יהודה מחקקי מואב סיר רחצי על אדום אשליך נעלי ,16,16,2547,2547.0,3005,3005.0,0.0253164556962025,0.0,14,לי גלעד ולי מנשה מעוז ראשי יהודה מואב סיר רחצי על אדום אשליך נעלי,7090002590,16,16
ref-y.4.4.10.2.26.77-ref-y.4.4.10.2.26.92,ref-bible.0301.108.9.1-ref-bible.301.108.10.7,3301190,3301269,ref-y.4.4.10.2.26.77,ref-y.4.4.10.2.26.92,1230811,1230889,ref-bible.0301.108.9.1,ref-bible.0301.108.10.7,לי גלעד ולי מנשה אפרים מעוז ראשי יהודה מחוקקי מואב סיר רחצי על אדום אשליך נעלי ,לי גלעד לי מנשה ואפרים מעוז ראשי יהודה מחקקי מואב סיר רחצי על אדום אשליך נעלי ,16,16,2625,2625.0,3006,3005.0,0.0379746835443038,0.0714285714285714,13,לי גלעד מנשה מעוז ראשי יהודה מואב סיר רחצי על אדום אשליך נעלי,7090002591,16,16
ref-y.4.4.10.2.26.101-ref-y.4.4.10.2.26.125,ref-bible.0301.60.9.2-ref-bible.301.60.10.7,3301309,3301433,ref-y.4.4.10.2.26.101,ref-y.4.4.10.2.26.125,1191902,1191979,ref-bible.0301.60.9.2,ref-bible.0301.60.10.7,גלעד לי מנשה בשמועו אפרים מעוז ראשי זה ירבעם כן נבט אפרתי יהודה מחוקקי זה אחיתופל מואב סיר רחצי זה גיחזי על אדום אשליך נעלי ,גלעד ולי מנשה ואפרים מעוז ראשי יהודה מחקקי מואב סיר רחצי על אדום אשליך נעלי ,25,15,2548,2547.0,3007,3007.0,0.4032258064516129,0.409090909090909,12,גלעד מנשה מעוז ראשי יהודה מואב סיר רחצי על אדום אשליך נעלי,7090002592,25,15
ref-y.4.4.10.2.26.101-ref-y.4.4.10.2.26.125,ref-bible.0301.108.9.2-ref-bible.301.108.10.7,3301309,3301433,ref-y.4.4.10.2.26.101,ref-y.4.4.10.2.26.125,1230814,1230889,ref-bible.0301.108.9.2,ref-bible.0301.108.10.7,גלעד לי מנשה בשמועו אפרים מעוז ראשי זה ירבעם כן נבט אפרתי יהודה מחוקקי זה אחיתופל מואב סיר רחצי זה גיחזי על אדום אשליך נעלי ,גלעד לי מנשה ואפרים מעוז ראשי יהודה מחקקי מואב סיר רחצי על אדום אשליך נעלי ,25,15,2626,2625.0,3008,3007.0,0.3951612903225806,0.3809523809523809,13,גלעד לי מנשה מעוז ראשי יהודה מואב סיר רחצי על אדום אשליך נעלי,7090002593,25,15
ref-y.4.4.10.2.26.143-ref-y.4.4.10.2.26.148,ref-bible.0301.55.24.6-ref-bible.301.55.24.11,3301526,3301556,ref-y.4.4.10.2.26.143,ref-y.4.4.10.2.26.148,1188972,1189002,ref-bible.0301.55.24.6,ref-bible.0301.55.24.11,אנשי דמים ומרמה לא יחצו ימיהם ,אנשי דמים ומרמה לא יחצו ימיהם ,6,6,2536,2536.0,3009,3009.0,0.0,0.0,6,אנשי דמים ומרמה לא יחצו ימיהם,7090002594,6,6
ref-y.4.4.10.2.26.152-ref-y.4.4.10.2.26.159,ref-bible.0208.26.19.18-ref-bible.208.26.19.27,3301569,3301613,ref-y.4.4.10.2.26.152,ref-y.4.4.10.2.26.159,917487,917535,ref-bible.0208.26.19.18,ref-bible.0208.26.19.27,לעשותן ריעים אילו לאילו עלי פלשת אתרועע עלי ,אל הרעה אשר דבר עליהם ואנחנו עשים רעה גדולה על ,8,10,2163,2163.0,3010,3010.0,0.6808510638297872,0.8461538461538461,0,,7090002595,8,10
ref-y.4.4.10.3.2.66-ref-y.4.4.10.3.2.71,ref-bible.0303.6.17.1-ref-bible.303.6.17.6,3302136,3302174,ref-y.4.4.10.3.2.66,ref-y.4.4.10.3.2.71,1297690,1297726,ref-bible.0303.6.17.1,ref-bible.0303.6.17.6,בעת יזורבו נצמתו בחומו נדעכו ממקומם ,בעת יזרבו נצמתו בחמו נדעכו ממקומם ,6,6,2786,2786.0,3011,3011.0,0.0555555555555555,0.0,4,בעת נצמתו נדעכו ממקומם,7090002596,6,6
ref-y.4.4.10.3.2.136-ref-y.4.4.10.3.2.144,ref-bible.0301.40.3.1-ref-bible.301.40.3.6,3302513,3302564,ref-y.4.4.10.3.2.136,ref-y.4.4.10.3.2.144,1178284,1178320,ref-bible.0301.40.3.1,ref-bible.0301.40.3.6,ויעליני מכור שאון מטיט היון מהו מטיט היון מקום ,ויעלני מבור שאון מטיט היון ויקם ,9,6,2507,2507.0,3012,3012.0,0.3404255319148936,0.2857142857142857,3,שאון מטיט היון,7090002597,9,6
ref-y.4.4.10.3.3.14-ref-y.4.4.10.3.3.19,ref-bible.0101.13.13.1-ref-bible.101.13.13.6,3302748,3302782,ref-y.4.4.10.3.3.14,ref-y.4.4.10.3.3.19,21513,21547,ref-bible.0101.13.13.1,ref-bible.0101.13.13.6,ואנשי סדום רעים וחטאים ליי' מאד ,ואנשי סדם רעים וחטאים ליהוה מאד ,6,6,71,71.0,3013,3013.0,0.125,0.1666666666666666,4,ואנשי רעים וחטאים מאד,7090002598,6,6
ref-y.4.4.10.4.1.30-ref-y.4.4.10.4.1.36,ref-bible.0301.95.11.1-ref-bible.301.95.11.7,3303068,3303104,ref-y.4.4.10.4.1.30,ref-y.4.4.10.4.1.36,1219448,1219482,ref-bible.0301.95.11.1,ref-bible.0301.95.11.7,אשר נשבעתי באפי אם וביאון אל מנוחתי ,אשר נשבעתי באפי אם יבאון אל מנוחתי ,7,7,2596,2596.0,3014,3014.0,0.0555555555555555,0.0,6,אשר נשבעתי באפי אם אל מנוחתי,7090002599,7,7
ref-y.4.4.10.4.1.46-ref-y.4.4.10.4.1.52,ref-bible.0301.50.5.1-ref-bible.301.50.5.7,3303151,3303185,ref-y.4.4.10.4.1.46,ref-y.4.4.10.4.1.52,1185229,1185261,ref-bible.0301.50.5.1,ref-bible.0301.50.5.7,אספו לי חסידיי כורתי בריתי עלי זבח ,אספו לי חסידי כרתי בריתי עלי זבח ,7,7,2527,2526.0,3015,3015.0,0.0571428571428571,0.0,5,אספו לי בריתי עלי זבח,7090002600,7,7
ref-y.4.4.10.4.1.85-ref-y.4.4.10.4.1.98,ref-bible.0301.50.5.1-ref-bible.301.50.5.6,3303352,3303421,ref-y.4.4.10.4.1.85,ref-y.4.4.10.4.1.98,1185229,1185257,ref-bible.0301.50.5.1,ref-bible.0301.50.5.6,אספו לי חסידי וגו' חסידי שעשו עמי חסד כורתי בריתי שנברתו על ידי עלי ,אספו לי חסידי כרתי בריתי עלי ,14,6,2526,2526.0,3016,3016.0,0.5735294117647058,0.5555555555555556,5,אספו לי חסידי בריתי עלי,7090002601,14,6
