baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.18.3.379-ref-mek.7.18.3.389,ref-y.3.7.1.7.2.39-ref-y.3.7.1.7.2.49,356090,356150,ref-mek.7.18.3.379,ref-mek.7.18.3.389,2869573,2869629,ref-y.3.7.1.7.2.39,ref-y.3.7.1.7.2.49,ולמדתם אותם את בניכם ואומר למען ירבו ימיכם ואומר כי כימי ,למדתם אותם את בניכם לדבר בם בשנים למען ירבו ימיכם וימי ,11,11,1051,1051.0,1371,1371.0,0.4035087719298245,0.4166666666666666,6,אותם את בניכם למען ירבו ימיכם,3070001080,11,11
ref-mek.7.18.3.437-ref-mek.7.18.3.448,ref-y.1.1.1.6.10.19-ref-y.1.1.1.6.10.27,356412,356467,ref-mek.7.18.3.437,ref-mek.7.18.3.448,30587,30620,ref-y.1.1.1.6.10.19,ref-y.1.1.1.6.10.27,נאם ה' ואומר ואני זאת בריתי אותם אמר ה' רוחי אשר עליך ,נאם ה' לא יאמר עוד חי ה' אשר העלה ,12,9,55,50.0,1373,1373.0,0.5370370370370371,0.6923076923076923,4,נאם ה' ה' אשר,3070001081,12,9
ref-mek.7.18.3.444-ref-mek.7.18.3.461,ref-y.1.2.1.1.19.61-ref-y.1.2.1.1.19.71,356447,356537,ref-mek.7.18.3.444,ref-mek.7.18.3.461,207757,207814,ref-y.1.2.1.1.19.61,ref-y.1.2.1.1.19.71,אמר ה' רוחי אשר עליך וגו' על אחת כמה וכמה שתאריכון ימים בעולם הזה ותראו לכם בנים ובני ,אומ' וחסד ה' מעולם ועד עולם על יריאיו וצדקתו לבני בנים ,15,11,155,152.0,1374,1373.0,0.6744186046511628,0.8095238095238095,2,ה' בנים,3070001082,15,11
ref-mek.8.1.1.163-ref-mek.8.1.1.175,ref-y.3.2.4.2.1.28-ref-y.3.2.4.2.1.45,357365,357427,ref-mek.8.1.1.163,ref-mek.8.1.1.175,2415014,2415107,ref-y.3.2.4.2.1.28,ref-y.3.2.4.2.1.45,תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר ,בנתינה ר' שמעון אומר במגבה הדבר תלוי ורבי אומר בעמידת בית דין הדבר תלוי ר' שמעון עבד לה ,11,16,898,898.0,1376,1375.0,0.7613636363636364,0.9,1,אומר,3070001083,11,16
ref-mek.8.1.1.161-ref-mek.8.1.1.175,ref-y.4.2.5.1.2.6-ref-y.4.2.5.1.2.34,357357,357427,ref-mek.8.1.1.161,ref-mek.8.1.1.175,3045854,3046000,ref-y.4.2.5.1.2.6,ref-y.4.2.5.1.2.34,כספך לא תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר ,שהלוה בריבית לישראל אינו גובה לא את הקרן ולא את הריבית דכרי רבי מאיר וחכמים אומרי' גובה את הקרן ולא את הריבית כתיב את כספך לא תתן לו כנשך ,13,25,1167,1167.0,1375,1375.0,0.7463768115942029,0.631578947368421,4,כספך לא תתן לו,3070001084,13,25
ref-mek.8.1.1.183-ref-mek.8.1.1.187,ref-y.4.2.5.1.2.49-ref-y.4.2.5.1.2.53,357466,357489,ref-mek.8.1.1.183,ref-mek.8.1.1.187,3046079,3046102,ref-y.4.2.5.1.2.49,ref-y.4.2.5.1.2.53,אל תקח מאתו נשך ותרבית ,אל תקח מאתו נשך ותרבית ,5,5,1168,1168.0,1377,1377.0,0.0,0.0,5,אל תקח מאתו נשך ותרבית,3070001085,5,5
ref-mek.8.1.2.58-ref-mek.8.1.2.72,ref-y.2.5.1.1.12.67-ref-y.2.5.1.1.12.87,358179,358269,ref-mek.8.1.2.58,ref-mek.8.1.2.72,1389523,1389634,ref-y.2.5.1.1.12.67,ref-y.2.5.1.1.12.87,אמרו ממשכנים כסות יום בלילה וכסות לילה ביום ומחזירין כסות יום ביום וכסות לילה בלילה ,יום ללילה ולילה ליום והכא צרי' שימסור יום ללילה ו לילה ליום רבי חייה בר יוסה אמר מביון שמסר יום ללילה ,15,19,468,468.0,1380,1378.0,0.5980392156862745,0.7142857142857143,3,יום יום לילה,3070001086,15,19
ref-mek.8.1.2.60-ref-mek.8.1.2.70,ref-y.4.2.9.12.3.3-ref-y.4.2.9.12.3.13,358192,358257,ref-mek.8.1.2.60,ref-mek.8.1.2.70,3070620,3070681,ref-y.4.2.9.12.3.3,ref-y.4.2.9.12.3.13,כסות יום בלילה וכסות לילה ביום ומחזירין כסות יום ביום וכסות ,כסות יום בלילה וכסות לילה ביום מחזיר כסות יום ביום וכסות ,11,11,1175,1175.0,1381,1378.0,0.05,0.2857142857142857,10,כסות יום בלילה וכסות לילה ביום כסות יום ביום וכסות,3070001087,11,11
ref-mek.8.1.2.52-ref-mek.8.1.2.66,ref-y.4.2.9.12.3.31-ref-y.4.2.9.12.3.46,358150,358235,ref-mek.8.1.2.52,ref-mek.8.1.2.66,3070791,3070877,ref-y.4.2.9.12.3.31,ref-y.4.2.9.12.3.46,לו את העבוט כבא השמש מכאן אמרו ממשכנים כסות יום בלילה וכסות לילה ביום ומחזירין ,ביום חובלן בלילה ומחזירן ביום אמר רבי לא זימנין דתיפתר ההן קרא לא תבוא עליו השמש ,15,14,1176,1176.0,1379,1378.0,0.8024691358024691,0.8095238095238095,2,בלילה ביום,3070001088,15,14
ref-mek.8.1.2.50-ref-mek.8.1.2.56,ref-y.4.2.9.12.3.59-ref-y.4.2.9.12.3.65,358142,358173,ref-mek.8.1.2.50,ref-mek.8.1.2.56,3070940,3070973,ref-y.4.2.9.12.3.59,ref-y.4.2.9.12.3.65,השב תשב לו את העבוט כבא השמש ,השב תשיב לו את העבוט כבוא השמש ,7,7,1177,1177.0,1378,1378.0,0.064516129032258,0.0,5,השב לו את העבוט השמש,3070001089,7,7
ref-mek.8.1.4.9-ref-mek.8.1.4.34,ref-y.4.4.7.8.1.23-ref-y.4.4.7.8.1.35,358648,358780,ref-mek.8.1.4.9,ref-mek.8.1.4.34,3238249,3238320,ref-y.4.4.7.8.1.23,ref-y.4.4.7.8.1.35,ונוקב שם ה' מות יומת עונש שמענו אזהרה לא שמענו לכך נאמר אלהים לא תקלל מכל מקום דברי ר' ישמעאל ר' עקיבא אומר בדיינין הכתוב מדבר ,ונוקב שם יי' מות יומת וכרםי ישמעאל דר' ישמעאל אמר בדיינים הכתוב מדבר ,15,13,1308,1308.0,1382,1382.0,0.5433070866141733,0.5789473684210527,6,ונוקב שם מות יומת הכתוב מדבר,3070001090,15,13
ref-mek.8.1.6.49-ref-mek.8.1.6.65,ref-y.3.1.11.2.5.6-ref-y.3.1.11.2.5.36,360729,360799,ref-mek.8.1.6.49,ref-mek.8.1.6.65,2188903,2189060,ref-y.3.1.11.2.5.6,ref-y.3.1.11.2.5.36,מאם יוציא דברי רבי מאיר רבי יודה אומר אחותו מאם יוציא אחותו מאב יקיים אחות אמו יוציא אחות אביו יקיים דברי רבי מאיר רבי יודה אומר אחות אמו מאמה יוציא אחות,מאם יוציא דברי רבי מאיר רבי יודה אומר אחותו מאם יוציא אחותו מאב יקיים אחות אמו יוציא אחות אביו יקיים דברי רבי מאיר רבי יודה אומר אחות אמו מאמה יוציא אחות,21,21,760,760.0,1383,1383.0,0.0,0.0,21,מאם יוציא דברי_רבי_מאיר_רבי_יודה_אומר אחותו מאם יוציא אחותו מאב יקיים אחות אמו יוציא אחות אביו יקיים דברי_רבי_מאיר_רבי_יודה_אומר אחות אמו מאמה יוציא אחות,3070001091,21,21
ref-mek.8.1.6.57-ref-mek.8.1.6.82,ref-y.4.4.7.13.1.37-ref-y.4.4.7.13.1.52,360763,360872,ref-mek.8.1.6.57,ref-mek.8.1.6.82,3249422,3249494,ref-y.4.4.7.13.1.37,ref-y.4.4.7.13.1.52,ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן,ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן,16,16,1326,1326.0,1385,1385.0,0.0,0.0,16,ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן,3070001092,16,16
ref-mek.8.1.6.179-ref-mek.8.1.6.195,ref-y.1.9.2.1.11.73-ref-y.1.9.2.1.11.90,361353,361446,ref-mek.8.1.6.179,ref-mek.8.1.6.195,779738,779828,ref-y.1.9.2.1.11.73,ref-y.1.9.2.1.11.90,שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן עשויה בשמן ושמן,ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן עשויה בשמן ושמן,14,18,255,255.0,1391,1391.0,0.2261904761904762,0.3,14,שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן עשויה בשמן ושמן,3070001093,14,18
ref-mek.8.1.6.197-ref-mek.8.1.6.205,ref-y.2.11.3.5.13.263-ref-y.2.11.3.5.13.273,361454,361502,ref-mek.8.1.6.197,ref-mek.8.1.6.205,2026997,2027047,ref-y.2.11.3.5.13.263,ref-y.2.11.3.5.13.273,מה כאן ביום השמיני שמיני אף להלן ביום השמיני ,מה ימי החג שמונה אף ימי האבל שמונה אמר ליה שמיני ,9,11,715,715.0,1396,1387.0,0.5918367346938775,0.625,2,מה אף,3070001094,9,11
ref-mek.8.1.6.179-ref-mek.8.1.6.197,ref-y.3.1.12.6.7.66-ref-y.3.1.12.6.7.77,361353,361456,ref-mek.8.1.6.179,ref-mek.8.1.6.197,2206426,2206483,ref-y.3.1.12.6.7.66,ref-y.3.1.12.6.7.77,בהם שמי מה קרייה שנאמר להלן שבח אף כאן,ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,9,12,777,777.0,1390,1390.0,0.3090909090909091,0.1111111111111111,9,בהם שמי מה קרייה שנאמר להלן שבח אף כאן,3070001095,9,12
ref-mek.8.1.6.170-ref-mek.8.1.6.207,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.103,361307,361517,ref-mek.8.1.6.170,ref-mek.8.1.6.207,2418731,2418790,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.103,כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן שומה ונאמר להלן שומה מה שומה שנ' להלן,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן,20,12,912,912.0,1388,1388.0,0.1574074074074074,0.125,20,כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן שומה ונאמר להלן שומה מה שומה שנ' להלן,3070001096,20,24
ref-mek.8.1.6.170-ref-mek.8.1.6.188,ref-y.3.7.4.1.3.2-ref-y.3.7.4.1.3.14,361307,361409,ref-mek.8.1.6.170,ref-mek.8.1.6.188,2932798,2932864,ref-y.3.7.4.1.3.2,ref-y.3.7.4.1.3.14,בנות ברזיליי לשם שמים נתגיירו או שלא לשם שמים נתגירו אין תימר לשם,בנות ברזיליי לשם שמים נתגיירו או שלא לשם שמים נתגירו אין תימר לשם,13,13,1082,1082.0,1387,1387.0,0.0,0.0,13,בנות ברזיליי לשם שמים נתגיירו או שלא לשם שמים נתגירו אין תימר לשם,3070001097,13,13
ref-mek.8.2.1.32-ref-mek.8.2.1.40,ref-y.1.4.8.1.2.8-ref-y.1.4.8.1.2.20,361697,361746,ref-mek.8.2.1.32,ref-mek.8.2.1.40,427277,427339,ref-y.1.4.8.1.2.8,ref-y.1.4.8.1.2.20,קדושה ונאמר להלן קדושה מה להלן אסורין באכילה אף ,תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,9,13,187,183.0,1397,1397.0,0.4166666666666667,0.7272727272727273,5,ונאמר להלן מה להלן אף,3070001098,9,13
ref-mek.8.2.1.32-ref-mek.8.2.1.43,ref-y.1.4.8.1.2.32-ref-y.1.4.8.1.2.48,361697,361760,ref-mek.8.2.1.32,ref-mek.8.2.1.43,427392,427474,ref-y.1.4.8.1.2.32,ref-y.1.4.8.1.2.48,קדושה ונאמר להלן קדושה מה להלן אסורין באכילה אף כאן תהא אסורה ,תקדש ונאמר להלן ולא יהיה קדש מבני ישר' מה קדש שנ' להלן אסור בהנייה אף כאן אסור ,12,17,189,189.0,1398,1397.0,0.5063291139240507,0.5714285714285714,6,ונאמר להלן מה להלן אף כאן,3070001099,12,17
ref-mek.8.2.1.33-ref-mek.8.2.1.44,ref-y.2.12.1.3.1.63-ref-y.2.12.1.3.1.85,361703,361768,ref-mek.8.2.1.33,ref-mek.8.2.1.44,1930791,1930902,ref-y.2.12.1.3.1.63,ref-y.2.12.1.3.1.85,ונאמר להלן קדושה מה להלן אסורין באכילה אף כאן תהא אסורה באכילה ,"להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם ",12,14,692,670.0,1399,1397.0,0.7155963302752294,0.7647058823529411,6,ונאמר להלן מה להלן אף כאן,3070001100,12,23
ref-mek.8.2.1.36-ref-mek.8.2.1.45,ref-y.4.8.5.12.6.5-ref-y.4.8.5.12.7.1,361721,361774,ref-mek.8.2.1.36,ref-mek.8.2.1.45,3502790,3502852,ref-y.4.8.5.12.6.5,ref-y.4.8.5.12.7.1,מה להלן אסורין באכילה אף כאן תהא אסורה באכילה ובשר ,מה להלן קוברו ואסור בהנייה אף כאן קוברו ואסור בחנייה ובשר ,10,11,1521,1521.0,1400,1397.0,0.3793103448275862,0.5,5,מה להלן אף כאן ובשר,3070001101,10,11
ref-mek.8.2.1.61-ref-mek.8.2.1.75,ref-y.2.1.2.5.4.93-ref-y.2.1.2.5.4.108,361854,361915,ref-mek.8.2.1.61,ref-mek.8.2.1.75,930285,930356,ref-y.2.1.2.5.4.93,ref-y.2.1.2.5.4.108,מה מכה בהמה לא חלקתה בה בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,מה מכה בהמה לא חלקתה בה בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,16,16,295,295.0,1401,1401.0,0.0,0.0,16,מה מכה בהמה לא חלקתה בה בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,3070001102,16,16
ref-mek.8.2.1.61-ref-mek.8.2.1.75,ref-y.3.2.3.1.7.15-ref-y.3.2.3.1.7.30,361854,361915,ref-mek.8.2.1.61,ref-mek.8.2.1.75,2400442,2400513,ref-y.3.2.3.1.7.15,ref-y.3.2.3.1.7.30,מה מכה בהמה לא חלקתה בו בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,מה מכה בהמה לא חלקתה בו בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,16,16,884,884.0,1402,1402.0,0.0,0.0,16,מה מכה בהמה לא חלקתה בו בין שוגג למזיד לחייבו ממון אף מכה אדם לא תחלוק,3070001103,16,16
ref-mek.8.2.1.61-ref-mek.8.2.1.75,ref-y.3.2.3.3.2.57-ref-y.3.2.3.3.2.75,361854,361915,ref-mek.8.2.1.61,ref-mek.8.2.1.75,2406049,2406130,ref-y.3.2.3.3.2.57,ref-y.3.2.3.3.2.75,מה נבלה לא חלק לה בין בבית בין בשדה אף טרפה לא נחלוק בה בין ,מה מכה בהמה לא חלקתה בו בין בשוגג בין במזיד לחייב ממון אף מכה אדם לא תחלוק בו בין ,15,16,892,892.0,1405,1401.0,0.4756097560975609,0.8666666666666667,5,מה לא אף לא בין,3070001104,15,16
ref-mek.8.2.1.88-ref-mek.8.2.1.99,ref-y.1.7.3.4.10.50-ref-y.1.7.3.4.10.68,361977,362035,ref-mek.8.2.1.88,ref-mek.8.2.1.99,677408,677498,ref-y.1.7.3.4.10.50,ref-y.1.7.3.4.10.68,בהווה כיוצא בו כי בשדה מצאה אין לי אלא בשדה בבית מנין ,שהוא בית דירה יצאו שדות שאינן בית דירה מה טעמא דרבי מאיר וקם הבית אין לי אלא בית מניין ,10,14,232,232.0,1406,1406.0,0.6206896551724138,0.6666666666666667,1,אין_לי_אלא,3070001105,10,14
ref-mek.8.2.1.132-ref-mek.8.2.1.136,ref-y.2.3.2.1.7.150-ref-y.2.3.2.1.7.160,362196,362227,ref-mek.8.2.1.132,ref-mek.8.2.1.136,1246595,1246654,ref-y.2.3.2.1.7.150,ref-y.2.3.2.1.7.160,לכלב תשליכון אותו לכלב וככלב ,לכלב תשליכון אותו אותו את משליך לכלב ואין את משליך לכלב ,5,11,355,355.0,1407,1407.0,0.5,0.5,4,לכלב תשליכון אותו לכלב,3070001106,5,11
ref-mek.8.2.3.72-ref-mek.8.2.3.77,ref-y.3.6.9.8.4.83-ref-y.3.6.9.8.4.90,363440,363473,ref-mek.8.2.3.72,ref-mek.8.2.3.77,2717074,2717119,ref-y.3.6.9.8.4.83,ref-y.3.6.9.8.4.90,כך היו נקיי הדעת שבירושלם עושין ,כך היו נקיי הדעת שבירושלם כותבין גט המעושה ,6,8,975,975.0,1408,1408.0,0.3023255813953488,0.5,5,כך היו נקיי הדעת שבירושלם,3070001107,6,8
ref-mek.8.2.3.182-ref-mek.8.2.3.187,ref-y.4.4.1.1.4.20-ref-y.4.4.1.1.4.29,363972,363999,ref-mek.8.2.3.182,ref-mek.8.2.3.187,3132882,3132923,ref-y.4.4.1.1.4.20,ref-y.4.4.1.1.4.29,מטין מה עדים בשנים אף מטין ,מטים הרוג על פי עדים מה עדים שנים אף מטים ,6,8,1192,1192.0,1409,1409.0,0.4523809523809524,0.5,3,מה עדים אף,3070001108,6,8
ref-mek.8.2.5.3-ref-mek.8.2.5.14,ref-y.2.8.4.2.1.17-ref-y.2.8.4.2.1.24,364314,364369,ref-mek.8.2.5.3,ref-mek.8.2.5.14,1678603,1678653,ref-y.2.8.4.2.1.17,ref-y.2.8.4.2.1.24,שומע אני כשמועו תלמוד לומר כי תראה או כי תראה שומע אני ,ושומעת ואינה רואה ההר מפסיק רואה ושומעת ואינה ,10,8,579,579.0,1410,1410.0,0.6727272727272727,0.8571428571428572,0,,3070001109,10,8
ref-mek.8.2.5.9-ref-mek.8.2.5.34,ref-y.4.2.2.10.3.8-ref-y.4.2.2.10.3.28,364345,364480,ref-mek.8.2.5.9,ref-mek.8.2.5.34,3032723,3032825,ref-y.4.2.2.10.3.8,ref-y.4.2.2.10.3.28,תראה או כי תראה שומע אני אפילו בריחוק ממנו מלא מיל תלמוד לומר כי תפגע כיצד יתקיימו שני מקראות הללו שיערו חכמים אחד משבעה ומחצה כמיל ,תראה אי כי תראה יכול אפילו רחוק מאה מיל תלמוד לומר כי תפגע הא כיצד שיערו חכמים אחד משבעה ומחצה במיל ,20,19,1162,1162.0,1411,1410.0,0.3484848484848485,0.3333333333333333,12,תראה כי תראה אפילו מיל תלמוד_לומר_כי תפגע שיערו חכמים אחד משבעה ומחצה,3070001110,20,19
ref-mek.8.2.6.42-ref-mek.8.2.6.55,ref-y.4.2.2.10.3.52-ref-y.4.2.2.10.3.64,365676,365746,ref-mek.8.2.6.42,ref-mek.8.2.6.55,3032938,3033011,ref-y.4.2.2.10.3.52,ref-y.4.2.2.10.3.64,חמור של ישראל ומשאו של גוי עזוב תעזוב עמו חמור של גוי ומשאו של ישראל ,חמור ישראל ומשאוי של גוי דברי הכל פורק וטוען חמור גוי ומשאוי של ישראל ,15,14,1166,1166.0,1412,1412.0,0.3285714285714285,0.5833333333333333,8,חמור ישראל של גוי חמור גוי של ישראל,3070001111,15,14
ref-mek.8.2.6.67-ref-mek.8.2.6.74,ref-y.4.2.2.9.1.132-ref-y.4.2.2.9.1.139,365803,365840,ref-mek.8.2.6.67,ref-mek.8.2.6.74,3032328,3032365,ref-y.4.2.2.9.1.132,ref-y.4.2.2.9.1.139,בין הקברות אל יטמא אמר לו אביו הטמא ,בין הקברות אל יטמא אמר לו אביו היטמא ,8,8,1161,1161.0,1413,1413.0,0.027027027027027,0.0,7,בין הקברות אל יטמא אמר לו אביו,3070001112,8,8
ref-mek.8.2.6.117-ref-mek.8.2.6.131,ref-y.4.2.2.10.3.31-ref-y.4.2.2.10.3.38,366053,366119,ref-mek.8.2.6.117,ref-mek.8.2.6.131,3032836,3032873,ref-y.4.2.2.10.3.31,ref-y.4.2.2.10.3.38,עזב תעזוב עמו למה נאמר לפי שהוא אומר הקם תקים עמו אין לי אלא טעינה ,עזוב תעזוב זו פריקה הקם תקים זו טעינה ,9,8,1164,1163.0,1414,1414.0,0.5223880597014925,0.5,4,תעזוב הקם תקים טעינה,3070001113,9,8
ref-mek.8.2.6.193-ref-mek.8.2.6.214,ref-y.4.2.2.10.3.31-ref-y.4.2.2.10.3.50,366425,366538,ref-mek.8.2.6.193,ref-mek.8.2.6.214,3032836,3032937,ref-y.4.2.2.10.3.31,ref-y.4.2.2.10.3.50,הקם תקים עמו טעינה עזוב תעזוב עמו פריקה מכאן היה ר' שמעון בר יוחאי אומר כשם שהפריקה מן התורה כך טעינה מן התורה ,עזוב תעזוב זו פריקה הקם תקים זו טעינה רבי שמעון בן יוחי אומר כשם שפורקו מן התורה כך טוענו מן התורה ,21,17,1165,1163.0,1415,1415.0,0.4324324324324324,0.4210526315789473,9,עזוב תעזוב פריקה כשם מן התורה כך מן התורה,3070001114,21,17
ref-mek.8.2.6.216-ref-mek.8.2.6.225,ref-y.4.2.2.10.3.31-ref-y.4.2.2.10.3.36,366539,366585,ref-mek.8.2.6.216,ref-mek.8.2.6.225,3032836,3032864,ref-y.4.2.2.10.3.31,ref-y.4.2.2.10.3.36,עזוב תעזוב עמו למה נאמר לפי שהוא אומר הקם תקים ,עזוב תעזוב זו פריקה הקם תקים ,6,6,1163,1163.0,1416,1416.0,0.4468085106382978,0.5,4,עזוב תעזוב הקם תקים,3070001115,6,6
ref-mek.8.3.2.127-ref-mek.8.3.2.149,ref-y.4.4.5.1.7.24-ref-y.4.4.5.1.7.42,367639,367755,ref-mek.8.3.2.127,ref-mek.8.3.2.149,3205351,3205442,ref-y.4.4.5.1.7.24,ref-y.4.4.5.1.7.42,אמרו לו הוי יודע שהוא בן ברית והתורה אמרה ונקי וצדיק אל תהרוג ואומר שופך דם האדם באדם דמו ישפך ואמר יודע אני ,"אמרו לו הוי יודע שבן ברית הוא והתור' אמר שופך דם האדם באדם דמו ישפך אע""פ שאמר יודע אני ",21,19,1257,1257.0,1417,1417.0,0.3302752293577982,0.5714285714285714,13,אמרו לו הוי יודע ברית שופך דם האדם באדם דמו ישפך יודע אני,3070001116,21,19
ref-mek.8.3.2.156-ref-mek.8.3.2.163,ref-y.4.4.4.9.1.43-ref-y.4.4.4.9.1.50,367787,367830,ref-mek.8.3.2.156,ref-mek.8.3.2.163,3202591,3202635,ref-y.4.4.4.9.1.43,ref-y.4.4.4.9.1.50,ואחר מכן מצאוהו הרוג מפרפר והסייף מנטף דם ,אחריו ומצאתיו הרוג וזה יוצא וסייף מנטף דם ,8,8,1255,1254.0,1418,1418.0,0.4047619047619047,0.4,3,הרוג מנטף דם,3070001117,8,8
