,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-d,dam-lev,jac,id
1583,2081,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,1290200,1290313,191425,191443,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,18,15,706.0,2048.0,0.514018691588785,0.6153846153846154,4080001584
1584,2082,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,1595673,1595797,237661,237681,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,20,15,943.0,2048.0,0.5882352941176471,0.7222222222222222,4080001585
1585,2083,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,1836010,1836122,274157,274175,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,18,15,1106.0,2048.0,0.5277777777777778,0.6666666666666667,4080001586
1586,2086,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,2318253,2318351,346996,347014,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,18,15,1720.0,2048.0,0.40625,0.4444444444444444,4080001587
1587,2087,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,3211011,3211117,483022,483042,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,20,15,2456.0,2048.0,0.4368932038834951,0.7333333333333334,4080001588
1588,2088,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,3223732,3223837,485174,485193,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,19,15,2508.0,2048.0,0.4803921568627451,0.6153846153846154,4080001589
1589,2089,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,3336498,3336604,502694,502710,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,252869,252945,42319,42334,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,16,15,2765.0,2048.0,0.5,0.6923076923076923,4080001590
1590,2090,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.2.1,ref-sifre-d.264.1.5-ref-sifre-d.264.1.23,1493692,1493805,222458,222473,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.2.1,252869,252961,42319,42337,ref-sifre-d.264.1.5,ref-sifre-d.264.1.23,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא מניסן מהו ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן נדר ונדבה ומה ,15,18,846.0,2048.0,0.4594594594594595,0.5833333333333333,4080001591
1591,2093,ref-y.2.6.1.1.5.29-ref-y.2.6.1.1.5.38,ref-sifre-d.264.1.11-ref-sifre-d.264.1.28,1578215,1578265,235274,235283,ref-y.2.6.1.1.5.29,ref-y.2.6.1.1.5.38,252898,252984,42325,42341,ref-sifre-d.264.1.11,ref-sifre-d.264.1.28,מה דיבור שנאמר להלן רשות אחרת אף דיבור שנאמר כאן ,מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן נדר ונדבה ומה נדר האמור כאן לא תאחר ,9,16,934.0,2048.0,0.6172839506172839,0.75,4080001592
1592,2096,ref-y.2.8.1.1.11.128-ref-y.2.8.1.1.12.6,ref-sifre-d.264.1.34-ref-sifre-d.264.4.6,1640845,1640907,244518,244528,ref-y.2.8.1.1.11.128,ref-y.2.8.1.1.12.6,253010,253136,42347,42366,ref-sifre-d.264.1.34,ref-sifre-d.264.4.6,לא תאחר לשלמו ולא את חליפיו כי דרוש ידרשנו אילו חטאות,לא תאחר לשלמו לה' א להיך אלו הדמים והערכים והחרמים וההקדשות לא תאחר לשלמו הוא ולא חילופיו כי דרש ידרשנו,11,20,986.0,2048.0,0.6504854368932039,0.5714285714285714,4080001593
1593,2098,ref-y.2.8.1.1.12.13-ref-y.2.8.1.1.12.23,ref-sifre-d.264.6.1-ref-sifre-d.264.7.6,1640936,1640990,244534,244544,ref-y.2.8.1.1.12.13,ref-y.2.8.1.1.12.23,253233,253286,42381,42391,ref-sifre-d.264.6.1,ref-sifre-d.264.7.6,מעמך זה לקט שבחה ופיאה והיה בך חטא ולא בקרבנך חטא ,מעמך זה לקט שכחה ופאה והיה בך חטא ולא בקרבנך חטא ,10,10,988.0,2098.0,0.04,0.19999999999999996,4080001594
1594,2099,ref-y.2.8.1.1.12.48-ref-y.2.8.1.1.12.54,ref-sifre-d.264.7.1-ref-sifre-d.264.7.6,1641098,1641130,244555,244561,ref-y.2.8.1.1.12.48,ref-y.2.8.1.1.12.54,253257,253286,42386,42391,ref-sifre-d.264.7.1,ref-sifre-d.264.7.6,והיה בך חטא בך ולא בקרבנך חטא ,והיה בך חטא ולא בקרבנך חטא ,6,5,989.0,2098.0,0.1,0.0,4080001595
1595,2100,ref-y.3.3.1.1.10.132-ref-y.3.3.1.1.10.157,ref-sifre-d.265.1.3-ref-sifre-d.265.1.31,2530200,2530328,378684,378707,ref-y.3.3.1.1.10.132,ref-y.3.3.1.1.10.157,253297,253438,42394,42415,ref-sifre-d.265.1.3,ref-sifre-d.265.1.31,"טוב אשר תדור משתדור ולא תשלם טוב מזה ומזה שלא תדור ר""מ אומ' טוב אשר לא תדור משתדור ולא תשלם טוב מזה ומזה נודר",לנדור ר' מאיר אומר טוב אשר לא תדור משתדור ותשלם טוב מזה ומזה שלא תדור כל עיקר ר' יהודה אומר טוב אשר,24,22,1966.0,2100.0,0.6330275229357798,0.5,4080001596
1596,2102,ref-y.2.8.1.1.12.55-ref-y.2.8.1.1.12.64,ref-sifre-d.265.2.1-ref-sifre-d.265.4.5,1641131,1641190,244562,244570,ref-y.2.8.1.1.12.55,ref-y.2.8.1.1.12.64,253439,253508,42416,42427,ref-sifre-d.265.2.1,ref-sifre-d.265.4.5,מוצא שפתיך תשמור ועשית תשמור ועשית להזהיר בית דין שיעשוך ,"מוצא שפתיך זו מצות עשה תשמור זו מצות ל""ת ועשית זו אזהרה לב""ד שיעשוך ",8,11,990.0,2102.0,0.47058823529411764,0.5,4080001597
1597,2103,ref-y.1.7.2.4.9.2-ref-y.1.7.2.4.9.21,ref-sifre-d.266.1.1-ref-sifre-d.266.1.16,664615,664711,100590,100607,ref-y.1.7.2.4.9.2,ref-y.1.7.2.4.9.21,253656,253735,42454,42468,ref-sifre-d.266.1.1,ref-sifre-d.266.1.16,כי תבא בברם רעך יכול בשאר כל האדם הכתוב מדבר תלמוד לומר ואל כליך לא תתן אבל נותן את לכיליו ,כי תבא בכרם רעך יכול לעולם תלמוד לומר ואל כליך לא תתן בשעה שאתה נותן לכליו ,17,14,371.0,2103.0,0.3626373626373626,0.55,4080001598
1598,2104,ref-y.1.7.2.4.8.3-ref-y.1.7.2.4.8.16,ref-sifre-d.266.4.3-ref-sifre-d.266.4.15,664398,664473,100554,100565,ref-y.1.7.2.4.8.3,ref-y.1.7.2.4.8.16,253814,253886,42482,42492,ref-sifre-d.266.4.3,ref-sifre-d.266.4.15,היה עושה בתאנים לא יאכל בענבי' בענבים לא יאכל בתאנים ותני עלה,תאנים מכאן אמרו היה עושה בענבים לא יאכל בתאנים בתאנים לא,12,11,369.0,2104.0,0.47540983606557374,0.5,4080001599
1599,2106,ref-y.1.7.2.4.9.50-ref-y.1.7.2.4.9.57,ref-sifre-d.266.4.8-ref-sifre-d.266.4.15,664852,664898,100627,100632,ref-y.1.7.2.4.9.50,ref-y.1.7.2.4.9.57,253839,253886,42487,42492,ref-sifre-d.266.4.8,ref-sifre-d.266.4.15,בתאנים לא יאכל בענכים בענבים לא,בענבים לא יאכל בתאנים בתאנים לא,6,6,375.0,2104.0,0.2903225806451613,0.25,4080001600
1600,2108,ref-y.1.7.2.4.9.82-ref-y.1.7.2.4.9.95,ref-sifre-d.266.5.4-ref-sifre-d.266.5.21,665020,665088,100651,100662,ref-y.1.7.2.4.9.82,ref-y.1.7.2.4.9.95,253944,254036,42502,42517,ref-sifre-d.266.5.4,ref-sifre-d.266.5.21,הפועל יותר על שכרו מיכן היה רבי אלעזר חסמא אומר לא יאכל,"חסמא אומר מנין שלא יאכל פועל יותר משכרו ת""ל כנפשך וחכ""א שבעך מלמד שאוכל פועל יותר",12,16,377.0,2108.0,0.7160493827160493,0.6666666666666667,4080001601
1601,2110,ref-y.1.7.2.4.9.2-ref-y.1.7.2.4.9.22,ref-sifre-d.266.6.1-ref-sifre-d.267.1.5,664615,664714,100590,100608,ref-y.1.7.2.4.9.2,ref-y.1.7.2.4.9.22,254037,254117,42518,42534,ref-sifre-d.266.6.1,ref-sifre-d.267.1.5,כי תבא בברם רעך יכול בשאר כל האדם הכתוב מדבר תלמוד ואל כליך לא תתן אבל נותן את לכיליו,"ואל כליך לא תתן אפילו בשעה שאתה נותן לתוך כליו של בעה""ב כי תבא בקמת רעך יכול",19,17,371.0,2110.0,0.7176470588235294,0.6818181818181819,4080001602
1602,2112,ref-y.1.7.2.4.4.2-ref-y.1.7.2.4.4.19,ref-sifre-d.267.1.1-ref-sifre-d.267.1.17,663174,663258,100366,100381,ref-y.1.7.2.4.4.2,ref-y.1.7.2.4.4.19,254096,254175,42530,42546,ref-sifre-d.267.1.1,ref-sifre-d.267.1.17,כי תבוא בקמת רעך יכול בשאר כל אדם הכתוב מדבר תלמוד לומר וחרמש לא תניף על קמת רעך ,"כי תבא בקמת רעך יכול לעולם ת""ל וחרמש לא תניף בשעה שאתה מניף חרמש על קמת רעך ",15,16,359.0,2110.0,0.5061728395061729,0.631578947368421,4080001603
1603,2113,ref-y.3.7.1.1.5.16-ref-y.3.7.1.1.5.42,ref-sifre-d.268.1.13-ref-sifre-d.268.1.38,2821544,2821691,422935,422956,ref-y.3.7.1.1.5.16,ref-y.3.7.1.1.5.42,254379,254529,42580,42604,ref-sifre-d.268.1.13,ref-sifre-d.268.1.38,עברייה שאינה נקנית בביאה נקנית בכסף זו שהיא נקנית בביאה אינו דין שנקנית בכסף יכמה תוכיח שהיא נקנית בביאה ואינ' נקנית בכסף אף אתה אל תתמה על ,העבריה שאין נקנית בבעילה נקנית בכסף אשה שנקנית בבעילה אינו דין שתהא נקנית בכסף יבמה תוכיח שנקנית בבעילה ואינה נקנית בכסף אף אתה אל תתמה על ,21,24,2056.0,2113.0,0.18571428571428572,0.38095238095238093,4080001604
1604,2114,ref-y.3.7.1.1.8.49-ref-y.3.7.1.1.8.60,ref-sifre-d.268.1.14-ref-sifre-d.268.1.25,2822699,2822769,423094,423104,ref-y.3.7.1.1.8.49,ref-y.3.7.1.1.8.60,254387,254459,42581,42591,ref-sifre-d.268.1.14,ref-sifre-d.268.1.25,שאינה נקנית בחזקה נקנית בביאה זו שהיא נקנית בחזקה אינו דין,שאין נקנית בבעילה נקנית בכסף אשה שנקנית בבעילה אינו דין שתהא,11,11,2066.0,2113.0,0.4166666666666667,0.6666666666666667,4080001605
1605,2116,ref-y.3.7.1.1.6.29-ref-y.3.7.1.1.6.47,ref-sifre-d.268.1.31-ref-sifre-d.268.1.47,2821940,2822027,422985,422999,ref-y.3.7.1.1.6.29,ref-y.3.7.1.1.6.47,254493,254580,42597,42613,ref-sifre-d.268.1.31,ref-sifre-d.268.1.47,"ואינה נקנית בביאה אף אתה אל תתמה על זו שאף על פי שהיא נקנית בכסף לא תקנה בביאה ת""ל ","ואינה נקנית בכסף אף אתה אל תתמה על האשה שאע""פ שנקנית בבעילה לא תהא נקנית בכסף ת""ל ",14,16,2059.0,2113.0,0.3855421686746988,0.4117647058823529,4080001606
1606,2117,ref-y.3.7.2.5.1.20-ref-y.3.7.2.5.1.36,ref-sifre-d.268.2.1-ref-sifre-d.268.2.13,2899807,2899895,434764,434775,ref-y.3.7.2.5.1.20,ref-y.3.7.2.5.1.36,254620,254696,42619,42629,ref-sifre-d.268.2.1,ref-sifre-d.268.2.13,שבעלו קנו שלא היתה בעילתו אלא לשום קידושין הראשונים אם קנו רבי חייה בשם רבי יוחנן קנו ,ובעלה מלמד שהאשה נקנית בבעילה שהיה בדין ומה יבמה שאין נקנית בכסף נקנית ,11,10,2187.0,2117.0,0.7093023255813954,0.9523809523809523,4080001607
1607,2118,ref-y.3.7.1.1.6.10-ref-y.3.7.1.1.6.47,ref-sifre-d.268.2.9-ref-sifre-d.268.2.43,2821832,2822027,422971,422999,ref-y.3.7.1.1.6.10,ref-y.3.7.1.1.6.47,254668,254870,42625,42658,ref-sifre-d.268.2.9,ref-sifre-d.268.2.43,"יבמה שאינה נקנית בכסף נקנית פביאה זו שהיא נקנית בכסף אינו דין שתקנה בביאה עבריה תוכיה שהיא נקנית בכסף ואינה נקנית בביאה אף אתה אל תתמה על זו שאף על פי שהיא נקנית בכסף לא תקנה בביאה ת""ל ","יבמה שאין נקנית בכסף נקנית בבעילה אשה שנקנית בכסף אינו דין שנקנית בבעילה אמה העבריה תוכיח שנקנית בכסף ואין נקנית בבעילה אף אתה אל תתמה על האשה שאע""פ שנקנית בכסף שלא תהא נקנית בבעילה ת""ל ",28,33,2059.0,2117.0,0.27419354838709675,0.5185185185185186,4080001608
1608,2119,ref-y.3.7.1.1.8.49-ref-y.3.7.1.1.8.60,ref-sifre-d.268.2.10-ref-sifre-d.268.2.20,2822699,2822769,423094,423104,ref-y.3.7.1.1.8.49,ref-y.3.7.1.1.8.60,254673,254739,42626,42635,ref-sifre-d.268.2.10,ref-sifre-d.268.2.20,שאינה נקנית בחזקה נקנית בביאה זו שהיא נקנית בחזקה אינו דין שתקנה ,שאין נקנית בכסף נקנית בבעילה אשה שנקנית בכסף אינו דין שנקנית ,10,9,2066.0,2117.0,0.3230769230769231,0.6666666666666667,4080001609
1609,2120,ref-y.3.7.1.1.8.16-ref-y.3.7.1.1.8.35,ref-sifre-d.268.2.10-ref-sifre-d.268.2.28,2822511,2822628,423068,423084,ref-y.3.7.1.1.8.16,ref-y.3.7.1.1.8.35,254673,254791,42626,42643,ref-sifre-d.268.2.10,ref-sifre-d.268.2.28,"שאינה נקנית בביאה נקנית בחזקה זו שהיא נקנית בביאה אינו דין שתקנה בחזקה ת""ל ובעלה בביאה היא נקנית ואינה נקנית ",שאין נקנית בכסף נקנית בבעילה אשה שנקנית בכסף אינו דין שנקנית בבעילה אמה העבריה תוכיח שנקנית בכסף ואין נקנית ,16,17,2065.0,2117.0,0.44954128440366975,0.6875,4080001610
1610,2121,ref-y.3.7.1.1.5.17-ref-y.3.7.1.1.5.42,ref-sifre-d.268.2.10-ref-sifre-d.268.2.34,2821551,2821691,422936,422956,ref-y.3.7.1.1.5.17,ref-y.3.7.1.1.5.42,254673,254817,42626,42649,ref-sifre-d.268.2.10,ref-sifre-d.268.2.34,שאינה נקנית בביאה נקנית בכסף זו שהיא נקנית בביאה אינו דין שנקנית בכסף יכמה תוכיח שהיא נקנית בביאה ואינ' נקנית בכסף אף אתה אל תתמה על ,שאין נקנית בכסף נקנית בבעילה אשה שנקנית בכסף אינו דין שנקנית בבעילה אמה העבריה תוכיח שנקנית בכסף ואין נקנית בבעילה אף אתה אל תתמה על ,20,23,2056.0,2117.0,0.3609022556390977,0.4,4080001611
1611,2122,ref-y.3.7.1.1.7.1-ref-y.3.7.1.1.7.29,ref-sifre-d.268.3.3-ref-sifre-d.268.3.32,2822087,2822241,423007,423032,ref-y.3.7.1.1.7.1,ref-y.3.7.1.1.7.29,254914,255068,42666,42687,ref-sifre-d.268.3.3,ref-sifre-d.268.3.32,בשטר מה אם הכסף שאינו מוציא הרי הו' מכניס שטר שהוא מוציא אינו דין שיכנים לא אם אמרת בכסף שהוא מוציא להקדיש ידי פדיונו תאמר בשטר,בשטר ודין הוא ומה כסף שאינו מוציא הרי הוא קונה שטר שהוא מוציא אינו דין שיהא קונה לא אם אמרת בכסף שקונה,26,22,2062.0,2122.0,0.4409448818897638,0.4736842105263158,4080001612
1612,2124,ref-y.3.7.1.1.4.2-ref-y.3.7.1.1.4.24,ref-sifre-d.268.3.36-ref-sifre-d.268.3.59,2821338,2821471,422909,422926,ref-y.3.7.1.1.4.2,ref-y.3.7.1.1.4.24,255084,255207,42690,42711,ref-sifre-d.268.3.36,ref-sifre-d.268.3.59,וכתב לה ספר כריתות ונתן בידה ושילחה מביתו ויצאה מביתו והלכה והיתה לאיש אחר מקיש הויתה ליציאתה מה וציאתה בשטר אף הוייתה בשטר ,וכתב לה ספר כריתות ונתן בידה ויצאה מביתו וגו' מקיש הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה מזה בשטר ,17,21,2055.0,2124.0,0.3467741935483871,0.368421052631579,4080001613
1613,2125,ref-y.3.7.1.1.7.41-ref-y.3.7.1.1.7.63,ref-sifre-d.268.3.36-ref-sifre-d.268.3.59,2822301,2822433,423041,423058,ref-y.3.7.1.1.7.41,ref-y.3.7.1.1.7.63,255084,255207,42690,42711,ref-sifre-d.268.3.36,ref-sifre-d.268.3.59,וכתב לה ספר כריתו' ונתן בידה ושלחה מביתו ויצאה מביתו והלכה והיתה לאיש אחר הקיש הוויתה ליציאתה מה יציאתה בשטר אף חוייתה בשטר ,וכתב לה ספר כריתות ונתן בידה ויצאה מביתו וגו' מקיש הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה מזה בשטר ,17,21,2064.0,2124.0,0.3709677419354839,0.47619047619047616,4080001614
1614,2126,ref-y.3.6.9.1.1.65-ref-y.3.6.9.1.1.80,ref-sifre-d.268.3.45-ref-sifre-d.269.1.1,2707921,2708001,405615,405628,ref-y.3.6.9.1.1.65,ref-y.3.6.9.1.1.80,255135,255213,42699,42712,ref-sifre-d.268.3.45,ref-sifre-d.269.1.1,הקיש הוייתה ליציאה מה המיתה יציאתה אין לה יציאה אצל אחר אף הוייתה אין לה הוייה ,מקיש הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה מזה בשטר והיה ,13,13,2007.0,2124.0,0.4810126582278481,0.6363636363636364,4080001615
1615,2127,ref-y.3.6.8.9.1.46-ref-y.3.6.8.9.1.61,ref-sifre-d.269.1.7-ref-sifre-d.269.1.22,2704361,2704436,405062,405075,ref-y.3.6.8.9.1.46,ref-y.3.6.8.9.1.61,255236,255304,42717,42727,ref-sifre-d.269.1.7,ref-sifre-d.269.1.22,"בית שמאי דאינת אמרין לא יגרש אדם את אשתו אלא א""ב מצא בה ערוה אינון דאמרין ",בית שמאי אומרים לא יגרש אדם את אשתו אלא אם כן מצא בה ערות דבר שנאמר ,13,10,2006.0,2127.0,0.28378378378378377,0.47058823529411764,4080001616
1616,2128,ref-y.3.5.1.1.2.38-ref-y.3.5.1.1.2.58,ref-sifre-d.269.1.10-ref-sifre-d.269.1.25,2244151,2244241,335508,335524,ref-y.3.5.1.1.2.38,ref-y.3.5.1.1.2.58,255252,255314,42718,42730,ref-sifre-d.269.1.10,ref-sifre-d.269.1.25,לא יגרש אדם את אשתו אלא אם כן מצא בה ערוה מצא בה דברים כאורין לגרשה אינו יכול שלא מצא בה ,לא יגרש אדם את אשתו אלא אם כן מצא בה ערות דבר שנאמר כי מצא בה ,16,12,1640.0,2127.0,0.3595505617977528,0.2857142857142857,4080001617
