baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.6.4.3.7.3-ref-t.6.4.3.7.13,ref-sifra.4.9-15.1.3-ref-sifra.4.9-15.2.2,1322651,1322718,ref-t.6.4.3.7.3,ref-t.6.4.3.7.13,209941,210025,ref-sifra.4.9-15.1.3,ref-sifra.4.9-15.2.2,במגע מטמא ואין מטמא במשא בכל טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא,טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא,19,15,1160,1160.0,2831,2831.0,0.3737373737373737,0.0,13,טמא מטמא את הטהור לקדש במשא תלמוד_לומר_כי תגע במגע מטמא ואין מטמא במשא,2040002098,19,15
ref-t.6.4.3.7.17-ref-t.6.4.3.7.32,ref-sifra.4.9-15.1.3-ref-sifra.4.9-15.1.17,1322734,1322814,ref-t.6.4.3.7.17,ref-t.6.4.3.7.32,209941,210016,ref-sifra.4.9-15.1.3,ref-sifra.4.9-15.1.17,במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה יטמאו במשא ,טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא ,13,13,1161,1160.0,2860,2860.0,0.6133333333333333,0.7857142857142857,3,מטמא במגע במשא,2040002099,13,13
ref-t.6.4.3.7.3-ref-t.6.4.3.7.28,ref-sifra.5.2-04.8.33-ref-sifra.5.2-04.9.8,1322651,1322788,ref-t.6.4.3.7.3,ref-t.6.4.3.7.28,266960,267059,ref-sifra.5.2-04.8.33,ref-sifra.5.2-04.9.8,יטמא בעמיו הכהנים אין מטמאים למתים ישראל מטמאים למתים קל וחומר אם מטמאים למתים חמורים לא יטמא,יטמא בעמיו הכהנים אין מטמאים למתים ישראל מטמאים למתים קל וחומר אם מטמאים למתים חמורים לא יטמא,17,17,1340,1340.0,2837,2837.0,0.0,0.0,17,יטמא בעמיו הכהנים אין מטמאים למתים ישראל מטמאים למתים קל וחומר אם מטמאים למתים חמורים לא יטמא,2040002100,17,17
ref-t.6.4.3.7.28-ref-t.6.4.3.7.33,ref-sifra.5.4-00.8.6-ref-sifra.5.4-00.8.19,1322784,1322819,ref-t.6.4.3.7.28,ref-t.6.4.3.7.33,275000,275066,ref-sifra.5.4-00.8.6,ref-sifra.5.4-00.8.19,מטמא במגע המרובה יטמאו במשא מועט ,מטמא בגדים והלא דין הוא ומה אם מגע מרובה אינו מטמא בגדים משא מועט ,6,10,1390,1390.0,2861,2831.0,0.5606060606060606,0.8181818181818181,2,מטמא מועט,2040002101,6,10
ref-t.6.4.3.7.6-ref-t.6.4.3.7.21,ref-sifra.5.4-06.4.24-ref-sifra.5.4-06.4.35,1322672,1322759,ref-t.6.4.3.7.6,ref-t.6.4.3.7.21,276183,276250,ref-sifra.5.4-06.4.24,ref-sifra.5.4-06.4.35,ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא ,דבר שמטמא במשא מדבר שמטמא במשא ואל יוכיח שרץ שאינו מטמא במשא ,14,12,1392,1392.0,2856,2831.0,0.5432098765432098,0.8571428571428572,3,במשא במשא במשא,2040002102,14,12
ref-t.6.4.3.7.4-ref-t.6.4.3.7.29,ref-sifra.5.4-06.7.1-ref-sifra.5.4-06.7.20,1322658,1322794,ref-t.6.4.3.7.4,ref-t.6.4.3.7.29,276924,277028,ref-sifra.5.4-06.7.1,ref-sifra.5.4-06.7.20,במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע ,והנוגע יטמא עד הערב ואין הנוגע מטמא בגדים והלא דין הוא ומה אם במקום שלא נטמאו מחמת עצמם במשא נטמאו ,21,13,1402,1402.0,2852,2831.0,0.7086614173228346,0.8333333333333334,2,ואין מטמא,2040002103,21,13
ref-t.6.4.3.7.3-ref-t.6.4.3.7.31,ref-sifra.5.7-00.7.33-ref-sifra.5.7-00.7.52,1322651,1322808,ref-t.6.4.3.7.3,ref-t.6.4.3.7.31,287728,287847,ref-sifra.5.7-00.7.33,ref-sifra.5.7-00.7.52,מטמא את האחרים מאחוריו ואינו מיטמא מאחוריו ומה מקום שמטמא מאחוריו לא יטמא,ליטמא מרובה מדת לטמא ממדת ליטמא שהוא מטמא את האחרים מאחוריו ואינו מיטמא מאחוריו ומה מקום שמטמא מאחוריו לא יטמא,13,20,1456,1456.0,2838,2838.0,0.3363636363636363,0.3333333333333333,13,מטמא את האחרים מאחוריו ואינו מיטמא מאחוריו ומה מקום שמטמא מאחוריו לא יטמא,2040002104,13,20
ref-t.6.4.3.7.3-ref-t.6.4.3.7.31,ref-sifra.5.7-00.8.32-ref-sifra.5.7-00.8.52,1322651,1322808,ref-t.6.4.3.7.3,ref-t.6.4.3.7.31,288266,288379,ref-sifra.5.7-00.8.32,ref-sifra.5.7-00.8.52,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה יטמאו ,ליטמא מרובה מדת ליטמא מלטמא שהיא מיטמא מבית שאור ואינו מטמא את השאור ומה אם במקום שנטמא מבית שאור לא נטמא ,24,19,1472,1471.0,2851,2831.0,0.6462585034013606,0.9047619047619048,1,מטמא,2040002105,24,19
ref-t.6.4.3.7.3-ref-t.6.4.3.7.20,ref-sifra.5.9-00.6.7-ref-sifra.5.9-00.6.20,1322651,1322753,ref-t.6.4.3.7.3,ref-t.6.4.3.7.20,298190,298260,ref-sifra.5.9-00.6.7,ref-sifra.5.9-00.6.20,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו ,יטמא במגע הם מטמאים ואין מטמאים במשא והלא דין הוא ומה אם בהמה שלא ,16,9,1600,1590.0,2839,2831.0,0.5894736842105263,0.5833333333333333,3,במגע ואין במשא,2040002106,16,9
ref-t.6.4.3.7.3-ref-t.6.4.3.7.20,ref-sifra.5.9-00.6.38-ref-sifra.5.9-00.7.4,1322651,1322753,ref-t.6.4.3.7.3,ref-t.6.4.3.7.20,298356,298415,ref-sifra.5.9-00.6.38,ref-sifra.5.9-00.7.4,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו ,יטמא במגע הם מטמאים ואין מטמא במשא רבי עקיבא אומר ונוגע ,16,9,1602,1602.0,2840,2831.0,0.631578947368421,0.5833333333333333,3,במגע ואין במשא,2040002107,16,9
ref-t.6.4.3.7.6-ref-t.6.4.3.7.16,ref-sifra.5.10-00.3.67-ref-sifra.5.10-00.3.83,1322672,1322733,ref-t.6.4.3.7.6,ref-t.6.4.3.7.16,302795,302891,ref-sifra.5.10-00.3.67,ref-sifra.5.10-00.3.83,ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין ,שאינה מטמאה ויש בהמה שמטמאה פרט לטריפה ששחטה אשר היא היא מטמאה במשא ואין השרץ מטמא במשא ,9,17,1648,1648.0,2854,2831.0,0.5909090909090909,0.7857142857142857,2,במשא במשא,2040002108,9,17
ref-t.6.4.3.7.6-ref-t.6.4.3.7.27,ref-sifra.5.10-00.4.16-ref-sifra.5.10-00.4.34,1322672,1322783,ref-t.6.4.3.7.6,ref-t.6.4.3.7.27,303129,303240,ref-sifra.5.10-00.4.16,ref-sifra.5.10-00.4.34,ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם ,מטמא במשא בהמה טמאה שאין שחיטתה מטהרתה אינו דין שתטמא במשא השרץ יוכיח שאין שחיטה מטהרתו ואינו מטמא במשא ,17,19,1658,1653.0,2857,2831.0,0.7714285714285715,0.7777777777777778,3,במשא במשא במשא,2040002109,17,19
ref-t.6.4.3.7.3-ref-t.6.4.3.7.17,ref-sifra.5.10-12.5.13-ref-sifra.5.10-12.5.22,1322651,1322739,ref-t.6.4.3.7.3,ref-t.6.4.3.7.17,306686,306744,ref-sifra.5.10-12.5.13,ref-sifra.5.10-12.5.22,מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא העוף מטמא,מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא העוף מטמא,15,15,1671,1671.0,2833,2833.0,0.0,0.0,15,מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא והעוף אינו מטמא במגע ובמשא העוף מטמא,2040002110,15,15
ref-t.6.4.3.7.6-ref-t.6.4.3.7.19,ref-sifra.8.2-00.6.12-ref-sifra.8.2-00.6.27,1322672,1322747,ref-t.6.4.3.7.6,ref-t.6.4.3.7.19,371267,371351,ref-sifra.8.2-00.6.12,ref-sifra.8.2-00.6.27,ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא ,אם ללמוד מלטמא בגדים במגע והלא דברים קו הוא אם בימי ספרו שאינו מטמא בביאה מטמא ,12,16,2105,2105.0,2855,2831.0,0.6962025316455697,0.8823529411764706,2,אם במגע,2040002111,12,16
ref-t.6.4.3.7.3-ref-t.6.4.3.7.19,ref-sifra.8.5-00.5.3-ref-sifra.8.5-00.5.13,1322651,1322747,ref-t.6.4.3.7.3,ref-t.6.4.3.7.19,382592,382654,ref-sifra.8.5-00.5.3,ref-sifra.8.5-00.5.13,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא ,מטמאה בנגעים ואין ירושלים מטמאה בנגעים ר' יהודה אומר אני לא ,15,9,2173,2173.0,2835,2831.0,0.6292134831460674,0.9166666666666666,2,ואין לא,2040002112,15,9
ref-t.6.4.3.7.16-ref-t.6.4.3.7.31,ref-sifra.9.2-00.1.78-ref-sifra.9.2-00.2.17,1322727,1322808,ref-t.6.4.3.7.16,ref-t.6.4.3.7.31,402618,402739,ref-sifra.9.2-00.1.78,ref-sifra.9.2-00.2.17,מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה יטמאו ,ואין המשכב הנוגע במשכב מטמא בגדים קל וחמר שיטמא אדם מתחת הזב לטמא אדם ולטמא בגדים ומה אם במקום שלא נטמא משכב במגע ,13,15,2318,2316.0,2859,2831.0,0.7105263157894737,0.7777777777777778,2,מטמא במגע,2040002113,13,15
ref-t.6.4.3.7.3-ref-t.6.4.3.7.31,ref-sifra.9.2-04.2.21-ref-sifra.9.2-04.2.46,1322651,1322808,ref-t.6.4.3.7.3,ref-t.6.4.3.7.31,406922,407069,ref-sifra.9.2-04.2.21,ref-sifra.9.2-04.2.46,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק יוכיחו שמגעם מטמא בגדים ואין משאם מטמא,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק יוכיחו שמגעם מטמא בגדים ואין משאם מטמא,26,26,2339,2337.0,2844,2844.0,0.0,0.0,26,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק יוכיחו שמגעם מטמא בגדים ואין משאם מטמא,2040002114,26,26
ref-t.6.4.3.7.3-ref-t.6.4.3.7.31,ref-sifra.9.4-00.13.3-ref-sifra.9.4-00.13.22,1322651,1322808,ref-t.6.4.3.7.3,ref-t.6.4.3.7.31,416266,416379,ref-sifra.9.4-00.13.3,ref-sifra.9.4-00.13.22,לא תטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אבל לענין ליטמא תטמא את הכל שהרבה מיטמאים ואין מטמאים,לטמא לא תטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אבל לענין ליטמא תטמא את הכל שהרבה מיטמאים ואין מטמאים,14,15,2414,2414.0,2849,2849.0,0.0458715596330275,0.0,14,לא תטמא אלא משכב_המיוחד_לשכיבה_ומושב_המיוחד_לישיבה אבל לענין ליטמא תטמא את הכל שהרבה מיטמאים ואין מטמאים,2040002115,14,15
ref-t.6.4.3.7.3-ref-t.6.4.3.7.20,ref-sifra.9.4-00.13.35-ref-sifra.9.4-00.13.60,1322651,1322753,ref-t.6.4.3.7.3,ref-t.6.4.3.7.20,416442,416583,ref-sifra.9.4-00.13.35,ref-sifra.9.4-00.13.60,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו ,לטמא מה אמור לענין לטמא מה עליו האמור לענין לטמא אינה מטמאה אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אף עליו האמור לענין ליטמא לא מטמא ,16,21,2427,2427.0,2841,2841.0,0.6861313868613139,0.8666666666666667,1,לא,2040002116,16,21
ref-t.6.4.3.7.3-ref-t.6.4.3.7.28,ref-sifra.12.2-00.4.92-ref-sifra.12.2-00.4.101,1322651,1322788,ref-t.6.4.3.7.3,ref-t.6.4.3.7.28,537872,537925,ref-sifra.12.2-00.4.92,ref-sifra.12.2-00.4.101,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא ,יטמא לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא מטמא ,21,10,3087,3084.0,2846,2831.0,0.7131782945736435,0.9230769230769232,2,לא מטמא,2040002117,21,10
ref-t.6.4.3.8.29-ref-t.6.4.3.8.39,ref-sifra.4.9-15.1.3-ref-sifra.4.9-15.2.2,1323245,1323308,ref-t.6.4.3.8.29,ref-t.6.4.3.8.39,209941,210025,ref-sifra.4.9-15.1.3,ref-sifra.4.9-15.2.2,טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא,טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא,15,15,1162,1162.0,2866,2866.0,0.0,0.0,15,טמא מטמא את הטהור לקדש במשא תלמוד_לומר_כי תגע במגע מטמא ואין מטמא במשא בכל טמא,2040002118,15,15
ref-t.6.4.3.8.29-ref-t.6.4.3.8.40,ref-sifra.5.4-06.4.25-ref-sifra.5.4-06.4.35,1323245,1323312,ref-t.6.4.3.8.29,ref-t.6.4.3.8.40,276187,276250,ref-sifra.5.4-06.4.25,ref-sifra.5.4-06.4.35,שמטמא במשא מדבר שמטמא במשא ואל יוכיח שרץ שאינו מטמא במשא,שמטמא במשא מדבר שמטמא במשא ואל יוכיח שרץ שאינו מטמא במשא,11,11,1394,1393.0,2868,2868.0,0.0,0.0,11,שמטמא במשא מדבר שמטמא במשא ואל יוכיח שרץ שאינו מטמא במשא,2040002119,11,11
ref-t.6.4.3.8.28-ref-t.6.4.3.8.38,ref-sifra.5.7-00.7.34-ref-sifra.5.7-00.7.45,1323239,1323302,ref-t.6.4.3.8.28,ref-t.6.4.3.8.38,287734,287804,ref-sifra.5.7-00.7.34,ref-sifra.5.7-00.7.45,מרובה טומאת האהל מטומאת המשא שכל מטמא באהל ואין לך שמטמא ,מרובה מדת לטמא ממדת ליטמא שהוא מטמא את האחרים מאחוריו ואינו מיטמא ,11,12,1457,1454.0,2862,2862.0,0.5606060606060606,0.8,2,מרובה מטמא,2040002120,11,12
ref-t.6.4.3.8.28-ref-t.6.4.3.8.38,ref-sifra.5.7-00.7.67-ref-sifra.5.7-00.7.75,1323239,1323302,ref-t.6.4.3.8.28,ref-t.6.4.3.8.38,287916,287968,ref-sifra.5.7-00.7.67,ref-sifra.5.7-00.7.75,מרובה טומאת האהל מטומאת המשא שכל מטמא באהל ואין לך שמטמא ,מרובה ליטמא מלטמא שהוא מיטמא מתוך שאור ואינו מטמא ,11,9,1465,1464.0,2863,2862.0,0.5263157894736842,0.7692307692307692,2,מרובה מטמא,2040002121,11,9
ref-t.6.4.3.8.28-ref-t.6.4.3.8.38,ref-sifra.5.7-00.8.33-ref-sifra.5.7-00.8.42,1323239,1323302,ref-t.6.4.3.8.28,ref-t.6.4.3.8.38,288272,288329,ref-sifra.5.7-00.8.33,ref-sifra.5.7-00.8.42,מרובה טומאת האהל מטומאת המשא שכל מטמא באהל ואין לך שמטמא ,מרובה מדת ליטמא מלטמא שהיא מיטמא מבית שאור ואינו מטמא ,11,10,1475,1471.0,2864,2862.0,0.5263157894736842,0.7857142857142857,2,מרובה מטמא,2040002122,11,10
ref-t.6.4.3.8.28-ref-t.6.4.3.8.38,ref-sifra.5.7-00.8.68-ref-sifra.5.7-00.8.78,1323239,1323302,ref-t.6.4.3.8.28,ref-t.6.4.3.8.38,288449,288513,ref-sifra.5.7-00.8.68,ref-sifra.5.7-00.8.78,מרובה טומאת האהל מטומאת המשא שכל מטמא באהל ואין לך שמטמא ,מרובה מדת לטמא מליטמא שהוא מטמא את אחרים מאחוריו ואינו מיטמא ,11,11,1476,1476.0,2865,2862.0,0.5901639344262295,0.8,2,מרובה מטמא,2040002123,11,11
ref-t.6.4.3.8.31-ref-t.6.4.3.8.39,ref-sifra.5.10-00.3.109-ref-sifra.5.10-00.4.5,1323257,1323308,ref-t.6.4.3.8.31,ref-t.6.4.3.8.39,303015,303075,ref-sifra.5.10-00.3.109,ref-sifra.5.10-00.4.5,מטומאת המשא שכל מטמא באהל ואין לך שמטמא במשא ,מטמא במשא ואין השרץ מטמא במשא לכם להביא בהמה טמאה שתטמא ,9,11,1655,1653.0,2869,2862.0,0.5357142857142857,0.7692307692307692,3,מטמא ואין במשא,2040002124,9,11
ref-t.6.4.3.8.31-ref-t.6.4.3.8.42,ref-sifra.9.2-04.2.8-ref-sifra.9.2-04.2.35,1323257,1323321,ref-t.6.4.3.8.31,ref-t.6.4.3.8.42,406857,407005,ref-sifra.9.2-04.2.8,ref-sifra.9.2-04.2.35,מטומאת המשא שכל מטמא באהל ואין לך שמטמא במשא אלא אדם בלבד ,מטמא במשא אלא המרכב בלבד משכב ומושב מנין ודין הוא ומה אם מרכב שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם ,12,24,2334,2333.0,2871,2862.0,0.7253521126760564,0.7727272727272727,4,מטמא במשא אלא בלבד,2040002125,12,24
ref-t.6.4.4.1.36-ref-t.6.4.4.1.44,ref-sifra.5.10-00.3.76-ref-sifra.5.10-00.3.83,1323823,1323877,ref-t.6.4.4.1.36,ref-t.6.4.4.1.44,302849,302891,ref-sifra.5.10-00.3.76,ref-sifra.5.10-00.3.83,מטמא' במגע ובאויר ואין מטמאין במשא והיכן הוא משאן ,היא היא מטמאה במשא ואין השרץ מטמא במשא ,9,8,1650,1648.0,2875,2872.0,0.62,0.8,2,ואין במשא,2040002126,9,8
ref-t.6.4.4.1.36-ref-t.6.4.4.1.44,ref-sifra.5.10-00.3.103-ref-sifra.5.10-00.3.114,1323823,1323877,ref-t.6.4.4.1.36,ref-t.6.4.4.1.44,302986,303048,ref-sifra.5.10-00.3.103,ref-sifra.5.10-00.3.114,במשא תלמוד לומר אשר היא היא מטמא במשא ואין השרץ מטמא במשא,במשא תלמוד לומר אשר היא היא מטמא במשא ואין השרץ מטמא במשא,10,10,1653,1653.0,2876,2876.0,0.0,0.0,10,במשא תלמוד_לומר_אשר היא היא מטמא במשא ואין השרץ מטמא במשא,2040002127,10,10
ref-t.6.4.4.1.34-ref-t.6.4.4.1.41,ref-sifra.9.2-04.2.21-ref-sifra.9.2-04.2.46,1323811,1323861,ref-t.6.4.4.1.34,ref-t.6.4.4.1.41,406922,407069,ref-sifra.9.2-04.2.21,ref-sifra.9.2-04.2.46,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק,19,19,2335,2335.0,2872,2872.0,0.0,0.0,19,שאין מגעו מטמא בגדים משאו מטמא בגדים משכב ומושב שמגעם מטמא בגדים אינו דין שמשאם מטמא בגדים גולל ודופק,2040002128,19,19
ref-t.6.4.5.12.8-ref-t.6.4.5.12.22,ref-sifra.7.5-09.16.33-ref-sifra.7.5-09.16.41,1326973,1327062,ref-t.6.4.5.12.8,ref-t.6.4.5.12.22,350274,350311,ref-sifra.7.5-09.16.33,ref-sifra.7.5-09.16.41,על כליו שהוא טמא כשטיהרנו אוכלין ומשקין בתוכו עצמו טיהרנו אבל כשטיהרנו את הכלי טהרתה ,על טמא טהור יהא טהור תל ל טהור וטהרו ,15,9,1985,1985.0,2878,2878.0,0.6823529411764706,0.875,2,על טמא,2040002129,15,9
ref-t.6.4.7.1.12-ref-t.6.4.7.1.24,ref-sifra.5.8-00.5.86-ref-sifra.5.8-00.5.107,1328779,1328847,ref-t.6.4.7.1.12,ref-t.6.4.7.1.24,293913,294027,ref-sifra.5.8-00.5.86,ref-sifra.5.8-00.5.107,כלים שעל גביו טמאין טומאה על גביו כלים שתחתיו טמאין ר' אליעזר מטהר ,טומאה מן התורה מטמא כלי שטף מאחוריו שאין תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי ,5,10,1545,1534.0,2879,2879.0,0.7037037037037037,0.9130434782608696,1,טומאה,2040002130,13,19
