baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.6.5.5.13.43-ref-t.6.5.5.13.55,ref-sifre-n.130.1.1-ref-sifre-n.130.1.25,1385071,1385160,ref-t.6.5.5.13.43,ref-t.6.5.5.13.55,226939,227057,ref-sifre-n.130.1.1,ref-sifre-n.130.1.25,בטומאת המת מטומאת הנגעים שהכל מיטמאין במת ואין הכל מיטמאין בנגעים חיבורן לטומאת ,וכל אשר יגע בהם הטמא יטמא למה נאמר לפי שהוא אומר בחלל חרב בא הכתוב ולימד על החרב שהיא טמאה טומאת ז' הנוגע בה טמא ,1,25,799,797.0,884,873.0,0.7522123893805309,0.8947368421052632,0,,2050000646,13,25
ref-t.6.5.5.13.39-ref-t.6.5.5.13.63,ref-sifre-n.130.1.52-ref-sifre-n.130.1.67,1385045,1385216,ref-t.6.5.5.13.39,ref-t.6.5.5.13.63,227197,227295,ref-sifre-n.130.1.52,ref-sifre-n.130.1.67,הנוגע בכלים הנוגעים במת הרי הן טמאים כלים הנוגעים בכלים,הנוגעים באדם הנוגע בכלים הנוגעים במת הרי הן טמאים כלים הנוגעים בכלים וכלים הנוגעים במת,5,10,806,806.0,880,880.0,0.3604651162790697,0.1111111111111111,10,הנוגע בכלים הנוגעים במת הרי הן טמאים כלים הנוגעים בכלים,2050000647,10,15
ref-t.6.5.5.13.46-ref-t.6.5.5.13.62,ref-sifre-n.130.1.79-ref-sifre-n.130.1.87,1385092,1385207,ref-t.6.5.5.13.46,ref-t.6.5.5.13.62,227350,227406,ref-sifre-n.130.1.79,ref-sifre-n.130.1.87,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע,9,9,811,811.0,886,886.0,0.0,0.0,9,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע,2050000648,9,9
ref-t.6.5.5.13.41-ref-t.6.5.5.13.52,ref-sifre-n.130.1.144-ref-sifre-n.130.1.153,1385056,1385137,ref-t.6.5.5.13.41,ref-t.6.5.5.13.52,227678,227731,ref-sifre-n.130.1.144,ref-sifre-n.130.1.153,בנגעים וחומר בטומאת המת מטומאת הנגעים שהכל מיטמאין במת ואין הכל מיטמאין ,הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה ,12,10,827,822.0,883,873.0,0.5972222222222222,0.8571428571428572,1,ואין,2050000649,12,10
ref-t.6.5.5.13.38-ref-t.6.5.5.13.52,ref-sifre-n.130.1.170-ref-sifre-n.130.1.186,1385037,1385137,ref-t.6.5.5.13.38,ref-t.6.5.5.13.52,227809,227895,ref-sifre-n.130.1.170,ref-sifre-n.130.1.186,"מטמאה בהיסט מת חמור אינו דין שמטמא בהיסט ת""ל וכל אשר יגע במגע הוא מטמא ואין מטמא","מטמאה בהיסט מת חמור אינו דין שמטמא בהיסט ת""ל וכל אשר יגע במגע הוא מטמא ואין מטמא",17,17,829,829.0,876,876.0,0.0,0.0,17,"מטמאה בהיסט מת חמור אינו דין שמטמא בהיסט ת""ל וכל אשר יגע במגע הוא מטמא ואין מטמא",2050000650,17,17
ref-t.6.5.7.13.1-ref-t.6.5.7.13.18,ref-sifre-n.126.1.575-ref-sifre-n.126.1.592,1392286,1392387,ref-t.6.5.7.13.1,ref-t.6.5.7.13.18,221443,221540,ref-sifre-n.126.1.575,ref-sifre-n.126.1.592,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,18,18,706,706.0,888,888.0,0.0,0.0,18,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,2050000651,18,18
ref-t.6.5.7.13.31-ref-t.6.5.7.13.38,ref-sifre-n.126.1.585-ref-sifre-n.126.1.592,1392454,1392497,ref-t.6.5.7.13.31,ref-t.6.5.7.13.38,221494,221540,ref-sifre-n.126.1.585,ref-sifre-n.126.1.592,כל המציל בצמיד פתיל באהל המת מציל מכוסה ,כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי ,8,8,711,706.0,897,897.0,0.3181818181818182,0.4444444444444444,3,פתיל באהל המת,2050000652,8,8
ref-t.6.5.7.13.2-ref-t.6.5.7.13.12,ref-sifre-n.126.1.642-ref-sifre-n.126.1.647,1392289,1392352,ref-t.6.5.7.13.2,ref-t.6.5.7.13.12,221779,221810,ref-sifre-n.126.1.642,ref-sifre-n.126.1.647,מצילים צמיד פתיל באהל המת כלי,מצילים צמיד פתיל באהל המת כלי,6,6,725,725.0,890,890.0,0.0,0.0,6,מצילים צמיד פתיל באהל המת כלי,2050000653,6,6
ref-t.6.5.7.13.31-ref-t.6.5.7.13.36,ref-sifre-n.126.1.642-ref-sifre-n.126.1.647,1392454,1392486,ref-t.6.5.7.13.31,ref-t.6.5.7.13.36,221779,221810,ref-sifre-n.126.1.642,ref-sifre-n.126.1.647,כל המציל בצמיד פתיל באהל המת ,מצילים צמיד פתיל באהל המת כלי ,6,6,728,725.0,896,896.0,0.3666666666666666,0.3333333333333333,3,פתיל באהל המת,2050000654,6,6
ref-t.6.5.7.13.2-ref-t.6.5.7.13.6,ref-sifre-n.126.1.659-ref-sifre-n.126.1.663,1392289,1392318,ref-t.6.5.7.13.2,ref-t.6.5.7.13.6,221869,221897,ref-sifre-n.126.1.659,ref-sifre-n.126.1.663,המציל בצמיד פתיל באהל המת ,שיצילו צמיד פתיל באהל המת ,5,5,736,736.0,891,891.0,0.1538461538461538,0.3333333333333333,3,פתיל באהל המת,2050000655,5,5
ref-t.6.5.7.13.32-ref-t.6.5.7.13.36,ref-sifre-n.126.1.659-ref-sifre-n.126.1.663,1392457,1392486,ref-t.6.5.7.13.32,ref-t.6.5.7.13.36,221869,221897,ref-sifre-n.126.1.659,ref-sifre-n.126.1.663,המציל בצמיד פתיל באהל המת ,שיצילו צמיד פתיל באהל המת ,5,5,737,736.0,898,898.0,0.1538461538461538,0.3333333333333333,3,פתיל באהל המת,2050000656,5,5
ref-t.6.5.7.13.2-ref-t.6.5.7.13.41,ref-sifre-n.126.1.676-ref-sifre-n.127.1.1,1392289,1392516,ref-t.6.5.7.13.2,ref-t.6.5.7.13.41,221947,222012,ref-sifre-n.126.1.676,ref-sifre-n.127.1.1,שיציל את עצמו צמיד פתיל באהל המת יציל,שיציל את עצמו צמיד פתיל באהל המת יציל,8,8,739,739.0,892,892.0,0.0,0.0,8,שיציל את עצמו צמיד פתיל באהל המת יציל,2050000657,8,8
ref-t.6.5.7.13.64-ref-t.6.5.7.13.80,ref-sifre-n.126.1.575-ref-sifre-n.126.1.592,1392641,1392741,ref-t.6.5.7.13.64,ref-t.6.5.7.13.80,221443,221540,ref-sifre-n.126.1.575,ref-sifre-n.126.1.592,המציל בצמיד פתיל באהל המת מציל בצמיד פתיל בבית המנוגע וכל המציל מכוסה באהל המת מציל מכוסה ,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי ,17,18,707,706.0,902,899.0,0.6521739130434783,0.6666666666666667,3,וכל באהל המת,2050000658,17,18
ref-t.6.5.7.13.64-ref-t.6.5.7.13.68,ref-sifre-n.126.1.642-ref-sifre-n.126.1.646,1392641,1392670,ref-t.6.5.7.13.64,ref-t.6.5.7.13.68,221779,221806,ref-sifre-n.126.1.642,ref-sifre-n.126.1.646,המציל בצמיד פתיל באהל המת ,מצילים צמיד פתיל באהל המת ,5,5,726,723.0,899,899.0,0.1538461538461538,0.3333333333333333,3,פתיל באהל המת,2050000659,5,5
ref-t.6.5.7.13.64-ref-t.6.5.7.13.68,ref-sifre-n.126.1.659-ref-sifre-n.126.1.663,1392641,1392670,ref-t.6.5.7.13.64,ref-t.6.5.7.13.68,221869,221897,ref-sifre-n.126.1.659,ref-sifre-n.126.1.663,המציל בצמיד פתיל באהל המת ,שיצילו צמיד פתיל באהל המת ,5,5,738,735.0,900,899.0,0.1538461538461538,0.3333333333333333,3,פתיל באהל המת,2050000660,5,5
ref-t.6.5.7.13.64-ref-t.6.5.7.13.82,ref-sifre-n.126.1.676-ref-sifre-n.126.1.686,1392641,1392755,ref-t.6.5.7.13.64,ref-t.6.5.7.13.82,221947,222001,ref-sifre-n.126.1.676,ref-sifre-n.126.1.686,שיציל את עצמו צמיד פתיל באהל המת יציל על עצמו במגע,שיציל את עצמו צמיד פתיל באהל המת יציל על עצמו במגע,11,11,740,740.0,901,901.0,0.0,0.0,11,שיציל את עצמו צמיד פתיל באהל המת יציל על עצמו במגע,2050000661,11,11
ref-t.6.5.7.15.13-ref-t.6.5.7.15.26,ref-sifre-n.130.1.148-ref-sifre-n.130.1.159,1393247,1393334,ref-t.6.5.7.15.13,ref-t.6.5.7.15.26,227700,227761,ref-sifre-n.130.1.148,ref-sifre-n.130.1.159,וליטמא במיחיה וליטמא בפתוך וליטמא בארבע אמות זו על גבי זו ומיטמא בבגדים ומיטמא ,טומאת ערב מטמא ואין מקבל טומאה מן המת מלטמא את חבירו טומאת ,14,12,828,822.0,904,904.0,0.7088607594936709,0.8666666666666667,0,,2050000662,14,12
ref-t.6.5.7.16.12-ref-t.6.5.7.16.19,ref-sifre-n.124.1.467-ref-sifre-n.124.1.479,1393681,1393733,ref-t.6.5.7.16.12,ref-t.6.5.7.16.19,213104,213185,ref-sifre-n.124.1.467,ref-sifre-n.124.1.479,טמא והפושה בבגדים ישרף מיד ומיטמא בבגדים ומטמא ,"מטמא בגדים בגדים המנוגעים שמטמאים במגע אינו דין ששורפם מטמא בגדים ת""ל והשורף ",8,13,666,663.0,905,905.0,0.6363636363636364,0.8571428571428572,0,,2050000663,8,13
ref-t.6.6.1.1.31-ref-t.6.6.1.1.45,ref-sifre-n.62.1.38-ref-sifre-n.62.1.61,1399839,1399906,ref-t.6.6.1.1.31,ref-t.6.6.1.1.45,87089,87220,ref-sifre-n.62.1.38,ref-sifre-n.62.1.61,שנה כתוב אחד אומר מבן חמש ועשרים שנה ומעלה וכתוב אחד אומר מבן שלשים שנה כיצד יתקיימו שני הכתובים מבן,ומבן חמשים חמש ועשרים שנה כתוב אחד אומר מבן חמש ועשרים שנה ומעלה וכתוב אחד אומר מבן שלשים שנה כתוב אחד אומר מבן חמש ועשרים שנה ומעלה וכתוב אחד אומר מבן שלשים שנה כיצד יתקיימו שני הכתובים מבן,11,20,307,307.0,911,911.0,0.4736842105263157,0.1666666666666666,14,שנה כתוב_אחד_אומר מבן חמש ועשרים שנה ומעלה וכתוב_אחד_אומר מבן שלשים שנה כיצד_יתקיימו_שני הכתובים מבן,2050000664,20,38
ref-t.6.6.1.1.29-ref-t.6.6.1.1.39,ref-sifre-n.63.1.106-ref-sifre-n.63.1.112,1399832,1399877,ref-t.6.6.1.1.29,ref-t.6.6.1.1.39,87842,87873,ref-sifre-n.63.1.106,ref-sifre-n.63.1.112,מבן שלשים שנה ועד בן חמשים שנה,מבן שלשים שנה ועד בן חמשים שנה,7,7,316,316.0,910,910.0,0.0,0.0,7,מבן שלשים שנה ועד בן חמשים שנה,2050000665,7,7
ref-t.6.6.1.1.27-ref-t.6.6.1.1.46,ref-sifre-n.107.2.990-ref-sifre-n.107.2.1005,1399825,1399911,ref-t.6.6.1.1.27,ref-t.6.6.1.1.46,152752,152824,ref-sifre-n.107.2.990,ref-sifre-n.107.2.1005,בן שנה לנסכי בני שתים כך תחלק בין נסכי בני שתים לנסכי בני שלש,בין נסכי בן שנה לנסכי בני שתים כך תחלק בין נסכי בני שתים לנסכי בני שלש,14,16,442,442.0,906,906.0,0.1285714285714285,0.0,14,בן שנה לנסכי בני שתים כך תחלק בין נסכי בני שתים לנסכי בני שלש,2050000666,14,16
ref-t.6.6.1.1.27-ref-t.6.6.1.1.46,ref-sifre-n.107.2.1017-ref-sifre-n.107.2.1032,1399825,1399911,ref-t.6.6.1.1.27,ref-t.6.6.1.1.46,152885,152958,ref-sifre-n.107.2.1017,ref-sifre-n.107.2.1032,בני שנה לנסכי בני שתים לא תחלק בין נסכי בני שתים לנסכי בני שלש,בין נסכי בני שנה לנסכי בני שתים לא תחלק בין נסכי בני שתים לנסכי בני שלש,14,16,444,444.0,907,907.0,0.1267605633802817,0.0,14,בני שנה לנסכי בני שתים לא תחלק בין נסכי בני שתים לנסכי בני שלש,2050000667,14,16
ref-t.6.6.1.2.30-ref-t.6.6.1.2.52,ref-sifre-n.111.2.48-ref-sifre-n.111.2.64,1400235,1400340,ref-t.6.6.1.2.30,ref-t.6.6.1.2.52,161408,161500,ref-sifre-n.111.2.48,ref-sifre-n.111.2.64,ועשו כל העדה פר בן בקר אחד ומנחתו ונסכו לעולה או אף לחטאת תלמוד לומר ועשו כל העדה פר בן בקר אחד ומנחתו ונסכו לעולה,לחטאת תלמוד לומר ועשו כל העדה פר בן בקר אחד ומנחתו ונסכו לעולה או אף לחטאת תלמוד לומר,25,18,496,496.0,914,914.0,0.5526315789473685,0.0,15,ועשו כל העדה פר בן בקר אחד ומנחתו ונסכו לעולה או אף לחטאת תלמוד לומר,2050000668,25,18
ref-t.6.6.2.5.59-ref-t.6.6.2.7.1,ref-sifre-n.123.1.431-ref-sifre-n.123.1.444,1403032,1403117,ref-t.6.6.2.5.59,ref-t.6.6.2.7.1,207113,207185,ref-sifre-n.123.1.431,ref-sifre-n.123.1.444,מלאכה פסולה מה שאין כן בעגלה חומר בעגלה שהעגלה שנים פוסלות בה מה שאין כן בפרה היו ,מלאכה פוסלת בהם מום פוסל בהם עגלה ערופה שמלאכה פוסלת בה אינו דין שיהיה ,17,14,648,647.0,916,916.0,0.573170731707317,0.8125,2,מלאכה בה,2050000669,17,14
ref-t.6.6.3.6.43-ref-t.6.6.3.6.49,ref-sifre-n.118.1.750-ref-sifre-n.118.1.757,1404664,1404708,ref-t.6.6.3.6.43,ref-t.6.6.3.6.49,192579,192624,ref-sifre-n.118.1.750,ref-sifre-n.118.1.757,וקדשים קלים חוץ לקלעים קדשים קלים שנאכלין ,קדשים קלים ושלמים קדשים קלים מה שלמים נאכלים ,7,8,610,610.0,917,917.0,0.3555555555555555,0.7142857142857143,3,קלים קדשים קלים,2050000670,7,8
ref-t.6.6.3.6.62-ref-t.6.6.3.6.68,ref-sifre-n.118.1.750-ref-sifre-n.118.1.757,1404774,1404817,ref-t.6.6.3.6.62,ref-t.6.6.3.6.68,192579,192624,ref-sifre-n.118.1.750,ref-sifre-n.118.1.757,וקדשים קלים לשני ימים קדשים קלין שנאכלין ,קדשים קלים ושלמים קדשים קלים מה שלמים נאכלים ,7,8,611,610.0,918,918.0,0.3555555555555555,0.75,2,קלים קדשים,2050000671,7,8
ref-t.6.6.3.6.80-ref-t.6.6.3.6.90,ref-sifre-n.8.1.537-ref-sifre-n.8.1.546,1404872,1404928,ref-t.6.6.3.6.80,ref-t.6.6.3.6.90,20164,20217,ref-sifre-n.8.1.537,ref-sifre-n.8.1.546,ומוציא אתה שם רע על הטהורות ששתו ויאמרו טמאות היו,ומוציא אתה שם רע על הטהורות ששתו ויאמרו טמאות היו,10,10,99,99.0,919,919.0,0.0,0.0,10,ומוציא אתה שם רע על הטהורות ששתו ויאמרו טמאות היו,2050000672,10,10
ref-t.6.6.3.14.1-ref-t.6.6.3.14.15,ref-sifre-n.124.1.665-ref-sifre-n.124.1.679,1406749,1406841,ref-t.6.6.3.14.1,ref-t.6.6.3.14.15,214137,214222,ref-sifre-n.124.1.665,ref-sifre-n.124.1.679,וחולקין אותו לשלשה חלקין אחד נויתן בחייל ואחד ניתן בהר המשחה ואחד מתחלק לכל המשמרות ,חולקים אותו לג' חלקים אחד נותן בחיל ואחד נותן בהר המשחה ואחד מתחלק לכל המשמרות ,15,15,674,674.0,921,921.0,0.119047619047619,0.3076923076923077,9,אותו אחד ואחד בהר המשחה ואחד מתחלק לכל המשמרות,2050000673,15,15
ref-t.6.6.4.7.8-ref-t.6.6.4.7.19,ref-sifre-n.123.1.135-ref-sifre-n.123.1.148,1408208,1408270,ref-t.6.6.4.7.8,ref-t.6.6.4.7.19,205660,205735,ref-sifre-n.123.1.135,ref-sifre-n.123.1.148,פרה במה נעשית אמ' להם בבגדי זהב אמ' לו למדתנו בבגדי אמ' להם ,פרה נעשית אמר להם בבגדי זהב אמרו לו והלא למדתנו רבינו בבגדי לבן אמר להם ,13,15,645,645.0,922,922.0,0.3194444444444444,0.4545454545454546,9,פרה נעשית להם בבגדי זהב לו למדתנו בבגדי להם,2050000674,13,15
ref-t.6.6.4.11.1-ref-t.6.6.4.11.12,ref-sifre-n.124.1.535-ref-sifre-n.124.1.543,1409271,1409340,ref-t.6.6.4.11.1,ref-t.6.6.4.11.12,213481,213524,ref-sifre-n.124.1.535,ref-sifre-n.124.1.543,כל מעשה פרה ביום חוץ מאסיפת האפר והמילוי והקידוש כל מעשה בכהנים ,שכל מעשה פרה בכהן שומע אני אף אסיפת האפר ,12,9,669,669.0,923,923.0,0.65625,0.75,3,מעשה פרה האפר,2050000675,12,9
ref-t.6.6.4.11.28-ref-t.6.6.4.11.36,ref-sifre-n.124.1.54-ref-sifre-n.124.1.61,1409436,1409478,ref-t.6.6.4.11.28,ref-t.6.6.4.11.36,210921,210963,ref-sifre-n.124.1.54,ref-sifre-n.124.1.61,עד שתעשה אפר כל מעשיה מלאכה פוסלת חוץ בהן ,מלאכה פוסלת בה בשעת שחיטתה עד שתיעשה אפר ,9,8,649,649.0,924,924.0,0.8095238095238095,0.5454545454545454,2,מלאכה פוסלת,2050000676,9,8
ref-t.6.6.7.8.4-ref-t.6.6.7.8.17,ref-sifre-n.124.1.404-ref-sifre-n.124.1.422,1417819,1417904,ref-t.6.6.7.8.4,ref-t.6.6.7.8.17,212770,212860,ref-sifre-n.124.1.404,ref-sifre-n.124.1.422,ופרים והמשלח את השעיר מטמאין בגדים פרה ופרים ושעיר המשתלח עצמן אין מטמאין בגדים ,הפרה שמטמא בגדים הא עד שלא יאמר יש לי בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה ,14,12,661,661.0,925,925.0,0.7906976744186046,0.8333333333333334,1,בגדים,2050000677,14,19
ref-t.6.6.7.8.4-ref-t.6.6.7.8.17,ref-sifre-n.124.2.61-ref-sifre-n.124.2.80,1417819,1417904,ref-t.6.6.7.8.4,ref-t.6.6.7.8.17,215796,215892,ref-sifre-n.124.2.61,ref-sifre-n.124.2.80,ופרים והמשלח את השעיר מטמאין בגדים פרה ופרים ושעיר המשתלח עצמן אין מטמאין בגדים ,הפרה שמטמא בגדים הא עד שלא יאמר יש לי בדין אם המשליך את האזוב מטמא בגדים האוסף את אפר הפרה ,14,13,682,682.0,926,925.0,0.7802197802197802,0.8235294117647058,2,בגדים בגדים,2050000678,14,20
ref-t.6.6.7.8.16-ref-t.6.6.7.8.21,ref-sifre-n.129.5.30-ref-sifre-n.129.5.43,1417892,1417930,ref-t.6.6.7.8.16,ref-t.6.6.7.8.21,226300,226373,ref-sifre-n.129.5.30,ref-sifre-n.129.5.43,מטמאין בגדים אבל מטמאין אוכלין ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,6,6,787,787.0,927,925.0,0.5633802816901409,0.9285714285714286,1,בגדים,2050000679,6,14
ref-t.6.6.7.8.16-ref-t.6.6.7.8.21,ref-sifre-n.129.5.142-ref-sifre-n.129.5.155,1417892,1417930,ref-t.6.6.7.8.16,ref-t.6.6.7.8.21,226865,226938,ref-sifre-n.129.5.142,ref-sifre-n.129.5.155,מטמאין בגדים אבל מטמאין אוכלין ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,6,6,797,797.0,928,925.0,0.5633802816901409,0.9285714285714286,1,בגדים,2050000680,6,14
ref-t.6.6.8.1.29-ref-t.6.6.8.2.2,ref-sifre-n.1.7.87-ref-sifre-n.1.7.101,1418428,1418497,ref-t.6.6.8.1.29,ref-t.6.6.8.2.2,4660,4735,ref-sifre-n.1.7.87,ref-sifre-n.1.7.101,וטימאו את התחתונה הרי זה או' מטמאך לא טימאני ואתה טימאתני זב שישב ,טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא את הארץ אשר אתם יושבים ,13,10,32,28.0,929,929.0,0.7083333333333334,0.9,1,את,2050000681,13,15
